run_id,area_size_m,n_drones,victim_x_m,victim_y_m,victim_depth_m,artva_noise_std,comm_radius_m,found,time_found_s,n_drones_stopped,pos_variance_m2,pos_std_m,est_error_2d_m,note
156,100,3,25.0,25.0,1.0,5e-07,120,True,487.70000000000005,3,4.4262934098131165e-05,0.006653039463142479,30.56030151460104,
159,100,3,25.0,25.0,3.0,1e-08,80,True,487.70000000000005,3,4.4265226913756404e-05,0.00665321177430543,30.560301507497243,
165,100,3,25.0,25.0,3.0,5e-07,25,True,173.10000000000002,3,4.4262896564071056e-05,0.006653036642321389,30.560301514516567,
160,100,3,25.0,25.0,3.0,1e-08,120,True,487.70000000000005,3,4.4265226913756404e-05,0.00665321177430543,30.560301507497243,
158,100,3,25.0,25.0,3.0,1e-08,50,True,662.0,3,4.4265226913756404e-05,0.00665321177430543,30.560301507497243,
163,100,3,25.0,25.0,3.0,1e-07,80,True,487.70000000000005,3,4.426479935229651e-05,0.006653179642268537,30.560301508785194,
169,100,3,25.0,25.0,5.0,1e-08,25,True,173.60000000000002,3,4.4265028728229245e-05,0.006653196880314699,30.56030150688274,
164,100,3,25.0,25.0,3.0,1e-07,120,True,487.70000000000005,3,4.426479935229651e-05,0.006653179642268537,30.560301508785194,
162,100,3,25.0,25.0,3.0,1e-07,50,True,662.0,3,4.426479935229651e-05,0.006653179642268537,30.560301508785194,
167,100,3,25.0,25.0,3.0,5e-07,80,True,487.70000000000005,3,4.4262896564071056e-05,0.006653036642321389,30.560301514516567,
173,100,3,25.0,25.0,5.0,1e-07,25,True,173.60000000000002,3,4.426460091871607e-05,0.006653164729564124,30.56030150817081,
168,100,3,25.0,25.0,3.0,5e-07,120,True,487.70000000000005,3,4.4262896564071056e-05,0.006653036642321389,30.560301514516567,
166,100,3,25.0,25.0,3.0,5e-07,50,True,662.0,3,4.4262896564071056e-05,0.006653036642321389,30.560301514516567,
177,100,3,25.0,25.0,5.0,5e-07,25,True,173.60000000000002,3,4.426269702547941e-05,0.006653021646250628,30.560301513902612,
171,100,3,25.0,25.0,5.0,1e-08,80,True,487.70000000000005,3,4.4265028728229245e-05,0.006653196880314699,30.56030150688274,
172,100,3,25.0,25.0,5.0,1e-08,120,True,487.70000000000005,3,4.4265028728229245e-05,0.006653196880314699,30.56030150688274,
170,100,3,25.0,25.0,5.0,1e-08,50,True,666.9000000000001,3,4.4265028728229245e-05,0.006653196880314699,30.56030150688274,
181,100,3,50.0,50.0,1.0,1e-08,25,True,87.4,3,0.014880170770463861,0.12198430542682064,0.13476041631558255,
182,100,3,50.0,50.0,1.0,1e-08,50,True,65.3,3,0.01361123114693851,0.11666718110479275,0.11549352951556796,
183,100,3,50.0,50.0,1.0,1e-08,80,True,65.3,3,0.01361123114693851,0.11666718110479275,0.11549352951556796,
175,100,3,25.0,25.0,5.0,1e-07,80,True,487.70000000000005,3,4.426460091871607e-05,0.006653164729564124,30.56030150817081,
184,100,3,50.0,50.0,1.0,1e-08,120,True,65.3,3,0.01361123114693851,0.11666718110479275,0.11549352951556796,
176,100,3,25.0,25.0,5.0,1e-07,120,True,487.70000000000005,3,4.426460091871607e-05,0.006653164729564124,30.56030150817081,
185,100,3,50.0,50.0,1.0,1e-07,25,True,86.2,3,0.014856783158212873,0.1218884045273088,0.1648914091806254,
186,100,3,50.0,50.0,1.0,1e-07,50,True,86.4,3,0.01440726930696742,0.12003028495745321,0.07141291704597506,
187,100,3,50.0,50.0,1.0,1e-07,80,True,86.4,3,0.01440726930696742,0.12003028495745321,0.07141291704597506,
174,100,3,25.0,25.0,5.0,1e-07,50,True,666.9000000000001,3,4.426460091871607e-05,0.006653164729564124,30.56030150817081,
188,100,3,50.0,50.0,1.0,1e-07,120,True,86.4,3,0.01440726930696742,0.12003028495745321,0.07141291704597506,
189,100,3,50.0,50.0,1.0,5e-07,25,True,87.0,3,0.014944897467752585,0.12224932501961958,0.16576308907780113,
190,100,3,50.0,50.0,1.0,5e-07,50,True,83.80000000000001,3,0.015028385641478088,0.12259031626306414,0.12218191052201081,
191,100,3,50.0,50.0,1.0,5e-07,80,True,83.80000000000001,3,0.015028385641478088,0.12259031626306414,0.12218191052201081,
192,100,3,50.0,50.0,1.0,5e-07,120,True,83.80000000000001,3,0.015028385641478088,0.12259031626306414,0.12218191052201081,
193,100,3,50.0,50.0,3.0,1e-08,25,True,84.7,3,0.01467219375757789,0.12112883124003918,0.7580646408061651,
179,100,3,25.0,25.0,5.0,5e-07,80,True,487.70000000000005,3,4.426269702547941e-05,0.006653021646250628,30.560301513902612,
194,100,3,50.0,50.0,3.0,1e-08,50,True,85.30000000000001,3,0.005463830947410208,0.07391773094062214,0.6846011815206432,
197,100,3,50.0,50.0,3.0,1e-07,25,True,70.2,3,0.014305742102130118,0.11960661395646195,0.7530005060740002,
195,100,3,50.0,50.0,3.0,1e-08,80,True,85.30000000000001,3,0.005463830947410208,0.07391773094062214,0.6846011815206432,
196,100,3,50.0,50.0,3.0,1e-08,120,True,85.30000000000001,3,0.005463830947410208,0.07391773094062214,0.6846011815206432,
198,100,3,50.0,50.0,3.0,1e-07,50,True,86.60000000000001,3,0.015115057597993586,0.1229433105052633,0.7675890695890475,
199,100,3,50.0,50.0,3.0,1e-07,80,True,86.60000000000001,3,0.015115057597993586,0.1229433105052633,0.7675890695890475,
180,100,3,25.0,25.0,5.0,5e-07,120,True,487.70000000000005,3,4.426269702547941e-05,0.006653021646250628,30.560301513902612,
202,100,3,50.0,50.0,3.0,5e-07,50,True,85.10000000000001,3,0.014748646692975712,0.12144400641026182,0.636518141644148,
201,100,3,50.0,50.0,3.0,5e-07,25,True,85.4,3,0.01452747399716348,0.12052997136465055,0.5992593668593207,
200,100,3,50.0,50.0,3.0,1e-07,120,True,86.60000000000001,3,0.015115057597993586,0.1229433105052633,0.7675890695890475,
203,100,3,50.0,50.0,3.0,5e-07,80,True,85.10000000000001,3,0.014748646692975712,0.12144400641026182,0.636518141644148,
204,100,3,50.0,50.0,3.0,5e-07,120,True,85.10000000000001,3,0.014748646692975712,0.12144400641026182,0.636518141644148,
178,100,3,25.0,25.0,5.0,5e-07,50,True,666.9000000000001,3,4.426269702547941e-05,0.006653021646250628,30.560301513902612,
205,100,3,50.0,50.0,5.0,1e-08,25,True,67.4,3,0.02565719267797769,0.16017862740695993,1.5682507770072949,
206,100,3,50.0,50.0,5.0,1e-08,50,True,80.10000000000001,3,0.015197965927361235,0.12328003052952752,1.3354553535769444,
207,100,3,50.0,50.0,5.0,1e-08,80,True,80.10000000000001,3,0.015197965927361235,0.12328003052952752,1.3354553535769444,
208,100,3,50.0,50.0,5.0,1e-08,120,True,80.10000000000001,3,0.015197965927361235,0.12328003052952752,1.3354553535769444,
209,100,3,50.0,50.0,5.0,1e-07,25,True,84.0,3,0.05262341928012103,0.22939794959877263,1.6655846109822041,
210,100,3,50.0,50.0,5.0,1e-07,50,True,84.5,3,0.025444282198652614,0.159512639620353,1.4555667763076432,
212,100,3,50.0,50.0,5.0,1e-07,120,True,83.2,3,0.018358184942615992,0.13549237964777205,1.4202878562860968,
211,100,3,50.0,50.0,5.0,1e-07,80,True,83.2,3,0.018358184942615992,0.13549237964777205,1.4202878562860968,
213,100,3,50.0,50.0,5.0,5e-07,25,True,83.30000000000001,3,0.008779808943242186,0.09370063470031666,1.2187017072536677,
214,100,3,50.0,50.0,5.0,5e-07,50,True,84.5,3,0.04799217007187755,0.21907115298888066,1.2135393093942755,
215,100,3,50.0,50.0,5.0,5e-07,80,True,84.5,3,0.04799217007187755,0.21907115298888066,1.2135393093942755,
216,100,3,50.0,50.0,5.0,5e-07,120,True,84.5,3,0.04799217007187755,0.21907115298888066,1.2135393093942755,
217,100,3,75.0,50.0,1.0,1e-08,25,True,91.9,3,10.132932796927014,3.1832267900554956,3.753385948367464,
218,100,3,75.0,50.0,1.0,1e-08,50,True,93.30000000000001,3,0.04157546677125871,0.20390062964900013,2.480309347369392,
220,100,3,75.0,50.0,1.0,1e-08,120,True,92.30000000000001,3,0.04948064800895432,0.22244245999573534,3.643752726408843,
219,100,3,75.0,50.0,1.0,1e-08,80,True,92.2,3,0.045004151313516184,0.21214181887010441,5.328932688182428,
221,100,3,75.0,50.0,1.0,1e-07,25,True,98.10000000000001,3,12.459624686795395,3.529819356113765,5.311728653601177,
222,100,3,75.0,50.0,1.0,1e-07,50,True,95.80000000000001,3,0.01926483796144147,0.13879783125626088,1.1592932187327343,
223,100,3,75.0,50.0,1.0,1e-07,80,True,91.60000000000001,3,0.04557684636306041,0.21348734473748182,5.086986146312055,
224,100,3,75.0,50.0,1.0,1e-07,120,True,92.60000000000001,3,0.04216975415336036,0.2053527554072756,3.6440871618843786,
225,100,3,75.0,50.0,1.0,5e-07,25,True,94.60000000000001,3,4.7659431737613165,2.183104022661613,3.5573749827801016,
226,100,3,75.0,50.0,1.0,5e-07,50,True,95.5,3,0.0022349292551099124,0.04727503839353187,0.5735386965949957,
228,100,3,75.0,50.0,1.0,5e-07,120,True,92.0,3,0.03505721753718864,0.1872357271921912,7.752146641613542,
227,100,3,75.0,50.0,1.0,5e-07,80,True,92.30000000000001,3,0.04616497324028389,0.2148603575355023,7.81624800215355,
229,100,3,75.0,50.0,3.0,1e-08,25,True,90.5,3,6.378507759211989,2.525570778895731,2.4995876708241407,
230,100,3,75.0,50.0,3.0,1e-08,50,True,99.30000000000001,3,0.016403853318540502,0.12807752854634766,0.3743659611357593,
232,100,3,75.0,50.0,3.0,1e-08,120,True,92.5,3,0.04973418371628226,0.22301162237937794,2.96660677556,
231,100,3,75.0,50.0,3.0,1e-08,80,True,93.5,3,0.04642296362000993,0.21545988865682153,4.42292197265411,
233,100,3,75.0,50.0,3.0,1e-07,25,True,94.2,3,0.5253098197393384,0.7247826017084974,3.974396314425599,
234,100,3,75.0,50.0,3.0,1e-07,50,True,96.9,3,0.01804958198122541,0.1343487327116464,0.6956481465603894,
235,100,3,75.0,50.0,3.0,1e-07,80,True,92.0,3,0.045754345623376984,0.21390265454962681,4.891772618006587,
236,100,3,75.0,50.0,3.0,1e-07,120,True,92.80000000000001,3,0.04974285781098876,0.22303106916075338,3.3947285887414425,
237,100,3,75.0,50.0,3.0,5e-07,25,True,94.80000000000001,3,3.5734436792589515,1.8903554372812938,3.167582487221105,
239,100,3,75.0,50.0,3.0,5e-07,80,True,92.80000000000001,3,0.04556013895210964,0.2134482114052719,7.258006790161443,
240,100,3,75.0,50.0,3.0,5e-07,120,True,92.2,3,0.04204748740946901,0.20505484000498259,6.3597548765337235,
238,100,3,75.0,50.0,3.0,5e-07,50,True,98.60000000000001,3,0.051588672825952364,0.22713139991192843,1.1935084722215834,
241,100,3,75.0,50.0,5.0,1e-08,25,True,89.10000000000001,3,5.086454751495289,2.255316995789126,2.7238511235555882,
242,100,3,75.0,50.0,5.0,1e-08,50,True,99.7,3,0.017368723775184856,0.1317904540366443,0.3582336620528423,
243,100,3,75.0,50.0,5.0,1e-08,80,True,96.4,3,0.022603713631822106,0.15034531463208992,0.3655520499983992,
244,100,3,75.0,50.0,5.0,1e-08,120,True,96.4,3,0.01883883785722431,0.13725464603147067,0.3860274969394402,
245,100,3,75.0,50.0,5.0,1e-07,25,True,89.10000000000001,3,5.073290906584413,2.2523967027556253,2.720716304015651,
246,100,3,75.0,50.0,5.0,1e-07,50,True,92.9,3,0.014349559700699071,0.11978964771923771,0.15432138145556148,
247,100,3,75.0,50.0,5.0,1e-07,80,True,94.0,3,0.04382578923725252,0.20934609916894206,4.301283948630904,
248,100,3,75.0,50.0,5.0,1e-07,120,True,96.10000000000001,3,0.04764433706945996,0.218275827955044,1.3055588426637765,
249,100,3,75.0,50.0,5.0,5e-07,25,True,96.30000000000001,3,5.829641303864866,2.414465014007216,3.3447385822351854,
251,100,3,75.0,50.0,5.0,5e-07,80,True,92.80000000000001,3,0.045670852738277826,0.21370739982105866,7.213451356377547,
252,100,3,75.0,50.0,5.0,5e-07,120,True,92.10000000000001,3,0.041969300485069694,0.20486410248032644,6.3696038983690695,
250,100,3,75.0,50.0,5.0,5e-07,50,True,100.60000000000001,3,0.03428835480694126,0.18517115003947363,0.10371538503446372,
253,100,3,35.0,70.0,1.0,1e-08,25,True,104.0,3,69.47209810317923,8.334992387709736,6.653142594480834,
254,100,3,35.0,70.0,1.0,1e-08,50,True,82.80000000000001,3,0.016045786273989896,0.1266719632515021,2.990103787998166,
255,100,3,35.0,70.0,1.0,1e-08,80,True,86.60000000000001,3,0.024904133500861635,0.15781043533575856,3.048923338069698,
256,100,3,35.0,70.0,1.0,1e-08,120,True,85.5,3,0.009695416441863027,0.09846530577753276,3.0048375776149046,
257,100,3,35.0,70.0,1.0,1e-07,25,True,102.7,3,74.42148710953825,8.62678892227799,5.274359906363253,
258,100,3,35.0,70.0,1.0,1e-07,50,True,83.60000000000001,3,0.009836001005429978,0.09917661521462597,2.985954415694583,
259,100,3,35.0,70.0,1.0,1e-07,80,True,85.7,3,0.027094531156314133,0.16460416506368888,3.097105805902177,
260,100,3,35.0,70.0,1.0,1e-07,120,True,85.60000000000001,3,0.016100944024985797,0.12688949532954175,2.978275664842699,
263,100,3,35.0,70.0,1.0,5e-07,80,True,63.0,3,0.047498335643295586,0.21794112884743802,2.9951817193367964,
262,100,3,35.0,70.0,1.0,5e-07,50,True,84.4,3,0.015279399329577009,0.12360986744421745,2.9904576846816195,
261,100,3,35.0,70.0,1.0,5e-07,25,True,89.4,3,13.180232209533083,3.6304589530158693,6.887546328647812,
264,100,3,35.0,70.0,1.0,5e-07,120,True,88.10000000000001,3,0.05652485593852314,0.23774956559060867,2.815184167002418,
265,100,3,35.0,70.0,3.0,1e-08,25,True,89.80000000000001,3,14.6421473310514,3.826505890633307,6.980914977464379,
266,100,3,35.0,70.0,3.0,1e-08,50,True,84.2,3,0.024704647111959327,0.15717712019234648,3.8655037563667674,
267,100,3,35.0,70.0,3.0,1e-08,80,True,85.2,3,0.014045224330548214,0.1185125492534365,3.648061725162753,
268,100,3,35.0,70.0,3.0,1e-08,120,True,89.4,3,0.038624325674135554,0.19653072450417403,3.862835143847281,
269,100,3,35.0,70.0,3.0,1e-07,25,True,90.7,3,17.6694066058043,4.203499328631361,6.440540759639043,
270,100,3,35.0,70.0,3.0,1e-07,50,True,84.2,3,0.014943744045107413,0.12224460742751564,3.8249082696276986,
271,100,3,35.0,70.0,3.0,1e-07,80,True,85.10000000000001,3,0.03732584529086111,0.19319897849331685,3.674830025281653,
272,100,3,35.0,70.0,3.0,1e-07,120,True,89.4,3,0.038620673225940066,0.19652143197610805,3.861801774531716,
274,100,3,35.0,70.0,3.0,5e-07,50,True,85.4,3,0.036506538373449714,0.19106684268456867,3.940009257742607,
273,100,3,35.0,70.0,3.0,5e-07,25,True,91.0,3,17.8930646430003,4.230019461302785,6.559956967153892,
275,100,3,35.0,70.0,3.0,5e-07,80,True,86.4,3,0.043151750639184694,0.20772999455828398,3.8681295525420736,
276,100,3,35.0,70.0,3.0,5e-07,120,True,89.7,3,0.01786174103138645,0.1336478246414301,3.6395524720189147,
278,100,3,35.0,70.0,5.0,1e-08,50,True,83.30000000000001,3,0.05490849686130243,0.234325621435861,4.70256843335101,
277,100,3,35.0,70.0,5.0,1e-08,25,True,91.30000000000001,3,18.48576131316051,4.299507101187357,6.607324879200678,
279,100,3,35.0,70.0,5.0,1e-08,80,True,85.4,3,0.04786467818529729,0.2187799766553084,4.493136275710526,
280,100,3,35.0,70.0,5.0,1e-08,120,True,85.9,3,0.06003401407438574,0.24501839537958317,4.634670172087198,
282,100,3,35.0,70.0,5.0,1e-07,50,True,83.4,3,0.05450781307673168,0.2334690837707033,4.740458573570677,
281,100,3,35.0,70.0,5.0,1e-07,25,True,91.30000000000001,3,18.463334038495237,4.296898188053242,6.599132450894118,
283,100,3,35.0,70.0,5.0,1e-07,80,True,85.4,3,0.04791510935821267,0.21889520177064795,4.492812494682149,
289,100,4,25.0,25.0,1.0,1e-08,25,True,8.700000000000001,3,107.5462879078848,10.370452637560465,24.753205627684146,
290,100,4,25.0,25.0,1.0,1e-08,50,True,8.700000000000001,3,107.5462879078848,10.370452637560465,24.753205627684146,
291,100,4,25.0,25.0,1.0,1e-08,80,True,8.700000000000001,3,107.5462879078848,10.370452637560465,24.753205627684146,
284,100,3,35.0,70.0,5.0,1e-07,120,True,86.0,3,0.0667179263022945,0.25829813453119344,4.510189003869009,
292,100,4,25.0,25.0,1.0,1e-08,120,True,8.700000000000001,3,107.5462879078848,10.370452637560465,24.753205627684146,
286,100,3,35.0,70.0,5.0,5e-07,50,True,82.60000000000001,3,0.08354964043533926,0.2890495466790067,4.703482602367315,
293,100,4,25.0,25.0,1.0,1e-07,25,True,8.700000000000001,3,107.54628993646133,10.370452735366056,24.75320557072616,
294,100,4,25.0,25.0,1.0,1e-07,50,True,8.700000000000001,3,107.54628993646133,10.370452735366056,24.75320557072616,
295,100,4,25.0,25.0,1.0,1e-07,80,True,8.700000000000001,3,107.54628993646133,10.370452735366056,24.75320557072616,
285,100,3,35.0,70.0,5.0,5e-07,25,True,91.80000000000001,3,20.9550731286654,4.577671146845894,6.376517933663888,
296,100,4,25.0,25.0,1.0,1e-07,120,True,8.700000000000001,3,107.54628993646133,10.370452735366056,24.75320557072616,
287,100,3,35.0,70.0,5.0,5e-07,80,True,89.30000000000001,3,0.07619515145749846,0.27603469248900303,4.538327495380281,
297,100,4,25.0,25.0,1.0,5e-07,25,True,8.700000000000001,3,107.54629893882795,10.370453169405277,24.753205317940438,
298,100,4,25.0,25.0,1.0,5e-07,50,True,8.700000000000001,3,107.54629893882795,10.370453169405277,24.753205317940438,
299,100,4,25.0,25.0,1.0,5e-07,80,True,8.700000000000001,3,107.54629893882795,10.370453169405277,24.753205317940438,
300,100,4,25.0,25.0,1.0,5e-07,120,True,8.700000000000001,3,107.54629893882795,10.370453169405277,24.753205317940438,
301,100,4,25.0,25.0,3.0,1e-08,25,True,8.700000000000001,3,107.54628382464566,10.370452440691565,24.753205716376495,
302,100,4,25.0,25.0,3.0,1e-08,50,True,8.700000000000001,3,107.54628382464566,10.370452440691565,24.753205716376495,
303,100,4,25.0,25.0,3.0,1e-08,80,True,8.700000000000001,3,107.54628382464566,10.370452440691565,24.753205716376495,
304,100,4,25.0,25.0,3.0,1e-08,120,True,8.700000000000001,3,107.54628382464566,10.370452440691565,24.753205716376495,
305,100,4,25.0,25.0,3.0,1e-07,25,True,8.700000000000001,3,107.54628585103666,10.370452538391786,24.753205659474727,
306,100,4,25.0,25.0,3.0,1e-07,50,True,8.700000000000001,3,107.54628585103666,10.370452538391786,24.753205659474727,
307,100,4,25.0,25.0,3.0,1e-07,80,True,8.700000000000001,3,107.54628585103666,10.370452538391786,24.753205659474727,
288,100,3,35.0,70.0,5.0,5e-07,120,True,89.80000000000001,3,0.0798882796285084,0.282645147894862,4.531547883354842,
308,100,4,25.0,25.0,3.0,1e-07,120,True,8.700000000000001,3,107.54628585103666,10.370452538391786,24.753205659474727,
309,100,4,25.0,25.0,3.0,5e-07,25,True,8.700000000000001,3,107.54629484374402,10.370452971965305,24.753205406937308,
310,100,4,25.0,25.0,3.0,5e-07,50,True,8.700000000000001,3,107.54629484374402,10.370452971965305,24.753205406937308,
311,100,4,25.0,25.0,3.0,5e-07,80,True,8.700000000000001,3,107.54629484374402,10.370452971965305,24.753205406937308,
312,100,4,25.0,25.0,3.0,5e-07,120,True,8.700000000000001,3,107.54629484374402,10.370452971965305,24.753205406937308,
313,100,4,25.0,25.0,5.0,1e-08,25,True,8.700000000000001,3,107.54629153648932,10.370452812509651,24.753205464031097,
314,100,4,25.0,25.0,5.0,1e-08,50,True,8.700000000000001,3,107.54629153648932,10.370452812509651,24.753205464031097,
315,100,4,25.0,25.0,5.0,1e-08,80,True,8.700000000000001,3,107.54629153648932,10.370452812509651,24.753205464031097,
316,100,4,25.0,25.0,5.0,1e-08,120,True,8.700000000000001,3,107.54629153648932,10.370452812509651,24.753205464031097,
317,100,4,25.0,25.0,5.0,1e-07,25,True,8.700000000000001,3,107.54629356747905,10.370452910431592,24.75320540698883,
318,100,4,25.0,25.0,5.0,1e-07,50,True,8.700000000000001,3,107.54629356747905,10.370452910431592,24.75320540698883,
319,100,4,25.0,25.0,5.0,1e-07,80,True,8.700000000000001,3,107.54629356747905,10.370452910431592,24.75320540698883,
320,100,4,25.0,25.0,5.0,1e-07,120,True,8.700000000000001,3,107.54629356747905,10.370452910431592,24.75320540698883,
321,100,4,25.0,25.0,5.0,5e-07,25,True,8.700000000000001,3,107.54630258067131,10.37045334499275,24.75320515382565,
322,100,4,25.0,25.0,5.0,5e-07,50,True,8.700000000000001,3,107.54630258067131,10.37045334499275,24.75320515382565,
323,100,4,25.0,25.0,5.0,5e-07,80,True,8.700000000000001,3,107.54630258067131,10.37045334499275,24.75320515382565,
324,100,4,25.0,25.0,5.0,5e-07,120,True,8.700000000000001,3,107.54630258067131,10.37045334499275,24.75320515382565,
325,100,4,50.0,50.0,1.0,1e-08,25,True,59.800000000000004,3,0.012995569690677526,0.11399811266278721,0.17069782412807805,
326,100,4,50.0,50.0,1.0,1e-08,50,True,58.400000000000006,3,0.014065728961222556,0.11859902597080027,0.14034000176013195,
327,100,4,50.0,50.0,1.0,1e-08,80,True,58.400000000000006,3,0.014065728961222556,0.11859902597080027,0.14034000176013195,
328,100,4,50.0,50.0,1.0,1e-08,120,True,58.400000000000006,3,0.014065728961222556,0.11859902597080027,0.14034000176013195,
330,100,4,50.0,50.0,1.0,1e-07,50,True,57.900000000000006,3,0.03385901607263945,0.18400819566703938,0.1858967664288216,
331,100,4,50.0,50.0,1.0,1e-07,80,True,57.900000000000006,3,0.03385901607263945,0.18400819566703938,0.1858967664288216,
329,100,4,50.0,50.0,1.0,1e-07,25,True,60.400000000000006,3,0.011041711951621003,0.10507955058726223,0.0989842556331895,
332,100,4,50.0,50.0,1.0,1e-07,120,True,57.900000000000006,3,0.03385901607263945,0.18400819566703938,0.1858967664288216,
334,100,4,50.0,50.0,1.0,5e-07,50,True,60.7,3,0.01413924907501689,0.1189085744385866,0.16761330898571414,
335,100,4,50.0,50.0,1.0,5e-07,80,True,60.7,3,0.01413924907501689,0.1189085744385866,0.16761330898571414,
336,100,4,50.0,50.0,1.0,5e-07,120,True,60.7,3,0.01413924907501689,0.1189085744385866,0.16761330898571414,
333,100,4,50.0,50.0,1.0,5e-07,25,True,68.5,3,0.005194835208536709,0.07207520522715637,0.14747379526213614,
337,100,4,50.0,50.0,3.0,1e-08,25,True,71.7,3,0.04366043886648095,0.2089508048955087,0.8790766855084439,
338,100,4,50.0,50.0,3.0,1e-08,50,True,77.5,3,0.013938305901895398,0.11806060266615362,0.7190819175039135,
339,100,4,50.0,50.0,3.0,1e-08,80,True,77.5,3,0.013938305901895398,0.11806060266615362,0.7190819175039135,
340,100,4,50.0,50.0,3.0,1e-08,120,True,77.5,3,0.013938305901895398,0.11806060266615362,0.7190819175039135,
342,100,4,50.0,50.0,3.0,1e-07,50,True,58.2,3,0.02488484607346385,0.15774931401899614,0.7274242213459534,
343,100,4,50.0,50.0,3.0,1e-07,80,True,58.2,3,0.02488484607346385,0.15774931401899614,0.7274242213459534,
344,100,4,50.0,50.0,3.0,1e-07,120,True,58.2,3,0.02488484607346385,0.15774931401899614,0.7274242213459534,
341,100,4,50.0,50.0,3.0,1e-07,25,True,69.5,3,0.01789869858439095,0.13378601789570893,0.8225808402972571,
345,100,4,50.0,50.0,3.0,5e-07,25,True,66.5,3,0.0170339717009877,0.13051425861179958,0.6817909843843225,
346,100,4,50.0,50.0,3.0,5e-07,50,True,61.400000000000006,3,0.014747365777444753,0.12143873260803059,0.6591806023115326,
347,100,4,50.0,50.0,3.0,5e-07,80,True,61.400000000000006,3,0.014747365777444753,0.12143873260803059,0.6591806023115326,
348,100,4,50.0,50.0,3.0,5e-07,120,True,61.400000000000006,3,0.014747365777444753,0.12143873260803059,0.6591806023115326,
349,100,4,50.0,50.0,5.0,1e-08,25,True,62.400000000000006,3,0.03039292915026283,0.17433567951014167,1.5412786417271882,
353,100,4,50.0,50.0,5.0,1e-07,25,True,61.6,3,0.0057948451536028135,0.0761238803109958,1.3982209853960383,
350,100,4,50.0,50.0,5.0,1e-08,50,True,80.7,3,0.057788464521169994,0.2403923137730697,1.6067293447368005,
354,100,4,50.0,50.0,5.0,1e-07,50,True,61.7,3,0.04719596614252672,0.21724632595863783,1.6204636653791564,
355,100,4,50.0,50.0,5.0,1e-07,80,True,61.7,3,0.04719596614252672,0.21724632595863783,1.6204636653791564,
351,100,4,50.0,50.0,5.0,1e-08,80,True,80.7,3,0.057788464521169994,0.2403923137730697,1.6067293447368005,
356,100,4,50.0,50.0,5.0,1e-07,120,True,61.7,3,0.04719596614252672,0.21724632595863783,1.6204636653791564,
352,100,4,50.0,50.0,5.0,1e-08,120,True,80.7,3,0.057788464521169994,0.2403923137730697,1.6067293447368005,
357,100,4,50.0,50.0,5.0,5e-07,25,True,59.400000000000006,3,0.05500628950371902,0.23453419687482466,1.318594068499998,
358,100,4,50.0,50.0,5.0,5e-07,50,True,61.900000000000006,3,0.058700694819697585,0.24228226270137396,1.4020705986609197,
359,100,4,50.0,50.0,5.0,5e-07,80,True,61.900000000000006,3,0.058700694819697585,0.24228226270137396,1.4020705986609197,
360,100,4,50.0,50.0,5.0,5e-07,120,True,61.900000000000006,3,0.058700694819697585,0.24228226270137396,1.4020705986609197,
361,100,4,75.0,50.0,1.0,1e-08,25,True,80.5,3,0.06554700455835905,0.2560214923758532,9.822942381846797,
362,100,4,75.0,50.0,1.0,1e-08,50,True,80.9,3,0.050697060938265356,0.2251600784736614,4.648816887102188,
363,100,4,75.0,50.0,1.0,1e-08,80,True,82.30000000000001,3,0.057442026594356696,0.23967066277364174,5.05854779641107,
364,100,4,75.0,50.0,1.0,1e-08,120,True,91.9,3,0.06387724509452401,0.2527394806802531,5.116795727611223,
365,100,4,75.0,50.0,1.0,1e-07,25,True,79.30000000000001,3,0.05851883729244284,0.24190667062411247,9.76013241887449,
366,100,4,75.0,50.0,1.0,1e-07,50,True,81.0,3,0.05070575130387691,0.22517937584041064,4.638060022389597,
367,100,4,75.0,50.0,1.0,1e-07,80,True,82.0,3,0.06429083478124804,0.25355637397085495,5.065325549355205,
368,100,4,75.0,50.0,1.0,1e-07,120,True,92.0,3,0.06435135203799588,0.2536756827880747,5.13076279952446,
370,100,4,75.0,50.0,1.0,5e-07,50,True,76.7,3,0.07586707613250386,0.2754397867638295,9.061576642340361,
369,100,4,75.0,50.0,1.0,5e-07,25,True,86.60000000000001,3,0.0672555355470706,0.25933672232653554,9.897795755139088,
371,100,4,75.0,50.0,1.0,5e-07,80,True,92.60000000000001,3,0.026627845244933,0.1631804070497834,6.575094049270712,
372,100,4,75.0,50.0,1.0,5e-07,120,True,86.60000000000001,3,0.07238302019149837,0.26904092661061507,6.567952118589586,
373,100,4,75.0,50.0,3.0,1e-08,25,True,81.30000000000001,3,0.03815265271567537,0.19532704041088467,9.278517052804405,
374,100,4,75.0,50.0,3.0,1e-08,50,True,82.30000000000001,3,0.033033468523146356,0.18175111697908863,3.9528239108578287,
375,100,4,75.0,50.0,3.0,1e-08,80,True,80.2,3,0.03355139081433897,0.18317038738382077,4.174090637632161,
377,100,4,75.0,50.0,3.0,1e-07,25,True,79.9,3,0.0664120843938108,0.2577054217392618,9.972384742992642,
376,100,4,75.0,50.0,3.0,1e-08,120,True,83.0,3,0.057995101341480476,0.24082172107490735,4.31667742502375,
378,100,4,75.0,50.0,3.0,1e-07,50,True,81.30000000000001,3,0.0576025342049291,0.2400052795355325,4.700050158319827,
379,100,4,75.0,50.0,3.0,1e-07,80,True,82.30000000000001,3,0.06428916398206774,0.25355307922024484,5.102924557403312,
