run_id,area_size_m,n_drones,victim_x_m,victim_y_m,victim_dist_m,victim_depth_m,artva_noise_std,comm_radius_m,workspace_frac_r,workspace_frac_c,found,time_found_s,n_drones_stopped,pos_variance_m2,pos_std_m,est_error_2d_m,note
1229,100,4,74.1,69.3,94.4,2.8,1e-06,50,0.60,0.45,False,84.10000000000001,3,0.01432135343082065,0.11967185730496811,15.362780988487781,vittima non trovata entro 15 minuti
1232,100,4,47.7,36.0,52.7,4.86,1e-06,80,0.35,0.40,True,60.900000000000006,3,0.011586824532675299,0.10764211319309604,3.012151638817849,
1233,100,4,13.0,41.0,36.9,1.14,1e-06,80,0.45,0.55,True,52.800000000000004,3,0.003976867962900563,0.06306241323403794,0.37859437020170955,
1243,100,4,10.9,20.1,16.2,2.57,1e-05,25,0.45,0.55,True,38.7,3,0.003114798264232968,0.05581037774673245,1.4580185762466662,
1231,100,4,29.0,66.0,65.5,1.61,1e-06,80,center,center,True,69.7,3,0.00560733548978265,0.07488214399830342,2.296496923028091,
971,100,4,79.2,43.4,83.5,3.71,1e-07,80,center,center,False,900.0,2,1.0097419586828951e-28,1.0048591735576161e-14,0.3914888578760183,vittima non trovata entro 15 minuti
1236,100,4,34.6,13.3,30.7,4.91,1e-06,120,center,center,True,54.300000000000004,3,0.0012868865214260448,0.035873200601926294,0.6677663753464702,
1238,100,4,40.9,46.3,54.7,3.94,1e-06,120,0.45,0.55,True,62.5,3,0.006089976056203366,0.07803829865010747,0.07026940463401764,
1239,100,4,43.0,57.8,65.0,2.51,1e-06,120,0.60,0.45,True,64.9,3,0.00503787907729685,0.07097801826831213,0.18301401059299516,
1237,100,4,79.6,51.3,87.8,3.96,1e-06,120,0.35,0.40,True,78.0,3,0.001298014092805189,0.03602796265132389,2.6788892404525937,
1244,100,4,36.0,41.3,47.8,3.99,1e-05,25,0.60,0.45,True,53.800000000000004,3,0.0025491561944183134,0.050489169080291996,3.39462010092717,
1249,100,4,9.1,42.4,37.6,4.92,1e-05,50,0.60,0.45,True,33.4,3,0.0027833155312403054,0.052757137254027586,3.4608978696101658,
1234,100,4,66.5,47.6,74.8,1.62,1e-06,80,0.60,0.45,True,83.7,3,0.005270779422956069,0.07260013376679185,0.09890599733640533,
1235,100,4,67.6,43.9,73.7,2.22,1e-06,80,0.60,0.58,True,88.2,3,0.0038548253640607226,0.06208723994558562,0.07897795341599786,
1251,100,4,23.3,44.8,43.8,2.79,1e-05,80,center,center,True,46.2,3,0.005174004106221618,0.07193055057638317,2.887035661373379,
1240,100,4,71.5,16.6,67.5,1.4,1e-06,120,0.60,0.58,True,87.0,3,0.0024811207617697582,0.0498108498398668,1.978980941074864,
1246,100,4,71.0,69.9,92.5,3.93,1e-05,50,center,center,True,76.0,3,0.002297537990258852,0.04793264013445172,0.22252745191155981,
1253,100,4,57.3,28.7,57.4,1.48,1e-05,80,0.45,0.55,True,59.900000000000006,3,0.005428324874860691,0.07367716657731004,0.048713303933771844,
1248,100,4,73.2,49.5,81.5,1.98,1e-05,50,0.45,0.55,True,68.8,3,0.003145575398695615,0.05608542946876323,0.16308855769060995,
1245,100,4,78.3,69.8,97.8,1.4,1e-05,25,0.60,0.58,True,85.30000000000001,3,0.004455863206268056,0.06675225244340491,0.2657680651214274,
1252,100,4,74.3,20.5,71.0,1.45,1e-05,80,0.35,0.40,True,67.9,3,0.003929869144509261,0.06268866838998306,0.5065549429133231,
1256,100,4,69.6,16.2,65.6,4.7,1e-05,120,center,center,True,59.400000000000006,3,0.0029846120943318464,0.0546316034391436,0.05845909850148864,
1250,100,4,61.9,75.7,90.8,1.98,1e-05,50,0.60,0.58,True,71.8,3,0.0012591443059232316,0.03548442342667035,0.16658816874816437,
1254,100,4,73.7,56.0,85.5,4.77,1e-05,80,0.60,0.45,True,71.2,3,0.0016252810104400808,0.04031477409635431,0.1808632384638239,
1255,100,4,80.0,11.8,75.3,4.27,1e-05,80,0.60,0.58,True,68.3,3,0.014295679842498391,0.11956454258055936,4.2727389796921065,
1247,100,4,76.4,79.7,103.3,3.89,1e-05,50,0.35,0.40,True,89.80000000000001,3,0.021402426399702166,0.14629568141166083,4.997460106651716,
1260,100,4,41.2,71.1,75.3,4.48,1e-05,120,0.60,0.58,True,63.400000000000006,3,0.0035903763019280313,0.05991974884733773,0.0930710809257054,
1257,100,4,65.8,79.5,96.1,2.14,1e-05,120,0.35,0.40,True,66.60000000000001,3,0.028405841016464,0.16854032460056556,4.067751537535678,
992,100,4,77.1,15.6,72.9,3.75,1e-06,80,0.35,0.40,False,900.0,1,nan,nan,2.48823248109185,vittima non trovata entro 15 minuti
1258,100,4,80.4,36.2,81.6,2.27,1e-05,120,0.45,0.55,True,67.2,3,0.0006392117698554104,0.025282637715543257,0.5133228477331166,
1262,100,4,41.7,13.5,37.7,4.66,1e-07,25,0.35,0.40,False,42.300000000000004,3,0.06883816472652404,0.2623702817136957,14.245255875560243,vittima non trovata entro 15 minuti
1241,100,4,64.4,69.7,87.8,3.74,1e-05,25,center,center,True,137.1,3,0.003995426589968021,0.06320938688176006,0.1605006068509567,
1259,100,4,75.0,50.1,83.2,3.2,1e-05,120,0.60,0.45,True,69.0,3,0.0028569305881719935,0.053450262751196964,0.15133426392990862,
1269,100,4,27.0,32.7,35.4,3.24,1e-07,50,0.60,0.45,True,47.300000000000004,3,0.004722448405609046,0.06872007279979443,1.7350916240415426,
1263,100,4,67.5,10.6,62.8,4.8,1e-07,25,0.45,0.55,False,75.7,3,0.02697598942912635,0.16424368916072957,25.11100619978714,vittima non trovata entro 15 minuti
1270,100,4,40.5,28.9,42.8,3.21,1e-07,50,0.60,0.58,True,59.7,3,0.005185961592079823,0.07201362087882975,0.6992993198706204,
1265,100,4,47.7,22.9,46.3,2.95,1e-07,25,0.60,0.58,True,70.4,3,0.00263752364131395,0.05135682662815091,0.6432570542314122,
1261,100,4,57.1,37.3,61.3,1.04,1e-07,25,center,center,False,93.5,3,0.01247633376977815,0.11169751013240246,12.060814109054673,vittima non trovata entro 15 minuti
1264,100,4,60.7,59.1,77.6,1.36,1e-07,25,0.60,0.45,True,86.5,3,0.00426333823637624,0.0652942435163793,0.17754944727605404,
1266,100,4,42.3,72.0,76.7,2.91,1e-07,50,center,center,True,86.60000000000001,3,0.03788177546987172,0.19463241114950952,1.374669323863598,
1282,100,4,16.8,17.5,17.2,1.06,1e-06,25,0.35,0.40,True,29.1,3,0.003778618755282413,0.06147047059590819,0.25367229670442415,
1267,100,4,56.9,70.7,83.7,4.46,1e-07,50,0.35,0.40,True,95.60000000000001,3,0.003420298587661451,0.05848331888377618,0.15537909842563194,
1272,100,4,64.3,21.6,61.5,3.76,1e-07,80,0.35,0.40,True,84.7,3,0.004355713762097455,0.06599783149541699,1.2731437005197723,
1268,100,4,69.1,40.7,73.3,4.89,1e-07,50,0.45,0.55,True,102.2,3,0.0021508643009335165,0.0463774115376604,0.40359361835058666,
1276,100,4,45.6,31.6,48.5,3.91,1e-07,120,center,center,True,73.8,3,0.0026580228767561186,0.051556016882184745,0.21808948361422512,
1024,100,4,79.8,13.9,75.3,1.17,1e-07,25,0.60,0.45,False,900.0,2,0.019999960507749874,0.14142121661105123,0.9931717639813198,vittima non trovata entro 15 minuti
1279,100,4,57.1,21.7,54.7,4.92,1e-07,120,0.60,0.45,True,79.80000000000001,3,0.019293717356023615,0.13890182632357148,2.9953456743626035,
1278,100,4,75.5,58.5,88.5,3.9,1e-07,120,0.45,0.55,True,85.9,3,0.0013213655281753276,0.0363505918545397,0.6860147269427295,
1274,100,4,76.8,29.1,75.7,2.26,1e-07,80,0.60,0.45,True,92.9,3,0.0023704190605195494,0.048686949591441334,0.21400125060085476,
1273,100,4,49.1,81.0,87.9,4.33,1e-07,80,0.45,0.55,True,97.9,3,0.03004276426333945,0.17332848658930664,1.0573220579444806,
1277,100,4,60.7,68.7,84.6,1.5,1e-07,120,0.35,0.40,True,96.5,3,0.0035067438280512297,0.05921776615215429,0.14948658921531707,
1287,100,4,25.7,20.8,26.0,2.16,1e-06,50,0.35,0.40,True,37.6,3,0.006095147707946384,0.07807142696240657,0.1869641549025036,
1271,100,4,79.7,72.2,100.5,3.31,1e-07,80,center,center,True,121.2,3,0.0036676711385660995,0.06056130066772096,2.758238121223489,
1280,100,4,41.7,76.2,80.1,4.35,1e-07,120,0.60,0.58,True,98.0,3,0.015005235742778603,0.12249586010465253,0.1430102659395103,
1275,100,4,74.1,42.1,78.5,1.87,1e-07,80,0.60,0.58,True,102.5,3,0.0057987392062464,0.07614945309223435,0.07758190041472521,
1286,100,4,12.0,34.5,30.3,4.1,1e-06,50,center,center,True,61.5,3,0.012968503922514646,0.11387933931365533,3.9651174880208284,
1290,100,4,31.2,10.6,26.7,1.42,1e-06,50,0.60,0.58,True,41.7,3,0.004837708818363894,0.06955363986423639,1.5542359013257123,
1041,100,4,55.3,12.0,50.8,1.4,1e-06,25,center,center,False,900.0,2,0.0,0.0,0.390647498360007,vittima non trovata entro 15 minuti
1291,100,4,25.1,54.7,53.7,2.51,1e-06,80,center,center,True,58.7,3,0.00165947260121295,0.04073662481370972,3.0699647817600395,
1288,100,4,61.8,70.9,87.0,1.72,1e-06,50,0.45,0.55,False,69.4,3,0.02621730065022937,0.16191757363000894,13.896372418133282,vittima non trovata entro 15 minuti
1295,100,4,16.3,35.7,32.7,2.55,1e-06,80,0.60,0.58,True,48.400000000000006,3,0.003500331796386174,0.059163601955815485,1.077337875232761,
1284,100,4,80.7,76.6,104.2,1.16,1e-06,25,0.60,0.45,False,84.60000000000001,3,0.012846447844903996,0.11334217152015394,11.73141465593715,vittima non trovata entro 15 minuti
1292,100,4,30.7,57.2,58.2,4.22,1e-06,80,0.35,0.40,True,62.6,3,0.002523352441926571,0.05023298161493672,0.18009905304653503,
1281,100,4,77.1,74.0,99.8,2.95,1e-06,25,center,center,False,110.7,3,0.02071888536340461,0.14394056191152169,10.403253292948992,vittima non trovata entro 15 minuti
1289,100,4,32.2,64.4,65.4,4.46,1e-06,50,0.60,0.45,True,75.7,3,0.0040666294906780785,0.06377013008202256,0.08864386329391928,
1298,100,4,12.4,69.2,64.6,1.55,1e-06,120,0.45,0.55,False,59.900000000000006,3,0.022145194555686237,0.14881261557974929,15.50323746626732,vittima non trovata entro 15 minuti
1302,100,4,65.8,55.0,78.7,3.3,1e-05,25,0.35,0.40,True,59.1,3,0.0025776023563650993,0.05077009312937193,0.039519029535958615,
1297,100,4,72.7,17.3,68.9,1.2,1e-06,120,0.35,0.40,True,72.5,3,0.010154953945566711,0.10077179141787007,1.6597615347578165,
1294,100,4,35.3,77.5,78.6,2.1,1e-06,80,0.60,0.45,True,76.7,3,0.014352610401331487,0.11980238061629446,0.1898423885529316,
1303,100,4,65.8,16.1,61.8,1.66,1e-05,25,0.45,0.55,True,61.7,3,0.0032484769703411956,0.05699541183587672,0.22746510002219938,
1310,100,4,14.3,35.1,31.5,2.28,1e-05,50,0.60,0.58,True,40.7,3,0.0070549154559130444,0.0839935441323501,1.7011465429124601,
1293,100,4,70.1,32.1,70.6,2.43,1e-06,80,0.45,0.55,True,84.80000000000001,3,0.0037253093643382232,0.06103531243745888,0.1518072625443235,
1296,100,4,73.6,76.7,99.2,2.2,1e-06,120,center,center,True,90.2,3,0.004411368394612541,0.066418133025647,0.19883727855543157,
1311,100,4,26.7,61.7,60.8,1.61,1e-05,80,center,center,True,48.6,3,0.0012864358306816132,0.03586691833265876,1.8402740988978599,
1300,100,4,79.0,66.8,96.4,3.6,1e-06,120,0.60,0.58,True,83.10000000000001,3,0.004069569627538218,0.06379317853452843,0.1523410025416348,
1307,100,4,9.7,63.9,59.1,3.89,1e-05,50,0.35,0.40,True,58.300000000000004,3,0.0035894509663948826,0.05991202689272733,0.09685489561220394,
1299,100,4,66.6,78.6,96.0,2.57,1e-06,120,0.60,0.45,True,91.60000000000001,3,0.005975123534111162,0.07729892324030886,0.46413556783628246,
1306,100,4,35.1,70.8,72.4,2.83,1e-05,50,center,center,True,65.9,3,0.02946383407823307,0.17165032501639219,3.1238880650613043,
1309,100,4,22.1,72.8,69.9,3.82,1e-05,50,0.60,0.45,True,65.7,3,0.003324166916677091,0.05765558877226987,0.07146440296728479,
1305,100,4,47.9,73.5,80.9,4.86,1e-05,25,0.60,0.58,True,66.9,3,0.0021362040122384447,0.046219087098713287,0.07542075817588831,
1308,100,4,79.1,65.1,95.4,1.8,1e-05,50,0.45,0.55,True,74.3,3,0.002035988244600373,0.045121926428293956,0.16327663866683262,
1312,100,4,17.8,80.8,76.8,4.49,1e-05,80,0.35,0.40,True,69.0,3,0.0035106643406934224,0.059250859408901596,0.21539656045687056,
1313,100,4,57.8,56.3,73.7,2.57,1e-05,80,0.45,0.55,True,60.300000000000004,3,0.0052721452658639,0.07260953977174005,0.04743891488707769,
1317,100,4,10.6,20.9,16.8,4.15,1e-05,120,0.35,0.40,True,40.0,3,0.0015754821873116731,0.03969234419017946,0.0726157556907025,
1314,100,4,32.9,60.4,62.0,1.01,1e-05,80,0.60,0.45,True,58.0,3,0.0012767196346643334,0.035731213730635196,0.44013597371580154,
1315,100,4,59.1,10.0,54.3,4.51,1e-05,80,0.60,0.58,True,61.2,3,0.005659574925066332,0.07523014638471955,5.825568455383521,
1318,100,4,33.2,49.5,52.7,2.84,1e-05,120,0.45,0.55,True,54.900000000000006,3,0.0021668306049455383,0.04654922775885265,1.4242099284230991,
1334,100,4,9.6,19.5,15.2,2.43,1e-07,80,0.60,0.45,True,0.2,4,0.0037764433635763934,0.06145277344088217,4.9921182028818345,
1319,100,4,52.7,45.4,62.5,1.74,1e-05,120,0.60,0.45,True,64.2,3,0.004783580156688076,0.0691634307758665,0.11149140317573089,
1322,100,4,58.8,15.0,54.7,1.04,1e-07,25,0.35,0.40,False,58.800000000000004,3,0.03252393868106911,0.1803439455071035,17.74040278960605,vittima non trovata entro 15 minuti
1329,100,4,34.4,24.9,35.5,2.09,1e-07,50,0.60,0.45,True,43.5,3,0.0023420128290501723,0.04839434707742395,2.089440341313482,
1327,100,4,43.4,33.8,48.0,1.22,1e-07,50,0.35,0.40,True,72.2,3,0.0026738391660614752,0.05170917874093027,0.19613965827379756,
1321,100,4,25.1,50.4,49.7,3.54,1e-07,25,center,center,True,88.10000000000001,3,0.03992420609723396,0.19981042539675942,3.7042521072107975,
1330,100,4,67.4,21.0,64.4,4.37,1e-07,50,0.60,0.58,False,64.0,3,3.056316029365362e-06,0.0017482322584157295,25.202405103928356,vittima non trovata entro 15 minuti
1320,100,4,60.8,12.6,56.3,4.45,1e-05,120,0.60,0.58,True,100.2,3,0.015446396516266241,0.12428353276386313,2.905967191843125,
1324,100,4,12.0,79.3,74.6,3.46,1e-07,25,0.60,0.45,False,89.0,3,0.016266151077892657,0.12753882184610557,21.289050319206474,vittima non trovata entro 15 minuti
1323,100,4,62.1,51.7,73.8,2.63,1e-07,25,0.45,0.55,True,94.2,3,0.0035946930053421186,0.059955758733770674,0.2876401635273901,
1326,100,4,74.4,30.2,73.8,1.3,1e-07,50,center,center,True,90.60000000000001,3,0.014007946572657602,0.11835517129664255,1.273198041115902,
1325,100,4,76.2,70.0,96.4,3.27,1e-07,25,0.60,0.58,False,102.7,3,0.010062739623345505,0.1003132076216562,12.545013693709484,vittima non trovata entro 15 minuti
1332,100,4,9.5,59.9,55.1,2.97,1e-07,80,0.35,0.40,True,85.4,3,0.008573948296135322,0.09259561704603152,0.4930013026769223,
1328,100,4,74.5,67.1,93.2,1.16,1e-07,50,0.45,0.55,True,110.0,3,0.003649037151991164,0.06040726075556782,0.42740496125352634,
1331,100,4,65.3,59.5,81.3,4.17,1e-07,80,center,center,True,102.2,3,0.00428502160318254,0.06546007640678814,0.18640934010778937,
1333,100,4,61.6,52.8,74.1,1.07,1e-07,80,0.45,0.55,True,94.9,3,0.004638148632837206,0.06810395460498021,0.2971184475845851,
1335,100,4,54.1,67.7,79.6,4.58,1e-07,80,0.60,0.58,True,95.4,3,0.007202414098164556,0.08486703776004295,0.21733531354428492,
1336,100,4,67.7,31.3,68.0,5.0,1e-07,120,center,center,True,94.4,3,0.0030202587474825694,0.054956880801975735,0.3015656133000845,
1343,100,4,29.3,49.0,50.3,2.29,1e-06,25,0.45,0.55,True,62.6,3,0.00710821419287434,0.08431022590928303,0.3875037293377038,
1342,100,4,52.1,27.2,52.1,3.66,1e-06,25,0.35,0.40,True,67.9,3,0.001667012073125755,0.04082905917512373,1.0813984996103605,
1338,100,4,27.7,71.8,70.6,2.35,1e-07,120,0.45,0.55,True,88.60000000000001,3,0.0037115587709304226,0.060922563725851385,0.7968796148525356,
1337,100,4,42.4,65.8,71.4,3.07,1e-07,120,0.35,0.40,True,94.0,3,0.0038604909887594613,0.06213284951424215,0.09977137152271569,
1345,100,4,10.5,56.4,51.7,3.87,1e-06,25,0.60,0.58,False,61.1,3,0.01938340171611112,0.13922428565487818,11.160627622161712,vittima non trovata entro 15 minuti
1346,100,4,37.3,35.5,44.4,3.36,1e-06,50,center,center,True,57.0,3,0.0027837617465673956,0.05276136604152128,1.2776571444778793,
1341,100,4,12.2,60.0,55.5,1.05,1e-06,25,center,center,True,79.0,3,0.003884959056628911,0.06232943972657633,1.7691555769605578,
1344,100,4,80.8,66.7,97.7,1.4,1e-06,25,0.60,0.45,True,81.10000000000001,3,0.005820607744079333,0.07629290756079056,0.17063667850898462,
1348,100,4,27.9,38.2,40.4,4.74,1e-06,50,0.45,0.55,True,57.6,3,0.011885452058482912,0.10902042037381306,0.7490235858268749,
1351,100,4,24.6,46.5,45.9,4.83,1e-06,80,center,center,True,55.7,3,0.0011674015655218652,0.03416725867730487,3.8195087248942174,
1339,100,4,79.4,61.9,93.7,3.52,1e-07,120,0.60,0.45,True,97.2,3,0.02211785282010289,0.14872072088348312,1.875765863582999,
1107,100,4,57.1,11.7,52.5,3.88,1e-06,50,0.35,0.40,False,900.0,2,5.679798517591285e-29,7.53644380168212e-15,13.193009269262268,vittima non trovata entro 15 minuti
1347,100,4,56.8,72.9,85.4,2.8,1e-06,50,0.35,0.40,False,81.5,3,0.031314357362596905,0.17695863178324167,21.412630923969093,vittima non trovata entro 15 minuti
1340,100,4,60.5,34.8,63.0,4.05,1e-07,120,0.60,0.58,True,98.60000000000001,3,0.0014313746692686282,0.03783351251560749,0.48346102952671904,
1353,100,4,19.6,24.3,24.2,5.0,1e-06,80,0.45,0.55,True,40.800000000000004,3,0.0028468422128415547,0.05335580767678018,2.214050622929501,
1361,100,4,9.9,16.5,12.5,1.21,1e-05,25,center,center,True,24.8,3,0.003685094896765673,0.06070498247068088,2.3265319377708815,
1355,100,4,23.8,38.3,38.3,4.21,1e-06,80,0.60,0.58,True,52.1,3,0.0021782375808652816,0.04667159286830996,2.234486717596334,
1352,100,4,49.0,36.5,54.1,2.77,1e-06,80,0.35,0.40,True,60.900000000000006,3,0.0037211243111883504,0.06100101893565672,1.3953006613169219,
1354,100,4,41.4,34.4,46.8,4.53,1e-06,80,0.60,0.45,True,56.6,3,0.0011159009515415484,0.03340510367506062,6.413274931008691,
1356,100,4,42.0,21.1,40.3,1.03,1e-06,120,center,center,True,55.400000000000006,3,0.003991153436693789,0.0631755762672078,0.3496872405304006,
1350,100,4,70.6,80.1,99.8,4.05,1e-06,50,0.60,0.58,False,86.9,3,0.014973264186864083,0.12236528995946556,11.11492341080604,vittima non trovata entro 15 minuti
1124,100,4,18.9,42.3,39.8,1.21,1e-05,25,0.60,0.45,False,900.0,0,nan,nan,nan,vittima non trovata entro 15 minuti
1358,100,4,28.9,69.2,68.5,4.58,1e-06,120,0.45,0.55,True,70.0,3,0.0012804130155467754,0.03578285924219549,1.8433234707154118,
1349,100,4,75.8,76.0,100.3,3.8,1e-06,50,0.60,0.45,True,105.80000000000001,3,0.004206427299112361,0.06485697571666722,0.06337498386031723,
1366,100,4,47.6,14.4,43.6,3.18,1e-05,50,center,center,True,41.0,3,0.0016993600217948637,0.041223294649928986,0.06894166670641907,
1364,100,4,37.0,43.7,50.3,4.96,1e-05,25,0.60,0.45,True,54.7,3,0.003669209329970222,0.06057399879461667,0.12338094899870694,
1357,100,4,70.3,63.4,87.6,2.86,1e-06,120,0.35,0.40,True,87.7,3,0.003096375074449123,0.05564508131406695,1.6282596584509073,
1362,100,4,16.2,45.0,41.6,4.42,1e-05,25,0.35,0.40,True,61.7,3,0.001403900667609636,0.037468662474254885,0.15275214353498753,
1360,100,4,66.8,40.7,71.3,2.96,1e-06,120,0.60,0.58,True,71.4,3,0.0024891410856423134,0.04989129268361678,0.02903769666939333,
1359,100,4,70.3,61.2,86.2,3.37,1e-06,120,0.60,0.45,True,89.5,3,0.004523304682455542,0.06725551785880131,0.15468972747026083,
1373,100,4,24.1,69.2,66.9,1.59,1e-05,80,0.45,0.55,True,48.5,3,0.0012506295154500909,0.035364240631605405,0.9588380231061343,
1368,100,4,53.3,38.5,58.8,1.91,1e-05,50,0.45,0.55,True,59.900000000000006,3,0.002073210206101059,0.045532518117286896,0.1273851149008355,
1372,100,4,14.0,59.3,55.1,3.49,1e-05,80,0.35,0.40,True,50.1,3,0.0032330246176449314,0.05685969238085035,0.0945294753245846,
1367,100,4,69.8,55.6,82.2,3.51,1e-05,50,0.35,0.40,True,71.2,3,0.002608946514589381,0.051077847591586914,4.385999237157561,
1369,100,4,39.2,66.8,70.6,4.66,1e-05,50,0.60,0.45,True,62.7,3,0.004081576837235331,0.06388721967056737,0.10605233518638416,
1375,100,4,20.1,20.7,21.8,1.54,1e-05,80,0.60,0.58,True,42.0,3,0.0033473577236863374,0.057856354220485906,1.0334112439819236,
1374,100,4,55.6,20.5,53.0,4.7,1e-05,80,0.60,0.45,True,61.7,3,0.011854013362411637,0.10887613770891966,7.488324333895629,
1376,100,4,23.3,62.4,60.3,3.87,1e-05,120,center,center,True,49.800000000000004,3,0.0014641265915727383,0.03826390716553575,4.003900823410572,
1371,100,4,61.7,80.6,94.5,4.46,1e-05,80,center,center,True,76.5,3,0.001988329953785509,0.04459069357820653,0.22270029489484328,
1370,100,4,62.0,41.1,67.5,4.89,1e-05,50,0.60,0.58,True,84.9,3,0.002732887964467827,0.05227703094541452,0.10063671986147768,
1377,100,4,58.1,67.1,81.7,2.58,1e-05,120,0.35,0.40,True,61.0,3,0.0035406889786178414,0.05950368878160279,0.17814387211800936,
1380,100,4,38.7,73.2,76.1,3.49,1e-05,120,0.60,0.58,True,64.3,3,0.0038078398392127934,0.061707696758287724,0.030357145941927566,
1378,100,4,76.8,62.3,91.8,1.43,1e-05,120,0.45,0.55,True,72.9,3,0.002159031209322657,0.046465376457343555,0.07868638285307622,
1379,100,4,46.0,52.9,63.1,4.9,1e-05,120,0.60,0.45,True,70.3,3,0.002160414727169599,0.04648026169428911,0.055006229526858706,
1396,100,4,18.1,15.2,16.6,1.21,1e-07,120,center,center,True,0.2,4,8.760379711242593e-05,0.009359690011556255,2.1156897542166084,
1163,100,4,70.6,22.9,68.0,4.45,1e-06,25,0.45,0.55,False,900.0,2,0.0,0.0,0.0625064915468572,vittima non trovata entro 15 minuti
1389,100,4,44.8,16.5,41.4,3.9,1e-07,50,0.60,0.45,True,55.300000000000004,3,0.002334785339304305,0.048319616506180024,2.5168721517241104,
1382,100,4,47.2,46.5,59.2,1.54,1e-07,25,0.35,0.40,True,83.60000000000001,3,0.00280234443716709,0.052937174435051686,0.09199322273778786,
1384,100,4,54.3,41.6,61.4,3.4,1e-07,25,0.60,0.45,True,83.2,3,0.00486814468765029,0.06977209103681994,0.2927712404911679,
1400,100,4,14.0,9.1,9.9,1.63,1e-07,120,0.60,0.58,True,0.2,4,0.0003727561304083918,0.0193068933391261,1.233486802351143,
1385,100,4,53.0,73.1,83.3,3.66,1e-07,25,0.60,0.58,True,86.0,3,0.00393275758543811,0.06271170214113239,0.1362246736975043,
1387,100,4,36.3,38.3,45.7,2.55,1e-07,50,0.35,0.40,True,75.2,3,0.0026649595405127445,0.051623246125294606,0.25635007221643985,
1381,100,4,53.9,51.9,67.7,2.72,1e-07,25,center,center,True,105.10000000000001,3,0.002364913598893733,0.04863037732625291,0.17643176037383726,
1383,100,4,57.8,29.3,58.1,3.77,1e-07,25,0.45,0.55,True,95.80000000000001,3,0.0021483735597462236,0.04635055080305113,0.161387210338834,
1388,100,4,55.2,27.1,54.9,3.05,1e-07,50,0.45,0.55,True,93.60000000000001,3,0.0014608104274843028,0.03822054980614882,0.24956587881165038,
1390,100,4,65.1,58.5,80.4,4.31,1e-07,50,0.60,0.58,True,98.10000000000001,3,0.0042957685721866905,0.06554211296705875,0.10370381576185304,
1399,100,4,19.1,28.3,27.2,1.26,1e-07,120,0.60,0.45,True,31.400000000000002,3,0.0021553160721816777,0.0464253817666767,1.2628227567106804,
1168,100,4,66.8,21.0,63.8,1.73,1e-06,50,0.45,0.55,False,900.0,2,1.0097419586828951e-28,1.0048591735576161e-14,0.10932572302060257,vittima non trovata entro 15 minuti
1391,100,4,14.9,71.3,67.0,1.8,1e-07,80,center,center,True,90.80000000000001,3,0.004514717984848488,0.06719165115435465,2.7959371348309374,
1398,100,4,15.8,40.7,37.3,1.52,1e-07,120,0.45,0.55,True,52.0,3,0.0049692240957425,0.07049272370778774,0.5388844015302666,
1392,100,4,57.8,27.8,57.6,4.0,1e-07,80,0.35,0.40,True,89.5,3,0.0018263578249858303,0.042735907911097784,0.6403606988438736,
1172,100,4,69.3,11.7,64.7,1.76,1e-06,80,0.35,0.40,False,900.0,2,0.0,0.0,6.607957925762825,vittima non trovata entro 15 minuti
1393,100,4,43.1,57.3,64.7,2.0,1e-07,80,0.45,0.55,True,91.9,3,0.009893283715300745,0.09946498738400737,0.41572746818251255,
1397,100,4,43.6,54.6,62.8,2.78,1e-07,120,0.35,0.40,True,90.7,3,0.006381149709939369,0.07988209880780155,0.038937938751134826,
1403,100,4,10.4,44.1,39.5,4.74,1e-06,25,0.45,0.55,True,56.6,3,0.011452583562272864,0.10701674430794868,1.6875775298309912,
1395,100,4,41.5,66.5,71.5,2.23,1e-07,80,0.60,0.58,True,94.7,3,0.00551884345446087,0.07428891878645745,0.09763829761040539,
1394,100,4,76.5,27.4,74.9,4.72,1e-07,80,0.60,0.45,True,94.7,3,0.004630312495362341,0.06804639957677659,0.4388171260485189,
1401,100,4,46.5,35.1,51.2,1.27,1e-06,25,center,center,True,62.900000000000006,3,0.0051722158512459305,0.07191811907472226,0.023442421393189587,
1402,100,4,53.6,33.9,56.5,3.56,1e-06,25,0.35,0.40,True,69.10000000000001,3,0.0018472339862982416,0.042979460051264504,1.7078992780412918,
1414,100,4,17.8,12.5,14.9,4.43,1e-06,80,0.60,0.45,True,22.6,3,0.0014984396020324853,0.0387096835692632,4.3191172124234525,
1404,100,4,71.0,45.5,77.4,1.83,1e-06,25,0.60,0.45,True,72.10000000000001,3,0.004892817071302758,0.06994867455000672,0.12020216938195988,
1407,100,4,35.9,49.0,53.8,4.2,1e-06,50,0.35,0.40,True,63.400000000000006,3,0.007048449678438588,0.08395504558058788,0.06913403494864495,
1411,100,4,46.7,31.8,49.6,2.89,1e-06,80,center,center,True,49.300000000000004,3,0.0055875017498607515,0.074749593643449,0.13942667188526808,
1410,100,4,12.7,64.2,59.7,2.27,1e-06,50,0.60,0.58,False,59.1,3,0.02904457056101824,0.17042467708937648,15.47834145866958,vittima non trovata entro 15 minuti
1408,100,4,38.5,75.9,78.4,4.56,1e-06,50,0.45,0.55,False,69.3,3,0.023948110231660335,0.1547517697206088,11.751643479384244,vittima non trovata entro 15 minuti
1412,100,4,38.0,66.4,69.7,1.34,1e-06,80,0.35,0.40,False,63.1,3,0.028702738715950256,0.16941882633270205,17.753715652529202,vittima non trovata entro 15 minuti
