run_id,area_size_m,n_drones,victim_x_m,victim_y_m,victim_dist_m,victim_depth_m,artva_noise_std,acc_sim_ms2,comm_radius_m,workspace_frac_r,workspace_frac_c,found,time_found_s,n_drones_stopped,n_drones_tracked,pos_variance_m2,pos_std_m,est_error_2d_m,est_error_3d_m,est_depth_m,est_error_depth_m,dcgd_err_final_mean_m,landing_err_mean_m,pf_std_xy_mean_m,note
29,100,3,22.9,3.7,18.0,4.15,1e-07,0.1,50,0.60,0.45,True,28.700000000000003,3,3,1.0683007097733395,1.0335863339718359,1.3670488708483741,4.1902163367668335,8.178,4.028,1.61,2.151,3.448,
2,100,3,30.4,7.0,25.5,1.5,1e-07,0.05,25,0.35,0.40,True,43.6,3,3,0.4621437171437087,0.6798115306051441,4.517836188025312,6.220538688497989,7.23,5.732,4.522,4.385,2.785,
31,100,3,10.3,36.2,31.7,2.37,1e-07,0.1,80,center,center,True,65.9,3,3,0.01747926063281626,0.1322091548752062,0.9509657796577512,1.9691350582061575,4.681,2.314,0.958,2.037,1.733,
26,100,3,21.1,32.7,32.1,3.24,1e-07,0.1,50,center,center,True,82.2,3,3,0.01657429977335015,0.1287412124121493,1.7993720160718554,2.6588024946097883,6.412,3.173,1.8,11.15,1.68,
9,100,3,5.7,46.0,41.0,1.27,1e-07,0.05,50,0.60,0.45,True,91.2,3,3,5.357854784050386,2.3147040381116515,3.223415365492792,3.612038316906773,-3.202,4.475,3.477,4.462,1.97,
4,100,3,8.2,44.4,39.6,3.68,1e-07,0.05,25,0.60,0.45,True,90.60000000000001,3,3,6.3210209460804245,2.5141640650682335,4.424038513240951,6.14859674174223,-4.545,8.229,4.647,7.729,2.5,
6,100,3,55.9,10.8,51.3,1.36,1e-07,0.05,50,center,center,True,100.9,3,3,0.4900634656315929,0.7000453311262014,5.898460668676007,7.2522920797639445,8.511,7.147,5.903,11.21,2.743,
11,100,3,72.4,6.3,67.4,2.89,1e-07,0.05,80,center,center,True,115.10000000000001,3,3,0.6025606305528589,0.7762477894028806,3.3303597471478925,6.112670889910495,9.391,6.5,3.331,9.058,2.707,
5,100,3,33.9,46.9,50.9,4.34,1e-07,0.05,25,0.60,0.58,True,103.9,3,3,0.008437591231933385,0.09185636195677131,4.558002735231022,12.872521918931348,-9.222,13.559,4.558,0.206,2.047,
27,100,3,55.3,16.3,51.6,2.03,1e-07,0.1,50,0.35,0.40,True,100.30000000000001,3,3,0.3560054617227473,0.5966619325235584,4.5234694166694815,6.72952449927443,7.375,5.346,4.532,7.944,2.703,
32,100,3,64.6,35.0,66.8,3.71,1e-07,0.1,80,0.35,0.40,True,117.7,3,3,0.10764695317607341,0.3280959511729357,3.4179311083271195,3.6469366231951064,3.806,0.097,3.418,34.064,2.571,
3,100,3,64.7,21.5,61.9,3.31,1e-07,0.05,25,0.45,0.55,True,121.10000000000001,3,3,0.4406029055226982,0.6637792596358357,4.895343402637236,6.325888311383626,7.661,4.353,4.897,8.453,2.506,
12,100,3,59.7,49.0,70.1,1.61,1e-07,0.05,80,0.35,0.40,True,127.9,3,3,0.28376940159529657,0.5327001047449649,2.050889259230173,7.582450255356835,-6.37,7.977,2.057,14.182,2.125,
17,100,3,47.6,42.2,56.5,1.53,1e-07,0.05,120,0.35,0.40,True,118.80000000000001,3,3,0.4952401848624371,0.7037330352217644,3.3989098252840106,5.78680282885604,6.809,5.276,3.412,7.493,2.549,
30,100,3,48.9,76.5,83.9,4.73,1e-07,0.1,50,0.60,0.58,True,122.2,3,3,0.029689102919305252,0.17230526085788922,0.6952050949518113,1.3250137645809104,3.655,1.07,0.708,4.949,1.61,
19,100,3,68.6,76.1,95.4,2.99,1e-07,0.05,120,0.60,0.45,True,129.3,3,3,0.09181738054785919,0.30301382897131807,2.9947845054873667,5.036544966364183,6.896,3.902,2.996,9.429,2.175,
10,100,3,18.0,76.8,73.0,3.91,1e-07,0.05,50,0.60,0.58,True,125.60000000000001,3,3,0.0026723275249420936,0.05169455991632092,0.7995985928036413,2.3207152459733833,1.738,2.172,0.8,15.162,1.798,
25,100,3,38.6,92.9,94.1,3.05,1e-07,0.1,25,0.60,0.58,True,134.9,3,3,0.026771940083682513,0.1636213313834187,0.6797632231240297,0.7845100161832855,3.444,0.392,0.683,10.122,1.75,
18,100,3,8.3,82.1,77.1,4.22,1e-07,0.05,120,0.45,0.55,True,131.70000000000002,3,3,0.2881449051842477,0.5367913050564881,4.832079204340856,6.062775334296703,8.65,4.427,4.834,9.815,2.592,
16,100,3,87.3,7.9,82.3,4.6,1e-07,0.05,120,center,center,True,138.9,3,3,3.367293652720678,1.8350187063680516,9.614300421400738,10.252332607945391,6.046,1.448,9.618,9.778,2.065,
13,100,3,46.4,71.5,78.3,1.23,1e-07,0.05,80,0.45,0.55,True,130.3,3,3,0.7122378328419434,0.8439418420969205,2.254521813001973,4.108170649904204,5.301,4.066,2.255,5.784,2.495,
15,100,3,7.0,63.3,58.3,2.17,1e-07,0.05,80,0.60,0.58,True,132.4,3,3,0.029236282183979622,0.17098620465984857,2.6845838301750304,9.330200488427947,-7.864,10.038,2.688,17.117,1.823,
28,100,3,12.4,68.3,63.7,3.85,1e-07,0.1,50,0.45,0.55,True,143.70000000000002,3,3,0.004917266163030675,0.070123221282473,0.7334834870620013,1.1917197006511735,4.941,1.089,0.735,10.957,1.864,
21,100,3,22.2,71.5,68.7,2.4,1e-07,0.1,25,center,center,True,145.8,3,3,0.040532038731004784,0.2013257031057008,1.172204908803278,1.7734622845233392,4.368,1.964,1.172,32.248,1.763,
20,100,3,88.0,92.8,120.8,2.2,1e-07,0.05,120,0.60,0.58,True,137.8,3,3,0.009472658844203424,0.0973275852171594,2.2335959537362884,2.495235754689237,3.317,1.112,2.235,18.498,2.117,
33,100,3,73.6,15.1,69.3,1.95,1e-07,0.1,80,0.45,0.55,True,129.20000000000002,3,3,0.013766300256693545,0.11732987793692426,4.072385902484364,4.728320250520292,5.865,3.915,4.073,22.43,2.651,
8,100,3,12.3,95.6,90.9,1.6,1e-07,0.05,50,0.45,0.55,True,125.4,3,3,0.7382940604516313,0.859240397357824,6.765976824452543,17.95193032689493,18.225,16.628,6.779,7.809,2.282,
52,100,3,4.8,22.2,17.2,3.53,1e-06,0.05,80,0.35,0.40,True,32.9,3,2,1.033800866665085,1.016759984787504,1.1292742272229457,1.7654105216574125,1.665,1.87,1.136,1.137,1.667,
35,100,3,65.5,33.5,66.9,1.38,1e-07,0.1,80,0.60,0.58,True,103.60000000000001,3,3,0.020977119728557217,0.14483480151040087,0.7145067796225693,3.475956351453122,-1.885,3.261,0.718,14.878,1.599,
48,100,3,24.6,20.4,24.9,4.72,1e-06,0.05,50,0.45,0.55,True,60.6,3,3,0.19872847125370016,0.4457897164064018,1.9624329118487271,2.6926283372833173,7.086,2.368,1.963,3.637,2.502,
51,100,3,22.0,25.1,26.3,1.84,1e-06,0.05,80,center,center,True,63.7,3,3,0.39483316287943976,0.6283575119941193,5.942475305359996,6.8568804619315395,9.229,7.387,5.943,7.888,2.647,
63,100,3,9.3,2.0,5.2,4.52,1e-06,0.1,25,0.45,0.55,True,0.2,3,2,0.3007721870311414,0.5484270115805214,3.7438622396843444,3.880298132006576,4.536,0.014,3.747,3.734,3.294,
42,100,3,7.6,42.9,38.0,3.72,1e-06,0.05,25,0.35,0.40,True,82.0,3,3,0.9744447838314803,0.9871396982349967,2.492032064155338,4.358335656492272,6.712,2.988,2.599,5.129,2.727,
37,100,3,47.6,25.6,47.3,2.52,1e-07,0.1,120,0.35,0.40,True,97.2,3,3,0.08126156074308408,0.28506413443834716,4.600941504011354,5.964642631435266,6.622,4.106,4.603,0.722,2.717,
40,100,3,88.3,1.8,83.4,1.26,1e-07,0.1,120,0.60,0.58,True,118.5,3,3,0.025110927828642104,0.15846427934598417,1.3017111379187347,4.092372703291555,-2.857,4.118,1.302,3.61,1.682,
36,100,3,70.5,82.3,101.3,1.98,1e-07,0.1,120,center,center,True,139.8,3,3,0.010913432503567915,0.10446737530716427,0.441936025414774,0.44400286933788535,1.847,0.134,0.443,14.225,1.588,
38,100,3,71.7,86.8,105.6,2.97,1e-07,0.1,120,0.45,0.55,True,134.1,3,3,5.679602941823156,2.3831917551517243,4.537730440711318,4.875806590121418,1.754,1.219,5.103,16.608,2.352,
66,100,3,27.5,7.1,22.6,2.47,1e-06,0.1,50,center,center,True,42.5,3,3,0.7030622417785413,0.8384880689541988,3.1133941438729438,5.6572813775868855,7.209,4.742,3.156,2.495,3.171,
53,100,3,38.2,48.4,54.6,3.44,1e-06,0.05,80,0.45,0.55,True,111.4,3,3,0.0015530992194268058,0.0394093798406776,0.880069672785772,1.8943904644989005,5.294,1.854,0.88,5.083,1.739,
46,100,3,36.3,64.2,67.0,2.12,1e-06,0.05,50,center,center,True,116.5,3,3,0.050834708812742116,0.22546553797142063,2.661112585268832,3.567368635563901,6.022,3.906,2.661,5.426,1.632,
44,100,3,62.3,84.6,98.0,3.14,1e-06,0.05,25,0.60,0.45,True,132.4,3,3,0.08629106245869592,0.2937534041652895,4.596318509661034,7.596647506480713,8.533,5.396,4.599,10.357,2.639,
47,100,3,55.6,40.5,61.9,2.82,1e-06,0.05,50,0.35,0.40,True,121.30000000000001,3,3,0.11964424714144792,0.34589629535663996,4.869626766389332,7.283988716940847,8.179,5.356,4.872,4.343,2.708,
50,100,3,53.5,82.8,91.6,1.38,1e-06,0.05,50,0.60,0.58,True,127.7,3,3,0.06199872578422469,0.24899543325977827,0.8228401115574298,1.8058893214017444,3.129,1.753,0.838,17.578,1.859,
60,100,3,56.6,78.9,90.2,2.42,1e-06,0.05,120,0.60,0.58,True,111.60000000000001,3,3,0.03987871281280768,0.19969655183003956,3.7899166459738303,6.257047729067749,6.783,4.365,3.79,11.146,2.492,
43,100,3,73.7,23.1,71.1,2.91,1e-06,0.05,25,0.45,0.55,True,137.0,3,3,0.06014003331104492,0.24523464949114537,4.712413625970557,5.469898343387594,6.632,3.72,4.712,8.167,2.549,
49,100,3,81.7,79.9,107.2,2.32,1e-06,0.05,50,0.60,0.45,True,146.3,3,3,0.01245675151412166,0.11160981817977153,1.9355779600205134,2.4367055099786925,0.233,2.085,1.936,13.376,1.593,
55,100,3,23.7,97.9,94.7,1.19,1e-06,0.05,80,0.60,0.58,True,127.5,3,3,0.010532657508657839,0.10262873627136719,1.6950786479029605,4.1122786403806355,4.932,3.747,1.695,8.38,1.854,
75,100,3,7.7,15.2,10.5,1.58,1e-06,0.1,80,0.60,0.58,True,13.4,3,1,0.155289612403361,0.3940680301716456,2.206237603190827,5.104647364974975,5.728,4.146,2.209,2.685,2.408,
61,100,3,58.4,18.1,55.0,3.31,1e-06,0.1,25,center,center,True,110.2,3,3,0.7156116747991601,0.845938339832851,4.7899201783096785,5.641118881996989,5.617,2.304,4.855,4.113,3.103,
78,100,3,6.4,14.7,9.8,4.22,1e-06,0.1,120,0.45,0.55,True,15.700000000000001,3,1,0.007781023499974303,0.08821010996464239,2.1668087500042965,3.2312578159661047,7.125,2.91,2.167,2.902,2.094,
58,100,3,28.6,67.7,67.0,2.27,1e-06,0.05,120,0.45,0.55,True,117.4,3,3,0.02409312421709809,0.15521959997725188,2.1397973450429784,3.45316452964814,5.366,3.092,2.141,4.561,1.898,
56,100,3,86.7,80.9,111.5,1.34,1e-06,0.05,120,center,center,True,148.5,3,3,0.004982917291871012,0.07058978178087118,4.510344093026015,6.009891129724337,2.886,1.55,4.511,4.316,1.63,
59,100,3,34.8,81.4,82.0,4.04,1e-06,0.05,120,0.60,0.45,True,119.7,3,3,7.713853545670473,2.777382498985416,4.108667661780985,6.519826325464363,-3.547,7.585,4.81,9.892,2.551,
77,100,3,36.6,23.4,36.6,1.53,1e-06,0.1,120,0.35,0.40,True,72.5,3,3,0.021922305982018983,0.14806183161780412,4.244660967208722,6.33673234326044,7.165,5.63,4.246,7.535,3.058,
69,100,3,52.5,31.2,54.3,1.66,1e-06,0.1,50,0.60,0.45,True,102.4,3,3,0.007880339784937174,0.08877127792781388,4.647845167865492,9.630169453535968,9.294,7.63,4.648,12.825,2.364,
62,100,3,56.7,41.0,63.0,1.39,1e-06,0.1,25,0.35,0.40,True,159.8,3,3,0.014960908959988459,0.1223147945262079,5.627416063988369,7.963243664396695,8.387,6.993,5.628,31.278,3.023,
70,100,3,88.3,64.2,102.2,2.0,1e-06,0.1,50,0.60,0.58,True,116.7,3,3,0.1284995593656768,0.3584683519722164,3.0946543825163135,5.528594646196163,5.829,3.827,3.095,23.598,2.152,
72,100,3,49.4,33.4,52.7,3.06,1e-06,0.1,80,0.35,0.40,True,93.5,3,3,0.3593583185657916,0.5994650269747115,4.546432574197367,7.091545020924507,8.486,5.429,4.552,8.378,2.557,
76,100,3,76.8,16.5,72.8,3.94,1e-06,0.1,120,center,center,True,117.80000000000001,3,3,0.01829064440545044,0.13524290889155866,4.865951357909513,9.761362232499195,-7.939,11.878,4.867,8.636,1.887,
74,100,3,38.9,33.0,44.0,3.37,1e-06,0.1,80,0.60,0.45,True,91.0,3,3,0.8200371030943611,0.9055590003386643,3.5964829079607914,9.122632582386277,-7.222,10.59,3.599,5.509,2.653,
73,100,3,65.9,61.2,82.9,3.13,1e-06,0.1,80,0.45,0.55,True,119.9,3,3,0.029682779631705576,0.17228691079622263,0.9740685953348195,1.5678382334152785,1.863,1.263,0.987,17.517,1.618,
79,100,3,16.9,52.6,49.1,4.94,1e-06,0.1,120,0.60,0.45,True,102.80000000000001,3,3,0.0048149002553229585,0.06938948231052713,3.092264876520899,9.719549352416253,-5.811,10.749,3.092,9.506,1.911,
83,100,3,41.4,65.2,70.4,4.94,1e-05,0.05,25,0.45,0.55,True,97.10000000000001,3,3,0.018482923350965474,0.13595191558402359,2.2276422177902178,2.980822883988876,7.536,2.596,2.228,11.504,1.778,
71,100,3,64.3,82.1,97.2,4.05,1e-06,0.1,80,center,center,True,128.6,3,3,0.004436236088413127,0.06660507554543518,1.0554644492095728,1.0568720814327408,3.971,0.076,1.056,13.111,1.606,
81,100,3,61.5,95.2,106.4,1.03,1e-05,0.05,25,center,center,True,115.2,3,3,0.3141087431859465,0.5604540509140303,4.750196050459771,7.07551903829287,-4.216,5.244,4.756,10.444,2.817,
84,100,3,82.9,47.5,88.8,2.72,1e-05,0.05,25,0.60,0.45,True,108.9,3,3,0.004680921083884183,0.0684172572081356,0.6122741792666815,0.8841810862234356,1.82,0.903,0.616,11.679,1.89,
80,100,3,86.4,28.3,84.7,1.35,1e-06,0.1,120,0.60,0.58,True,124.0,3,3,0.0027326675348620004,0.05227492261937841,1.0304353227297975,2.099657056655658,3.195,1.848,1.031,3.408,1.693,
88,100,3,2.0,24.6,19.9,3.33,1e-05,0.05,50,0.45,0.55,True,47.800000000000004,3,1,0.4099838591365255,0.6402998197223903,3.3172684448523038,4.575372032500638,7.266,3.932,3.323,4.31,2.638,
85,100,3,25.4,63.4,61.9,4.78,1e-05,0.05,25,0.60,0.58,True,91.2,3,3,0.004314860329320078,0.06568759646478228,2.8586459024391506,12.170930929544527,-8.206,12.99,2.859,6.698,1.92,
86,100,3,68.3,57.3,82.1,3.92,1e-05,0.05,50,center,center,True,108.0,3,3,0.058856209968899655,0.2426029883758641,1.0212048024512579,1.0238853590077581,3.285,0.638,1.023,2.497,2.005,
91,100,3,60.3,80.0,93.2,2.85,1e-05,0.05,80,center,center,True,96.9,3,3,0.014278660584926888,0.11949334954267074,0.1848434574488618,0.3028143854271304,3.143,0.288,0.195,5.072,1.733,
94,100,3,37.7,57.1,61.6,3.24,1e-05,0.05,80,0.60,0.45,True,81.2,3,3,0.008044218845773629,0.08968956932538827,0.8024189343282282,3.1708215417632473,6.417,3.173,0.807,1.212,1.622,
97,100,3,33.2,48.4,51.8,1.24,1e-05,0.05,120,0.35,0.40,True,76.0,3,3,0.018429232129531292,0.1357543079593841,0.5392058786448496,2.5551992920000623,-1.186,2.43,0.55,0.959,1.691,
87,100,3,41.8,93.4,95.7,4.23,1e-05,0.05,50,0.35,0.40,True,128.0,3,3,0.0069454478064967145,0.08333935328820781,0.9943286283340728,1.5369515366193658,5.403,1.172,0.995,6.997,1.858,
93,100,3,35.2,98.8,98.5,1.85,1e-05,0.05,80,0.45,0.55,True,109.30000000000001,3,3,0.02872232366941826,0.16947661688096757,2.2862818214831018,2.497706218502126,0.844,1.006,2.292,6.625,1.773,
100,100,3,34.5,56.5,59.3,3.3,1e-05,0.05,120,0.60,0.58,True,81.0,3,3,0.06898207080788687,0.26264438088009207,1.9786752343727094,9.393949382830712,-6.779,10.083,1.98,7.425,2.065,
96,100,3,63.1,24.0,61.1,2.38,1e-05,0.05,120,center,center,True,98.80000000000001,3,3,0.40781871640604095,0.6386068559027854,1.1906655742228038,1.2593783459311456,1.125,1.252,1.192,4.209,2.046,
98,100,3,64.7,88.3,102.5,1.31,1e-05,0.05,120,0.45,0.55,True,112.2,3,3,2.0200883559342366,1.4212981235244901,4.062103149214327,5.9231062846590445,7.181,5.869,4.062,9.187,2.755,
92,100,3,83.9,85.1,112.4,4.18,1e-05,0.05,80,0.35,0.40,True,130.20000000000002,3,3,0.13383732109822025,0.36583783442697704,2.0517476245683,2.546470785390837,6.468,2.292,2.054,4.032,2.174,
110,100,3,11.4,17.1,13.7,4.38,1e-05,0.1,50,0.60,0.58,True,7.7,3,1,0.009141181365947276,0.09560952549797157,0.8720637519027081,1.3117400669810029,3.496,0.885,0.873,0.851,1.872,
90,100,3,8.5,64.1,59.2,3.94,1e-05,0.05,50,0.60,0.58,True,147.20000000000002,3,2,0.004577852635056091,0.06765983029136337,0.3735686057699762,0.3747183384463152,4.063,0.125,0.375,3.859,1.603,
65,100,3,92.4,84.6,118.2,1.12,1e-06,0.1,25,0.60,0.58,True,325.20000000000005,3,3,0.015263764145104837,0.12354660717763494,0.1575354037372692,0.17595390222717316,1.037,0.078,0.169,71.22,2.355,
106,100,3,5.2,27.4,22.4,4.81,1e-05,0.1,50,center,center,True,71.60000000000001,3,1,0.017958191959773155,0.13400817870478338,0.6809265786870692,0.7468810055364097,5.403,0.588,0.685,7.02,1.717,
95,100,3,2.7,88.3,83.3,1.64,1e-05,0.05,80,0.60,0.58,False,155.10000000000002,3,2,836.7942703085434,28.927396535266414,19.724706335525823,21.247825214780217,14.311,12.666,20.84,30.587,2.241,vittima non trovata entro 15 minuti
115,100,3,1.9,18.4,13.8,2.18,1e-05,0.1,80,0.60,0.58,True,17.7,3,1,0.18996338482601952,0.4358478918453312,2.538246762929007,6.394626409812553,7.622,5.445,2.54,2.953,2.306,
104,100,3,77.1,12.8,72.5,4.71,1e-05,0.1,25,0.60,0.45,True,95.4,3,1,0.018640939001675377,0.1365318241351641,0.602074205347438,0.6693352388112662,5.359,0.646,0.611,7.827,1.437,
103,100,3,67.7,93.7,108.7,1.61,1e-05,0.1,25,0.45,0.55,True,114.7,3,3,3.5164289881364996,1.8752143845802003,5.397295870978825,5.666643506288549,-4.458,6.064,5.711,13.376,2.493,
105,100,3,48.3,39.5,55.4,4.94,1e-05,0.1,25,0.60,0.58,True,109.5,3,3,0.057961826098249805,0.24075262428112762,1.2586930158504317,2.6396070620758345,2.831,2.106,1.261,18.743,1.646,
108,100,3,64.2,92.1,105.3,1.01,1e-05,0.1,50,0.45,0.55,True,110.2,3,3,0.5025196641078054,0.7088862137944322,5.418014714977787,11.535728643400319,6.611,5.603,5.436,17.336,2.94,
111,100,3,25.7,39.1,39.9,1.79,1e-05,0.1,80,center,center,True,75.3,3,3,0.00781290208301285,0.08839062214405355,0.19021443573040142,1.2480866381700837,3.147,1.353,0.191,3.031,1.754,
114,100,3,33.1,0.5,28.5,3.74,1e-05,0.1,80,0.60,0.45,True,87.2,3,2,16.89598176052018,4.110472206513527,4.812858889337696,6.814627550970815,2.149,1.587,4.888,16.14,2.327,
107,100,3,38.5,93.7,94.8,3.77,1e-05,0.1,50,0.35,0.40,True,133.9,3,3,0.008665423748010779,0.09308825784174274,1.8403173623119062,1.8556033998182695,4.011,0.238,1.84,15.156,2.533,
112,100,3,69.7,58.3,83.9,4.15,1e-05,0.1,80,0.35,0.40,True,111.7,3,3,0.22826710971736822,0.47777307345367237,0.8941181320183645,1.4785721617076524,5.27,1.125,1.012,24.293,1.864,
113,100,3,15.3,72.1,67.9,3.5,1e-05,0.1,80,0.45,0.55,True,107.0,3,3,0.18358022042812253,0.42846262430709464,5.062789008704334,6.332442341904218,8.192,4.696,5.065,16.315,2.532,
102,100,3,84.9,35.6,85.6,2.16,1e-05,0.1,25,0.35,0.40,True,186.9,3,3,0.004427889041103365,0.06654238529766847,0.42347555584090624,1.0452011924214792,3.248,1.085,0.425,22.656,1.107,
116,100,3,79.3,82.7,107.5,3.94,1e-05,0.1,120,center,center,True,107.4,3,3,2.8841853620237408,1.6982889512752948,3.0067624305635445,4.36768751815358,-1.271,5.214,3.073,4.881,2.56,
126,100,3,18.6,19.4,19.8,3.94,1e-07,0.05,50,center,center,True,33.1,3,3,0.08503795025314546,0.29161267162650095,2.473139958335506,3.0619983293641013,7.343,3.401,2.478,2.838,2.172,
117,100,3,15.9,58.4,54.5,4.78,1e-05,0.1,120,0.35,0.40,True,104.9,3,3,0.2314764970903395,0.48112004436558187,2.868843160586601,10.702303530787006,-7.057,11.836,2.895,24.132,2.494,
118,100,3,46.5,82.4,87.9,1.76,1e-05,0.1,120,0.45,0.55,True,112.4,3,3,0.0930050059133094,0.3049672210472945,3.4376789648189088,5.057937992619059,6.359,4.598,3.438,15.501,2.169,
14,100,3,91.5,74.7,111.1,3.27,1e-07,0.05,80,0.60,0.45,False,900.0,1,2,8.22232981673683,2.8674605170318963,4.5059743558098,5.209067950280203,22.989,19.719,4.567,242.479,2.988,vittima non trovata entro 15 minuti
122,100,3,75.2,7.5,70.2,4.68,1e-07,0.05,25,0.35,0.40,True,119.30000000000001,3,3,0.025343264823574664,0.15919568091997555,1.28211789878012,1.870783683064033,6.405,1.726,1.292,10.346,1.905,
125,100,3,39.7,45.0,52.9,1.29,1e-07,0.05,25,0.60,0.58,True,105.0,3,3,2.0532532129243695,1.4329177272001241,1.8128627887026192,5.461215412664022,-4.447,5.732,1.937,2.607,2.265,
120,100,3,98.3,42.9,100.7,2.31,1e-05,0.1,120,0.60,0.58,True,169.20000000000002,3,2,0.004077960370183214,0.06385890987311962,0.06533205704705781,0.9592375195665562,3.264,0.957,0.078,1.937,1.416,
124,100,3,40.2,57.9,63.6,2.85,1e-07,0.05,25,0.60,0.45,True,115.0,3,3,2.073171770850555,1.4398513016456091,1.4853598903267793,2.3220018060808183,0.388,2.464,1.761,7.569,1.633,
121,100,3,23.0,79.9,77.1,3.07,1e-07,0.05,25,center,center,True,135.3,3,3,0.012102716239484128,0.1100123458502914,0.9056340069321708,1.7810590425077817,5.141,2.071,0.908,7.402,1.774,
123,100,3,55.8,91.5,100.3,1.65,1e-07,0.05,25,0.45,0.55,True,130.20000000000002,3,3,0.006889524277349792,0.08300315823720078,0.19019797192056237,6.274513666532121,7.917,6.272,0.204,5.254,1.657,
34,100,3,93.5,25.2,90.8,3.65,1e-07,0.1,80,0.60,0.45,False,900.0,0,1,nan,nan,1.0424951688154993,2.1626053185947716,5.546,1.895,1.042,171.963,3.25,vittima non trovata entro 15 minuti
127,100,3,69.3,86.4,103.7,3.55,1e-07,0.05,50,0.35,0.40,True,130.4,3,3,1.0134734171328215,1.0067141685368401,2.18275734819581,2.1961720101659634,3.26,0.291,2.289,6.299,2.562,
128,100,3,13.5,70.2,65.8,2.6,1e-07,0.05,50,0.45,0.55,True,129.8,3,3,0.014760841323902329,0.1214942028407213,1.4725055814231707,3.2142066878722746,5.712,3.112,1.473,9.175,1.798,
135,100,3,28.3,16.5,26.0,3.28,1e-07,0.05,80,0.60,0.58,True,57.2,3,3,0.24795773582907238,0.4979535478627222,3.815589180678227,8.188093824435967,9.174,5.89,3.818,4.014,2.382,
132,100,3,48.6,22.1,46.8,4.13,1e-07,0.05,80,0.35,0.40,True,99.10000000000001,3,3,0.27685824277614934,0.5261732060606558,3.6413182345972133,5.23180945113787,8.102,3.97,3.644,3.631,2.692,
131,100,3,53.3,89.2,97.1,4.52,1e-07,0.05,80,center,center,True,131.5,3,3,0.32168502719766523,0.5671728371472537,1.8061610569456432,3.4469364600968584,7.525,3.002,1.806,7.652,2.127,
133,100,3,80.8,3.8,75.8,3.66,1e-07,0.05,80,0.45,0.55,True,119.9,3,3,0.006211775041557159,0.07881481486089502,0.7352116332821317,0.8698303533420224,2.93,0.725,0.735,8.605,1.721,
129,100,3,6.7,96.0,91.0,3.03,1e-07,0.05,50,0.60,0.45,True,150.70000000000002,3,3,0.028270466963956832,0.16813823766162422,1.5778803447168164,1.603791086540615,2.738,0.287,1.578,14.967,1.897,
134,100,3,84.7,1.3,79.8,3.4,1e-07,0.05,80,0.60,0.45,True,117.5,3,3,0.005311228543027897,0.07287817604075926,1.6658882516368896,2.226796698362192,5.837,2.44,1.666,8.433,1.646,
39,100,3,92.6,27.4,90.4,3.12,1e-07,0.1,120,0.60,0.45,False,900.0,0,1,nan,nan,11.568605570311316,12.458305118012971,7.74,4.623,11.569,521.266,2.735,vittima non trovata entro 15 minuti
136,100,3,1.2,48.5,43.7,2.43,1e-07,0.05,120,center,center,True,94.5,3,3,0.0010526899786600895,0.032445184213687084,0.4325972844462387,0.8573269527772651,3.057,0.629,0.433,0.764,1.682,
139,100,3,19.8,47.6,45.1,3.88,1e-07,0.05,120,0.60,0.45,True,92.4,3,3,0.005879123008708002,0.07667543940994406,5.078695074474765,10.238763949951672,-9.153,13.029,5.079,6.763,1.58,
22,100,3,34.5,60.9,63.2,2.76,1e-07,0.1,25,0.35,0.40,False,900.0,0,3,83.74253095991914,9.15109452251036,8.374455438612376,9.355780207934336,6.323,3.562,11.766,660.183,3.025,vittima non trovata entro 15 minuti
45,100,3,98.7,84.5,122.9,1.28,1e-06,0.05,25,0.60,0.58,False,900.0,1,3,16.05820147293863,4.007268580085272,3.8732788977409287,9.49992689316513,9.955,8.674,5.467,247.907,3.358,vittima non trovata entro 15 minuti
24,100,3,59.4,74.6,88.3,2.83,1e-07,0.1,25,0.60,0.45,False,900.0,2,3,91.35056320522382,9.557748856567839,13.851337769172929,28.190546590086633,18.726,15.893,15.531,433.797,2.551,vittima non trovata entro 15 minuti
137,100,3,58.0,72.8,86.0,4.18,1e-07,0.05,120,0.35,0.40,True,127.7,3,3,0.02825151942405284,0.16808188309289268,1.7960355986392127,8.57194141883921,-4.744,8.923,1.804,5.121,1.653,
141,100,3,23.7,21.1,24.7,2.05,1e-07,0.1,25,center,center,True,66.8,3,3,0.005374488607226185,0.07331090374034538,0.8864670848657527,1.1550400966173142,2.441,0.395,0.889,5.938,1.758,
1,100,3,69.9,97.9,113.3,3.13,1e-07,0.05,25,center,center,False,900.0,2,3,9.47293747423733,3.07781374911435,0.21013208529935076,5.986440853999714,9.11,5.983,2.834,154.223,3.839,vittima non trovata entro 15 minuti
23,100,3,64.6,8.0,59.7,1.46,1e-07,0.1,25,0.45,0.55,False,900.0,2,3,23.53988491797591,4.851791928553399,8.095704680952718,24.978095351559613,22.775,21.316,8.87,560.627,3.201,vittima non trovata entro 15 minuti
138,100,3,52.5,92.9,100.0,2.55,1e-07,0.05,120,0.45,0.55,True,143.5,3,3,0.028611703333149698,0.16914994334361952,2.148453118174807,9.348556462206586,11.645,9.098,2.151,8.568,1.783,
7,100,3,64.1,55.6,77.9,2.13,1e-07,0.05,50,0.35,0.40,False,900.0,2,2,0.32597514332527666,0.5709423292463756,2.4506507765552454,2.6258642098171596,3.472,1.341,2.454,110.635,5.312,vittima non trovata entro 15 minuti
