run_id,area_size_m,n_drones,victim_x_m,victim_y_m,victim_dist_m,victim_depth_m,artva_noise_std,acc_sim_ms2,comm_radius_m,workspace_frac_r,workspace_frac_c,found,time_found_s,n_drones_stopped,n_drones_tracked,pos_variance_m2,pos_std_m,est_error_2d_m,est_error_3d_m,est_depth_m,est_error_depth_m,dcgd_err_final_mean_m,landing_err_mean_m,pf_std_xy_mean_m,note
437,100,3,34.2,96.9,96.5,4.68,1e-06,0.1,120,0.35,0.40,False,900.0,0,3,0.04188462916908882,0.20465734574915415,0.7457013439892684,4.577132202648714,0.165,4.516,0.755,113.37,2.738,vittima non trovata entro 15 minuti
442,100,3,80.5,53.4,89.7,3.38,1e-05,0.05,25,0.35,0.40,False,900.0,2,2,3.612096521074606,1.9005516359927204,192.9756428948562,193.15179752573326,20.909,17.534,192.983,486.922,3.273,vittima non trovata entro 15 minuti
423,100,3,30.0,41.5,44.2,2.66,1e-06,0.1,25,0.45,0.55,False,900.0,0,3,0.2921631906418302,0.5405212212687215,2.1747043782704636,9.92468819320506,12.184,9.523,2.199,127.944,4.247,vittima non trovata entro 15 minuti
510,100,3,22.6,97.5,94.2,3.49,1e-07,0.1,50,0.60,0.58,True,137.4,3,3,0.011125919576752331,0.1054794746704416,0.5797046711743518,0.6380727963247418,3.223,0.267,0.584,12.888,1.82,
432,100,3,15.9,98.3,94.0,3.42,1e-06,0.1,80,0.35,0.40,False,900.0,0,3,773.7039373880597,27.815534102153418,37.684170001889406,37.68673148367468,12.645,9.22,38.846,450.969,2.85,vittima non trovata entro 15 minuti
527,100,3,23.4,15.2,21.0,4.62,1e-06,0.05,50,0.35,0.40,True,43.900000000000006,3,3,0.07524083403305795,0.27430062711021636,2.6838966203344707,3.5056346640262537,7.509,2.889,2.694,3.459,2.585,
531,100,3,9.4,20.0,15.7,4.93,1e-06,0.05,80,center,center,True,36.5,3,2,0.00969877014479387,0.09848233417620579,1.4238139695086653,1.5388377022358473,6.555,1.625,1.426,1.553,1.747,
520,100,3,53.1,87.0,95.1,4.86,1e-07,0.1,120,0.60,0.58,True,126.5,3,3,0.27329964712644284,0.5227806874076766,1.646259410209286,2.2115175391563775,6.173,1.309,1.669,4.31,2.429,
513,100,3,4.0,89.0,84.1,2.59,1e-07,0.1,80,0.45,0.55,True,147.4,3,3,0.02272787558239522,0.15075767171986712,0.5776648582403217,1.9179341803482761,0.695,1.896,0.587,13.218,1.673,
518,100,3,34.1,92.5,92.2,2.73,1e-07,0.1,120,0.45,0.55,True,148.20000000000002,3,3,3.71943907154017,1.9285847327872763,0.5976303727541109,2.066893936016077,4.704,1.979,1.622,17.563,1.634,
537,100,3,5.6,23.1,18.1,4.09,1e-06,0.05,120,0.35,0.40,True,34.0,3,2,0.01479710382079409,0.1216433468003659,0.2081028942726055,1.2973600180671345,5.294,1.209,0.213,0.317,1.632,
536,100,3,27.9,24.7,30.2,1.87,1e-06,0.05,120,center,center,True,64.3,3,3,0.12707424825446786,0.3564747512159422,1.284457193062928,2.1990661773309905,4.388,2.519,1.305,3.508,2.303,
539,100,3,29.5,16.0,26.8,2.58,1e-06,0.05,120,0.60,0.45,True,56.5,3,3,0.14658613091839054,0.382865682607348,5.580092971472667,10.451790804591303,-9.759,12.334,5.581,5.987,2.864,
515,100,3,96.5,19.2,92.6,4.91,1e-07,0.1,80,0.60,0.58,True,209.20000000000002,3,3,0.0029197156587312065,0.054034393294745214,0.6380689424436409,1.4238494743611305,6.185,1.273,0.64,9.668,1.329,
521,100,3,71.2,41.8,75.8,4.94,1e-06,0.05,25,center,center,True,126.30000000000001,3,3,0.09916542669091083,0.3149054249944113,2.0183766242202283,2.570666546214872,7.674,2.739,2.02,11.666,2.171,
525,100,3,72.9,96.5,113.9,2.62,1e-06,0.05,25,0.60,0.58,True,139.70000000000002,3,3,0.17978840067360966,0.4240146231836936,1.719579991920332,2.1207996548420214,3.858,1.241,1.734,5.146,2.801,
529,100,3,35.9,67.6,69.8,2.31,1e-06,0.05,50,0.60,0.45,True,113.7,3,3,0.027459794257901227,0.16570997030324164,5.739250570693499,9.922548531386594,-9.52,11.831,5.74,4.509,2.231,
523,100,3,66.5,4.9,61.5,2.16,1e-06,0.05,25,0.45,0.55,True,118.2,3,3,0.957922547600504,0.9787351774614541,1.9451141474985996,3.3867017340601997,5.621,3.46,1.963,21.039,2.953,
534,100,3,29.5,32.1,36.5,1.7,1e-06,0.05,80,0.60,0.45,True,79.9,3,3,0.0041147212267842945,0.0641460928411411,3.736999224507632,8.738388517709689,-8.309,10.008,3.737,3.097,1.823,
532,100,3,22.7,73.5,70.8,2.28,1e-06,0.05,80,0.35,0.40,True,117.30000000000001,3,3,1.7675937681696106,1.3295088447128174,1.9979528363968626,6.7249202961274746,-5.213,7.493,2.015,5.161,2.368,
533,100,3,85.4,33.6,85.4,4.22,1e-06,0.05,80,0.45,0.55,True,135.5,3,3,0.28610059823689843,0.5348837240343909,0.8410939094745224,1.3446964306507598,2.84,1.384,0.843,10.693,1.735,
530,100,3,36.3,95.7,96.0,3.07,1e-06,0.05,50,0.60,0.58,True,137.9,3,3,0.012885424016860292,0.11351398159196202,0.3186269617176812,0.49077789139377526,3.446,0.373,0.335,14.549,1.879,
538,100,3,25.3,46.7,46.4,4.94,1e-06,0.05,120,0.45,0.55,True,111.2,3,3,0.002503392243986937,0.05003391094035062,1.0429435645917935,1.7168618931316078,6.488,1.547,1.043,7.187,1.4,
528,100,3,99.2,57.9,108.1,2.39,1e-06,0.05,50,0.45,0.55,True,168.20000000000002,3,3,0.44641604139501034,0.6681437280967399,2.1145809013454815,4.829787296582373,6.735,4.342,2.125,11.844,2.207,
545,100,3,20.0,25.9,25.8,3.95,1e-06,0.1,25,0.60,0.58,True,58.1,3,3,0.15579521828709222,0.3947090299031582,4.209972870192546,14.329400127989704,-10.973,14.927,4.216,5.593,1.83,
459,100,3,68.0,61.5,84.6,4.91,1e-05,0.05,120,0.60,0.45,False,900.0,2,2,3.179873736909729,1.7832200472487205,84.01103989122228,85.13917335582437,6.668,1.757,84.03,249.516,3.663,vittima non trovata entro 15 minuti
535,100,3,60.0,92.7,103.6,4.66,1e-06,0.05,80,0.60,0.58,True,143.8,3,3,0.03180823660236034,0.17834863779227567,2.1790202660949767,2.1790865617179924,4.647,0.017,2.18,21.818,2.268,
540,100,3,51.7,55.3,68.7,2.66,1e-06,0.05,120,0.60,0.58,True,118.5,3,3,1.98270895547536,1.4080869843427146,1.9298620645781386,4.378384744784205,-2.672,5.33,1.978,14.527,1.802,
544,100,3,66.0,75.9,93.5,2.7,1e-06,0.1,25,0.60,0.45,True,109.60000000000001,3,3,0.008394904425741583,0.091623711045458,0.971648525589185,1.017147020315485,3.005,0.3,0.973,21.345,1.696,
542,100,3,54.1,82.4,91.7,2.78,1e-06,0.1,25,0.35,0.40,True,115.0,3,3,0.002300387851928409,0.04796235869855035,0.7019209158929275,0.7514153449008049,3.129,0.353,0.702,11.792,1.614,
543,100,3,94.2,97.3,128.4,4.02,1e-06,0.1,25,0.45,0.55,True,117.10000000000001,3,3,0.17925511690541862,0.42338530549065895,3.4182993771852095,5.565741873785776,8.408,4.392,3.42,16.266,2.767,
465,100,3,82.3,59.8,94.7,2.08,1e-05,0.1,25,0.60,0.58,False,900.0,0,3,4330.601250178784,65.8073039272905,67.4739391533703,68.02212512985624,-4.092,6.168,68.886,836.713,3.666,vittima non trovata entro 15 minuti
549,100,3,81.5,34.2,81.9,1.45,1e-06,0.1,50,0.60,0.45,True,119.30000000000001,3,3,0.02769397625643624,0.16641507220332008,0.15349882496459774,1.2157871139881244,2.66,1.209,0.175,17.083,1.836,
452,100,3,65.1,67.1,86.4,1.74,1e-05,0.05,80,0.35,0.40,False,900.0,2,3,3646.6057259616114,60.3871321223455,83.56928418000008,84.53180213737245,15.757,14.019,85.082,296.684,2.553,vittima non trovata entro 15 minuti
551,100,3,66.9,73.7,92.5,1.62,1e-06,0.1,80,center,center,True,132.1,3,3,0.008692548513708433,0.09323383781497163,2.5893745059658353,6.385289246631166,-5.987,7.609,2.59,8.64,1.688,
552,100,3,95.1,95.5,127.7,3.46,1e-06,0.1,80,0.35,0.40,True,135.1,3,3,0.05447692127868314,0.2334029161743339,4.802582278346921,5.138653474601758,1.635,1.828,4.803,28.22,2.418,
550,100,3,98.2,23.3,95.0,1.53,1e-06,0.1,50,0.60,0.58,True,134.9,3,3,0.023502381582977606,0.1533048648379353,0.7700864283302676,0.771419468141081,1.482,0.045,0.782,26.752,1.719,
557,100,3,76.8,56.7,88.5,1.79,1e-06,0.1,120,0.35,0.40,True,113.10000000000001,3,3,0.007071115770862716,0.08408992669079166,2.209760813343225,3.3667661128214568,5.103,3.314,2.21,23.797,2.442,
546,100,3,21.0,92.2,88.7,2.25,1e-06,0.1,50,center,center,False,137.8,3,3,3.3993469954798616,1.8437318122438149,10.044295126580959,28.842329524184883,6.269,4.018,10.063,18.075,2.556,vittima non trovata entro 15 minuti
554,100,3,16.9,70.4,66.5,2.78,1e-06,0.1,80,0.60,0.45,True,116.0,3,3,0.006656148067648344,0.08158521966415451,3.151809599033878,9.44930470540496,-7.601,10.383,3.152,1.706,1.926,
556,100,3,42.7,39.1,50.9,4.16,1e-06,0.1,120,center,center,True,107.9,3,3,0.01788434038247482,0.13373234605911474,1.0902055041412404,1.3886845054143706,5.666,1.511,1.095,30.978,1.757,
553,100,3,52.2,72.1,82.0,4.12,1e-06,0.1,80,0.45,0.55,True,138.9,3,3,0.007576063595543907,0.08704058590993001,0.7887092533159485,1.3484503209494738,5.466,1.349,0.789,17.651,1.769,
560,100,3,7.3,49.4,44.5,4.8,1e-06,0.1,120,0.60,0.58,True,109.4,3,3,0.36143701378254145,0.6011963188364857,4.225260939893184,6.063635848016497,8.699,3.904,4.233,11.374,2.69,
561,100,3,47.2,17.2,43.9,2.97,1e-05,0.05,25,center,center,True,100.30000000000001,3,2,0.09164821548907238,0.30273456275931293,3.0501541335093756,4.008529050234414,7.755,4.789,3.052,18.552,2.521,
502,100,3,3.2,64.8,59.8,3.86,1e-07,0.1,25,0.35,0.40,True,468.5,3,3,4.638573692279845,2.153734824039358,2.973706822438547,6.435504441888304,-3.506,7.361,3.275,14.875,2.441,
558,100,3,96.1,70.2,112.0,2.77,1e-06,0.1,120,0.45,0.55,True,132.6,3,3,0.03494076739149596,0.1869244964992442,1.9732833634558429,2.212185024941246,3.769,1.0,1.973,19.222,2.105,
559,100,3,50.3,49.6,63.6,1.49,1e-06,0.1,120,0.60,0.45,True,109.0,3,3,3.048788490375728,1.7460780310099913,3.4470963688548126,3.5675367123934905,-1.055,2.546,3.816,9.146,2.725,
563,100,3,50.1,62.4,73.0,4.81,1e-05,0.05,25,0.45,0.55,True,101.9,3,3,0.02700229156155976,0.16432374010336961,1.0569809804708492,1.3660746291353267,5.981,1.17,1.058,3.582,2.533,
570,100,3,1.6,48.8,43.9,2.99,1e-05,0.05,50,0.60,0.58,True,76.5,3,2,0.31917006262532976,0.5649513807623889,3.7883826560917857,6.960022188291853,8.281,5.286,3.788,8.123,3.031,
567,100,3,96.7,47.5,101.1,2.17,1e-05,0.05,50,0.35,0.40,True,123.5,3,3,0.00283275368992232,0.053223619661972636,1.1591181399169954,3.6382153253686202,5.622,3.449,1.159,10.639,1.773,
566,100,3,75.0,88.4,108.9,2.54,1e-05,0.05,50,center,center,True,122.80000000000001,3,3,0.23234388591680494,0.48202062810299406,4.48384699877191,12.204483629398473,10.823,8.282,4.485,9.643,2.538,
565,100,3,77.5,97.4,117.5,4.92,1e-05,0.05,25,0.60,0.58,True,118.5,3,3,0.03997383580664753,0.1999345788167908,1.971209304929031,2.103357984216086,5.651,0.734,1.971,7.863,2.648,
571,100,3,52.4,67.8,78.7,3.54,1e-05,0.05,80,center,center,True,107.80000000000001,3,3,2.462948868155185,1.5693784974171097,1.1126038465283286,1.7618099321213707,1.689,1.85,1.55,7.147,2.358,
568,100,3,28.0,97.5,95.3,2.73,1e-05,0.05,50,0.45,0.55,True,130.0,3,3,5.7522705371299985,2.3983891546473433,2.321126174257241,3.7918835024403896,-0.266,2.998,3.04,10.459,2.976,
481,100,3,91.8,18.2,87.8,4.61,1e-07,0.05,25,center,center,False,900.0,2,3,49.890016637889275,7.063286532336719,7.479723246658402,22.409751275863105,25.739,21.125,9.535,112.284,3.548,vittima non trovata entro 15 minuti
573,100,3,18.9,65.3,61.9,2.39,1e-05,0.05,80,0.45,0.55,True,93.2,3,3,0.08007683867658563,0.28297851274714414,2.565046055876778,5.147435963736622,7.228,4.839,2.569,7.509,1.579,
572,100,3,58.6,83.6,95.1,2.88,1e-05,0.05,80,0.35,0.40,True,107.7,3,3,0.009794556607560914,0.09896745226366552,2.2005808794180712,3.8238147269123943,6.378,3.498,2.201,3.179,1.975,
467,100,3,88.1,46.8,93.0,3.97,1e-05,0.1,50,0.35,0.40,False,900.0,2,3,3012.3310823219063,54.8847071807977,78.95444194052754,78.95735076294956,16.018,12.049,79.166,281.991,3.1,vittima non trovata entro 15 minuti
575,100,3,33.4,60.9,62.7,4.78,1e-05,0.05,80,0.60,0.58,True,91.80000000000001,3,3,1.2387727899614651,1.113001702586957,2.9339869484475565,9.40660725629291,-5.498,10.28,2.936,7.655,2.155,
482,100,3,8.7,95.7,90.7,3.04,1e-07,0.05,25,0.35,0.40,False,900.0,2,3,54.15207513452854,7.358809355767313,5.818525396771841,24.388287266035416,26.727,23.684,9.01,177.812,5.455,vittima non trovata entro 15 minuti
578,100,3,67.9,52.4,78.7,2.43,1e-05,0.05,120,0.45,0.55,True,104.4,3,3,0.17521919401484448,0.4185919182388075,2.0602171132193976,6.387561454564581,-4.576,7.01,2.061,3.839,1.745,
592,100,3,0.5,10.9,7.4,4.05,1e-05,0.1,80,0.35,0.40,True,0.30000000000000004,3,1,0.04517097998919957,0.21253465597214863,4.504011806956901,4.948494801196438,4.639,0.588,4.504,4.521,3.334,
584,100,3,40.9,42.3,51.8,4.42,1e-05,0.1,25,0.60,0.45,True,76.7,3,2,3.535379782972055,1.880260562521071,0.7513490152910157,4.491289939527792,-0.403,4.821,1.622,13.27,1.664,
579,100,3,7.6,96.4,91.4,1.67,1e-05,0.05,120,0.60,0.45,True,121.4,3,3,0.010531194588273288,0.10262160877843071,0.8787002978896077,1.8065795228214232,3.248,1.578,0.879,9.187,1.668,
585,100,3,29.1,32.7,36.8,1.3,1e-05,0.1,25,0.60,0.58,True,69.2,3,3,2.278452216315029,1.509454277649717,1.675593405543493,1.7681387400086006,1.506,0.206,1.961,8.012,2.058,
577,100,3,80.9,75.8,103.9,3.9,1e-05,0.05,120,0.35,0.40,True,135.3,3,3,0.0012276895285225123,0.035038400770048175,0.8616046655828316,1.2399659046310894,5.019,1.117,0.862,6.342,1.803,
580,100,3,73.3,69.1,93.7,1.49,1e-05,0.05,120,0.60,0.58,True,112.10000000000001,3,3,0.007332439140199386,0.08562966273552282,1.3258250082728005,1.7485693355424377,0.083,1.411,1.328,11.576,1.615,
487,100,3,51.0,90.7,97.3,3.15,1e-07,0.05,50,0.35,0.40,False,900.0,2,3,22.754285694238476,4.770145248756947,7.036643419256934,21.8821579237135,23.868,20.72,7.075,124.571,2.952,vittima non trovata entro 15 minuti
576,100,3,98.8,77.5,118.6,4.66,1e-05,0.05,120,center,center,True,192.5,3,3,0.015760351334802896,0.12554023791120875,0.6598784647106511,1.397284771213279,5.894,1.232,0.66,10.98,1.724,
596,100,3,6.7,15.5,10.7,3.27,1e-05,0.1,120,center,center,True,19.0,3,1,0.02004723430475901,0.1415882562388527,2.260861192157648,2.9069950462118355,6.726,3.453,2.261,3.595,1.358,
475,100,3,3.2,95.3,90.3,3.49,1e-05,0.1,80,0.60,0.58,False,900.0,2,2,11654.434798219583,107.95570757592941,155.43135136447808,155.43608022391186,2.275,1.212,156.884,446.627,3.419,vittima non trovata entro 15 minuti
590,100,3,33.3,48.5,51.9,3.96,1e-05,0.1,50,0.60,0.58,True,77.30000000000001,3,3,0.09076547187837289,0.3012730852206564,3.1136268519725845,12.072727248197538,-8.737,12.698,3.114,10.239,2.2,
586,100,3,86.2,29.6,84.8,2.93,1e-05,0.1,50,center,center,True,134.3,3,3,0.0050512129817111085,0.07107188601487306,1.3028534297519385,1.3152765190558269,3.266,0.339,1.304,10.481,1.688,
583,100,3,96.8,54.9,104.5,1.73,1e-05,0.1,25,0.45,0.55,True,128.5,3,3,2.563894410580685,1.601216540815353,1.659541736008294,1.685111141695228,2.021,0.292,2.05,13.805,2.21,
589,100,3,31.1,8.2,26.3,4.24,1e-05,0.1,50,0.60,0.45,True,80.5,3,2,0.046109839390156275,0.2147320176176722,0.4029251846832188,0.9389341921428099,5.217,0.975,0.422,3.799,2.137,
599,100,3,13.4,25.6,22.3,1.26,1e-05,0.1,120,0.60,0.45,True,42.1,3,2,3.633772818584948,1.9062457392962082,3.977967390257559,6.672767422507902,-5.798,7.061,3.99,4.857,2.349,
591,100,3,59.9,59.2,77.1,1.95,1e-05,0.1,80,center,center,True,102.60000000000001,3,3,0.02507944326693315,0.1583649054144672,0.6365790861112387,2.723387222298483,-0.988,2.942,0.65,3.239,1.674,
594,100,3,32.1,80.8,80.5,3.84,1e-05,0.1,80,0.60,0.45,True,97.2,3,3,0.016934519164287683,0.13013269829019794,1.4227187519171147,4.92946583649834,8.738,4.902,1.423,2.962,2.17,
600,100,3,25.5,31.1,33.2,2.94,1e-05,0.1,120,0.60,0.58,True,68.3,3,3,0.15310765085045813,0.3912897275043879,0.9857053921292231,1.7030614564619129,4.206,1.27,1.034,7.196,1.926,
597,100,3,94.9,45.0,98.4,4.75,1e-05,0.1,120,0.35,0.40,True,119.2,3,3,0.033841070039341184,0.18395942498100276,1.431106668140238,2.501976994837023,6.801,2.052,1.437,28.564,1.969,
593,100,3,85.4,95.0,120.7,2.56,1e-05,0.1,80,0.45,0.55,True,161.10000000000002,3,3,3.75115769416334,1.93679056538474,3.152535881532829,4.801019221866419,-1.063,3.621,3.694,28.618,2.496,
609,100,3,46.9,2.0,42.0,2.44,1e-07,0.05,50,0.60,0.45,True,71.4,3,3,0.19498631167435124,0.44157254406762114,5.622429743452431,10.441304517425644,11.629,9.192,5.627,6.019,2.979,
604,100,3,15.5,80.9,76.6,3.41,1e-07,0.05,25,0.60,0.45,True,122.0,3,3,0.01514989042302373,0.12308489112406823,3.9729904806851803,9.615112592026975,-8.231,11.639,3.973,5.01,1.777,
607,100,3,56.2,69.2,82.1,2.7,1e-07,0.05,50,0.35,0.40,True,109.9,3,3,0.14608362496678037,0.3822088760962785,5.605720092578299,7.6066868548371565,7.57,4.871,5.608,12.199,2.592,
610,100,3,32.4,31.7,38.3,4.59,1e-07,0.05,50,0.60,0.58,True,85.7,3,3,1.133617411636552,1.0647147090355011,5.365863808338363,5.372456819135466,2.691,1.896,5.382,4.326,2.538,
601,100,3,57.2,35.8,60.6,1.77,1e-07,0.05,25,center,center,True,133.3,3,3,0.013662432176718862,0.11688640715121182,2.556067429342433,2.771249511262762,4.546,2.774,2.556,8.368,2.456,
605,100,3,32.2,77.0,76.9,2.16,1e-07,0.05,25,0.60,0.58,True,116.60000000000001,3,3,1.343841781071163,1.159241899290723,1.3919382326490675,6.384998535304645,-4.537,6.699,1.447,2.233,2.129,
608,100,3,32.7,57.1,59.0,3.87,1e-07,0.05,50,0.45,0.55,True,126.5,3,3,0.03128376996904339,0.1768721854024634,2.57684375222354,3.9257692573980725,7.487,3.617,2.578,9.503,2.333,
514,100,3,94.7,13.5,90.1,2.2,1e-07,0.1,80,0.60,0.45,False,900.0,0,1,nan,nan,0.7583324873428134,1.8814442820847237,3.924,1.722,0.758,171.719,3.08,vittima non trovata entro 15 minuti
603,100,3,13.9,81.5,77.0,1.97,1e-07,0.05,25,0.45,0.55,True,132.3,3,3,0.5001935658022446,0.7072436396336447,0.6125496700570423,1.7461901090745582,0.293,1.672,0.892,7.427,1.732,
506,100,3,54.6,68.7,80.7,4.94,1e-07,0.1,50,center,center,False,900.0,2,3,1.5779038876682037,1.2561464435599075,2.0196354189491132,2.019653191758989,3.658,1.281,2.135,270.663,2.45,vittima non trovata entro 15 minuti
504,100,3,80.4,63.8,95.6,4.13,1e-07,0.1,25,0.60,0.45,False,900.0,0,3,16.57724179938745,4.071515909263705,2.2287643696179114,7.70833073087176,11.594,7.464,4.489,530.692,3.209,vittima non trovata entro 15 minuti
622,100,3,15.0,10.6,11.4,3.49,1e-07,0.1,25,0.35,0.40,True,17.1,3,3,0.09421991705426547,0.30695262998427864,2.1704328613151853,3.7677483413316515,7.138,3.651,2.182,2.708,1.993,
606,100,3,1.6,84.6,79.7,1.55,1e-07,0.05,50,center,center,True,153.70000000000002,3,3,0.0136282182823048,0.11673996009209871,0.5054545149822282,1.0615521507006653,2.819,1.265,0.518,7.809,1.746,
612,100,3,35.5,5.4,30.5,4.16,1e-07,0.05,80,0.35,0.40,True,57.0,3,3,0.09498720381339326,0.308199941293624,4.4004827313686405,5.891283001601417,9.295,5.135,4.403,5.281,2.951,
611,100,3,58.2,99.4,108.3,4.48,1e-07,0.05,80,center,center,True,123.0,3,3,0.07713841219224846,0.2777380279908541,0.6458293774453264,0.8050030808968095,4.962,0.481,0.69,7.174,1.743,
616,100,3,1.0,47.3,42.5,2.85,1e-07,0.05,120,center,center,True,92.9,3,3,0.028137928845121698,0.16774364025238542,0.6177515660197436,0.9911113635156367,3.844,0.993,0.619,5.494,1.675,
614,100,3,74.1,12.2,69.5,4.45,1e-07,0.05,80,0.60,0.45,True,101.4,3,3,10.469430616356805,3.2356499526921643,3.5965389789190265,3.9601149787968675,2.149,2.305,4.739,6.432,2.772,
624,100,3,10.0,31.9,27.4,4.35,1e-07,0.1,25,0.60,0.45,True,64.60000000000001,3,3,0.016387682981844766,0.1280143858394234,3.9165320831158343,12.862378999363903,-9.618,13.972,3.917,6.732,1.646,
618,100,3,52.5,1.2,47.7,2.7,1e-07,0.05,120,0.45,0.55,True,84.80000000000001,3,3,0.04546241990576151,0.21321918278091564,5.263664228917186,11.474246358429323,11.284,8.582,5.264,6.489,3.185,
619,100,3,46.3,55.2,65.0,1.44,1e-07,0.05,120,0.60,0.45,True,104.9,3,3,0.24249090419981423,0.4924336546173649,4.266016189232428,10.976407472921037,8.869,7.434,4.268,2.099,3.117,
613,100,3,99.6,80.8,121.2,3.05,1e-07,0.05,80,0.45,0.55,True,148.70000000000002,3,3,0.1475442662729322,0.38411491284891847,0.9036047030974486,2.1732563498732436,5.026,1.976,0.955,5.131,2.311,
617,100,3,67.8,28.8,67.1,1.31,1e-07,0.05,120,0.35,0.40,True,129.9,3,3,0.02276128987709007,0.15086845222607034,4.51227081986787,5.960009737383121,5.636,4.322,4.513,3.705,2.391,
508,100,3,67.4,40.2,71.6,3.06,1e-07,0.1,50,0.45,0.55,False,900.0,2,3,0.3917790956464796,0.6259225955711134,9.368222417839043,9.597523216082584,2.531,0.534,9.369,204.376,4.168,vittima non trovata entro 15 minuti
634,100,3,12.3,5.5,7.3,3.29,1e-07,0.1,80,0.60,0.45,True,0.30000000000000004,3,1,0.4387754166226114,0.6624012504687861,7.753109125360067,8.701533909908168,8.089,4.801,7.753,7.73,4.523,
615,100,3,30.8,99.1,97.6,2.12,1e-07,0.05,80,0.60,0.58,True,135.8,3,3,0.0037805799289164295,0.061486420687143835,1.9437445479985465,4.26893791187908,5.921,3.801,1.944,16.429,1.902,
623,100,3,21.2,46.7,44.7,1.82,1e-07,0.1,25,0.45,0.55,True,107.9,3,3,0.021624762853252502,0.14705360537318526,1.4790007580794897,3.175685164383968,4.991,3.174,1.482,14.631,1.818,
633,100,3,20.2,2.2,15.5,3.1,1e-07,0.1,80,0.45,0.55,True,16.0,3,3,0.6518572922293321,0.8073767969351932,6.09748855744646,11.32494778033933,10.918,7.82,6.098,6.562,2.975,
632,100,3,20.9,19.7,21.7,3.53,1e-07,0.1,80,0.35,0.40,True,47.2,3,3,0.07486291855923882,0.27361088896321145,1.8374551715683174,3.427904938818259,6.529,2.995,1.844,3.946,2.234,
620,100,3,73.2,86.0,105.9,3.9,1e-07,0.05,120,0.60,0.58,True,133.70000000000002,3,3,0.04795144918573312,0.21897819340229546,1.9771345966008118,2.284673570625842,4.658,0.754,1.982,16.301,2.16,
625,100,3,3.8,75.2,70.2,4.5,1e-07,0.1,25,0.60,0.58,True,116.5,3,3,0.002644525576410427,0.05142495091305802,1.9881896462047448,2.7445152240814417,6.096,1.593,1.988,8.364,1.983,
547,100,3,6.1,98.1,93.2,2.09,1e-06,0.1,50,0.35,0.40,False,900.0,0,3,16.87216796706076,4.10757446275302,4.331867292329268,4.654083383392801,0.389,1.702,5.641,813.287,2.905,vittima non trovata entro 15 minuti
629,100,3,53.4,76.4,86.2,2.4,1e-07,0.1,50,0.60,0.45,True,111.0,3,3,0.002330994531636733,0.04828037418699997,3.667004064321053,8.130663377312086,-7.165,9.566,3.667,6.462,2.326,
630,100,3,81.7,50.9,89.4,3.48,1e-07,0.1,50,0.60,0.58,True,116.0,3,3,0.012752291654618792,0.11292604506764059,2.0474546872950525,4.18193931564684,7.546,4.069,2.05,19.062,1.806,
645,100,3,11.9,7.4,7.2,4.79,1e-06,0.05,25,0.60,0.58,True,0.30000000000000004,3,2,0.27689465894239346,0.5262078096554568,7.016431044033832,7.577009133917549,7.684,2.895,7.019,7.002,3.8,
627,100,3,82.8,98.6,121.7,1.34,1e-07,0.1,50,0.35,0.40,True,130.70000000000002,3,3,0.05644685883222781,0.2375854768966904,4.45105208522433,5.478336147170695,4.532,3.194,4.452,9.209,2.517,
637,100,3,37.4,25.7,38.5,2.17,1e-07,0.1,120,0.35,0.40,True,72.60000000000001,3,3,0.12086240931388588,0.34765271365816475,3.4740534810480233,6.41360747680192,7.823,5.654,3.478,3.306,2.51,
628,100,3,21.4,93.9,90.4,2.99,1e-07,0.1,50,0.45,0.55,True,148.20000000000002,3,3,0.06986939372695875,0.2643281932124508,0.32786199904779667,0.3420754488212893,3.088,0.098,0.41,18.719,1.965,
635,100,3,50.0,5.2,45.0,1.28,1e-07,0.1,80,0.60,0.58,True,82.7,3,3,0.052944985560771,0.23009777391528802,3.4764604866193975,9.46620008426316,9.897,8.619,3.482,8.769,2.238,
636,100,3,68.0,22.5,65.4,1.5,1e-07,0.1,120,center,center,True,127.80000000000001,3,3,0.01508756940292913,0.12283146747852983,5.505519067931464,6.267674235513039,8.267,6.764,5.506,23.89,2.436,
522,100,3,91.5,50.7,97.8,3.84,1e-06,0.05,25,0.35,0.40,False,900.0,2,2,63.99680528649844,7.999800327914344,54.68315808302662,59.21384100041994,26.557,22.716,55.264,233.102,3.534,vittima non trovata entro 15 minuti
638,100,3,45.9,90.0,94.3,1.24,1e-07,0.1,120,0.45,0.55,True,142.4,3,3,0.05734625168871786,0.2394707741849052,0.4572248431360976,2.8717603966693486,7.456,6.215,0.499,9.924,1.681,
647,100,3,77.3,0.7,72.4,3.59,1e-06,0.05,50,0.35,0.40,True,103.9,3,3,0.014213836112376147,0.1192217937810707,1.300666177932081,1.9329096625883735,5.39,1.802,1.305,4.822,1.545,
644,100,3,67.3,26.6,66.0,2.0,1e-06,0.05,25,0.60,0.45,True,127.60000000000001,3,3,8.006815834533963,2.829631748926698,2.3889988286184956,3.580414889986824,3.211,1.208,2.662,18.395,2.041,
641,100,3,21.2,39.4,38.0,4.67,1e-06,0.05,25,center,center,True,128.5,3,3,0.004050740552837339,0.06364542837342946,0.44100817479532944,0.9593763854134684,5.736,1.069,0.444,22.594,1.864,
648,100,3,12.9,33.0,29.1,2.41,1e-06,0.05,50,0.45,0.55,True,63.300000000000004,3,3,0.013087989994056907,0.11440275343739288,2.15828884544218,4.20515689752765,6.493,4.078,2.159,3.445,1.71,
