run_id,area_size_m,n_drones,victim_x_m,victim_y_m,victim_dist_m,victim_depth_m,artva_noise_std,acc_sim_ms2,comm_radius_m,workspace_frac_r,workspace_frac_c,found,time_found_s,n_drones_stopped,n_drones_tracked,pos_variance_m2,pos_std_m,est_error_2d_m,est_error_3d_m,est_depth_m,est_error_depth_m,dcgd_err_final_mean_m,landing_err_mean_m,pf_std_xy_mean_m,pf_ellipse_area_mean_m2,pf_iou_mean,note
6,100,3,8.3,8.5,4.8,1.82,1e-07,0.05,60,center,center,True,28.1,3,1,0.5847085036136592,0.7646623461461007,0.7598366197288523,1.6656837376555047,3.674,1.855,0.76,0.76,1.778,29.113,0.6461,
30,100,3,23.8,5.2,18.8,2.67,1e-07,0.1,120,0.60,0.58,True,54.400000000000006,3,3,0.010182931982887,0.10091051472907568,0.3216111273349566,0.3926335819499205,2.891,0.217,0.334,0.334,1.812,29.778,0.8528,
25,100,3,16.0,21.7,20.1,2.84,1e-07,0.1,60,0.60,0.58,True,57.800000000000004,3,3,0.01453192248853357,0.12054842383263902,0.469375267354207,0.9150079321294173,3.706,0.862,0.482,0.482,1.745,28.553,0.8163,
13,100,3,0.9,22.6,18.1,3.15,1e-07,0.05,120,0.45,0.55,True,59.7,3,2,0.013473236207328453,0.11607427022096005,0.46733748118159396,0.870236559789844,4.011,0.862,0.474,0.474,1.789,29.552,0.9207,
1,100,3,1.4,23.7,19.0,4.32,1e-07,0.05,25,center,center,True,76.0,3,2,0.007719123552992955,0.08785854285721426,0.44441413182961204,0.4518206684439269,4.694,0.378,0.448,0.448,1.801,29.518,0.8847,
5,100,3,38.3,5.8,33.3,3.4,1e-07,0.05,25,0.60,0.58,True,84.80000000000001,3,3,0.0058475756555332065,0.07646944262601374,0.21450424341591004,0.7209256629391181,4.131,0.729,0.221,0.221,1.326,16.036,0.5535,
37,100,3,6.8,6.7,2.5,1.39,1e-06,0.05,60,0.35,0.40,True,25.900000000000002,3,2,0.017187846327573295,0.13110242685615434,0.34881743052244113,0.5093901948480531,1.91,0.515,0.354,0.354,1.661,25.795,0.8758,
27,100,3,23.7,42.2,41.6,4.86,1e-07,0.1,120,0.35,0.40,True,110.30000000000001,3,3,0.061113786391055656,0.24721202719741542,0.5684918709077657,0.5825016465398469,4.751,0.106,0.571,0.571,1.552,18.776,0.8106,
28,100,3,51.3,31.5,53.3,1.54,1e-07,0.1,120,0.45,0.55,True,117.5,3,3,0.011000841695119468,0.10488489736429868,1.7044908572251962,3.529307128434131,5.305,3.769,1.707,1.707,1.64,25.033,0.602,
16,100,3,90.6,94.5,123.9,2.36,1e-07,0.1,25,center,center,False,131.8,3,3,0.15384961691943566,0.39223668482108565,5.817430248843028,11.718331617253025,15.837,13.474,5.818,5.818,1.988,34.144,0.7241,vittima non trovata entro 15 minuti (ellisse PF non contiene la vittima o troppo larga)
29,100,3,30.3,79.9,79.1,1.08,1e-07,0.1,120,0.60,0.45,True,133.8,3,3,0.02237123578565599,0.14957017010639517,3.4486001936933786,5.407460803949786,6.58,5.502,3.45,3.45,2.155,39.333,0.7203,
10,100,3,80.3,9.7,75.4,2.11,1e-07,0.05,60,0.60,0.58,True,143.3,3,3,0.015573403815014585,0.12479344459952448,1.5151700907328687,2.878695844399113,5.019,2.909,1.516,1.516,1.509,20.078,0.5888,
9,100,3,40.5,36.0,47.1,2.55,1e-07,0.05,60,0.60,0.45,True,129.20000000000002,3,3,0.8278797972961952,0.9098790014590925,0.5749122353586719,1.137247446976761,3.674,1.126,0.707,0.707,1.432,17.366,0.3403,
26,100,3,66.8,23.4,64.5,1.23,1e-07,0.1,120,center,center,True,145.20000000000002,3,3,0.008365377840727526,0.09146243950785221,2.723197466486927,4.151699932160518,6.287,5.053,2.725,2.725,2.051,31.434,0.5862,
20,100,3,6.8,86.9,82.0,1.4,1e-07,0.1,25,0.60,0.58,True,142.1,3,3,0.01990414264709292,0.14108204225589066,2.300240340779993,5.95515180011676,7.627,6.223,2.303,2.303,1.659,22.473,0.6916,
17,100,3,68.5,14.9,64.2,1.39,1e-07,0.1,25,0.35,0.40,True,139.20000000000002,3,3,0.03634278156715085,0.190637828269079,0.301858594032371,0.38137877678655935,1.06,0.327,0.329,0.329,1.885,32.484,0.8394,
8,100,3,68.7,70.6,91.5,1.64,1e-07,0.05,60,0.45,0.55,True,147.70000000000002,3,3,0.11803511256254876,0.34356238525564575,1.3223542107176884,2.017631740969769,3.755,2.118,1.325,1.325,1.604,24.544,0.5269,
4,100,3,91.7,67.4,106.8,2.03,1e-07,0.05,25,0.60,0.45,True,149.70000000000002,3,3,0.8952369468766106,0.9461696184493616,0.4028466566962499,0.5724079135111274,2.471,0.439,0.813,0.813,1.558,23.55,0.4691,
12,100,3,50.1,85.9,92.6,4.69,1e-07,0.05,120,0.35,0.40,True,152.3,3,3,0.00981824434722264,0.09908705438765772,0.32194156206342917,0.3287098274406185,4.785,0.091,0.332,0.332,2.013,35.314,0.8414,
19,100,3,36.1,57.9,61.4,2.63,1e-07,0.1,25,0.60,0.45,True,147.9,3,3,0.12903609412931358,0.35921594359008285,2.2869913006329856,4.842293829257472,7.549,4.914,2.287,2.287,1.826,25.69,0.6248,
24,100,3,72.6,97.4,114.5,3.29,1e-07,0.1,60,0.60,0.45,False,159.4,3,3,0.038119961636156975,0.19524333954364992,3.868501983452569,9.26544954672052,13.547,10.26,3.873,3.873,2.211,41.485,0.8181,vittima non trovata entro 15 minuti (ellisse PF non contiene la vittima o troppo larga)
7,100,3,42.0,77.7,81.5,3.77,1e-07,0.05,60,0.35,0.40,True,151.1,3,3,0.012484885668235794,0.11173578508354337,0.36510297742308384,0.5823690410328064,4.392,0.627,0.381,0.381,1.662,25.884,0.8676,
15,100,3,78.3,58.0,90.5,4.46,1e-07,0.05,120,0.60,0.58,True,157.3,3,3,0.010335173417156278,0.10166205495245646,1.0634043335701828,1.9585793492732506,6.394,1.936,1.067,1.067,1.7,27.048,0.6396,
14,100,3,83.8,77.8,107.3,3.76,1e-07,0.05,120,0.60,0.45,True,155.0,3,3,0.03747530531266243,0.19358539540126066,0.6964373528441794,0.7048051086488809,3.757,0.002,0.699,0.699,2.17,39.762,0.8765,
11,100,3,48.5,86.3,92.2,4.13,1e-07,0.05,120,center,center,True,157.10000000000002,3,3,0.010147907776982023,0.10073682433441121,1.3108592302188204,1.8032085868007377,6.203,2.075,1.313,1.313,1.895,31.999,0.8752,
23,100,3,95.3,25.0,92.5,3.65,1e-07,0.1,60,0.45,0.55,True,169.9,3,3,0.011306870242189033,0.10633376811807731,1.0897985978275622,1.868720553782352,5.601,1.951,1.094,1.094,1.423,15.843,0.7804,
21,100,3,36.5,99.1,99.2,3.53,1e-07,0.1,60,center,center,True,154.0,3,3,0.0004920544153496338,0.022182299595615282,0.6846218721189554,2.2330590265633004,1.658,1.871,0.685,0.685,1.618,22.207,0.6792,
3,100,3,61.2,86.9,99.3,4.47,1e-07,0.05,25,0.45,0.55,True,167.4,3,3,0.007250894389196603,0.08515218370186758,0.15695444522242985,0.21715943729452533,4.372,0.095,0.172,0.172,1.544,22.445,0.4757,
2,100,3,43.8,62.1,69.0,4.03,1e-07,0.05,25,0.35,0.40,True,158.10000000000002,3,3,0.052045099801976795,0.22813395144514723,0.5680402204078633,1.6751390600558458,5.749,1.716,0.581,0.581,1.429,20.22,0.4831,
32,100,3,90.2,96.4,125.0,1.53,1e-06,0.05,25,0.35,0.40,True,164.0,3,3,0.009990656410145795,0.09995327113279383,0.35907467148811456,3.26786267012451,4.663,3.131,0.361,0.361,1.745,28.462,0.9057,
33,100,3,0.3,69.6,64.7,1.72,1e-06,0.05,25,0.45,0.55,True,153.4,3,3,0.017180578970920977,0.13107470759426082,0.5132242759597039,0.9147614570469503,2.594,0.873,0.515,0.515,1.646,25.299,0.898,
31,100,3,22.2,58.5,56.2,1.75,1e-06,0.05,25,center,center,True,178.8,3,3,0.053532629016374254,0.23137119314291107,1.6609983239984951,2.678398562694652,5.0,3.246,1.665,1.665,1.693,25.116,0.5968,
56,100,3,12.8,11.1,9.9,2.71,1e-06,0.1,120,center,center,True,41.5,3,1,0.01994158937475696,0.14121469248897922,1.2713976223431918,1.7359070792073503,4.808,2.102,1.274,1.274,1.815,29.461,0.8962,
62,100,3,3.0,12.8,8.0,3.0,1e-05,0.05,25,0.35,0.40,True,28.6,3,1,0.01001569831104815,0.10007846077477486,0.16560308782347025,0.7768067971717252,3.826,0.822,0.189,0.189,1.622,24.677,0.9085,
50,100,3,24.6,3.7,19.6,1.03,1e-06,0.1,25,0.60,0.58,True,53.0,3,3,0.019505777184180045,0.13966308454341128,0.2215903405263135,0.34774952389934255,1.313,0.279,0.252,0.252,1.724,27.093,0.8508,
35,100,3,74.6,59.2,88.2,2.71,1e-06,0.05,25,0.60,0.58,True,143.5,3,3,0.2953366327832024,0.5434488317985442,0.6259242963188312,0.7124298935184276,3.26,0.547,0.653,0.653,1.758,28.36,0.7092,
34,100,3,76.5,98.9,118.0,1.7,1e-06,0.05,25,0.60,0.45,True,152.0,3,3,0.04919637344855083,0.2218025550992387,0.4635335228547548,4.068995604277926,5.885,4.183,0.474,0.474,1.706,27.204,0.8158,
22,100,3,34.0,67.1,68.6,3.42,1e-07,0.1,60,0.35,0.40,True,198.60000000000002,3,3,0.0290827874561108,0.17053676277011592,0.7845149301664143,7.342837912075968,10.595,7.174,0.787,0.787,1.501,20.725,0.6745,
44,100,3,31.5,19.6,30.2,3.5,1e-06,0.05,120,0.60,0.45,True,87.80000000000001,3,3,0.11339782306757933,0.3367459325182404,1.2985080305635932,1.752500069750433,5.077,1.582,1.315,1.315,1.639,24.323,0.6159,
36,100,3,30.3,44.4,46.8,3.45,1e-06,0.05,60,center,center,True,129.6,3,3,0.037958837180886454,0.19483027788535964,0.9532803813222236,1.1481348191364134,4.707,1.253,0.958,0.958,1.598,22.67,0.5569,
39,100,3,13.5,52.8,48.6,4.79,1e-06,0.05,60,0.60,0.45,True,126.80000000000001,3,3,1.2183557310355846,1.103791525169307,0.6340939632047058,1.4871065475357523,6.324,1.537,0.893,0.893,1.253,12.561,0.4762,
54,100,3,22.9,28.9,29.8,2.43,1e-06,0.1,60,0.60,0.45,True,89.9,3,3,0.3326533931154216,0.5767611230964008,1.068297514585607,2.8079529100649343,5.39,2.96,1.071,1.071,1.158,12.031,0.585,
38,100,3,83.3,73.4,104.0,1.15,1e-06,0.05,60,0.45,0.55,True,154.60000000000002,3,3,0.053670499021759036,0.2316689427216325,1.0390706148486732,2.242982622683221,3.683,2.532,1.041,1.041,1.417,17.41,0.5654,
41,100,3,54.2,22.9,52.4,3.0,1e-06,0.05,120,center,center,True,137.1,3,3,0.0019882573676763,0.04458987965532426,1.9735548907627083,2.752892721230726,6.238,3.24,1.974,1.974,1.679,25.101,0.6411,
40,100,3,92.2,13.7,87.7,3.56,1e-06,0.05,60,0.60,0.58,True,163.8,3,3,0.009356929540903686,0.09673122319553126,1.4498783405304725,1.505017745261672,3.488,0.074,1.451,1.451,1.873,30.776,0.8423,
42,100,3,5.1,67.1,62.1,3.14,1e-06,0.05,120,0.35,0.40,True,142.1,3,3,0.0419216497526533,0.2047477710566181,0.4198046515682314,1.1033366058349565,4.39,1.246,0.461,0.461,1.699,27.026,0.8068,
45,100,3,44.0,60.5,67.8,3.32,1e-06,0.05,120,0.60,0.58,True,142.9,3,3,0.016791169529659374,0.1295807452118538,2.0649923834461448,3.586662075665769,7.15,3.826,2.065,2.065,1.783,27.026,0.592,
57,100,3,61.5,12.0,57.0,4.47,1e-06,0.1,120,0.35,0.40,True,145.3,3,3,0.013415696505525543,0.11582614776260818,0.4588289592771689,2.874243015272976,7.286,2.815,0.468,0.468,1.717,27.539,0.8691,
61,100,3,74.4,83.6,104.8,3.79,1e-05,0.05,25,center,center,True,138.70000000000002,3,3,0.0054030138796238355,0.07350519627634386,1.0951858164479955,1.208558427611588,4.752,0.959,1.097,1.097,1.566,22.756,0.589,
43,100,3,93.2,87.2,120.6,4.43,1e-06,0.05,120,0.45,0.55,True,163.5,3,3,0.01589074208526075,0.1260584867641237,0.5454185710367081,0.6028721856968281,4.906,0.479,0.55,0.55,1.791,29.663,0.8752,
78,100,3,11.0,8.1,6.7,2.53,1e-05,0.1,25,0.45,0.55,True,25.1,3,1,0.14766649556873893,0.3842739850272705,0.3143407508942773,0.4782921119205123,2.87,0.342,0.417,0.417,1.671,26.149,0.7627,
52,100,3,86.2,22.4,83.1,4.36,1e-06,0.1,60,0.35,0.40,True,153.60000000000002,3,3,0.015802454502697898,0.12570781400811126,0.1873505785983886,2.104363073444837,6.406,2.045,0.225,0.225,1.33,17.111,0.5973,
60,100,3,73.0,42.2,77.5,1.24,1e-06,0.1,120,0.60,0.58,True,149.6,3,3,0.4695674269186423,0.6852499010716034,1.0330398452714333,1.388065509552389,-0.075,1.315,1.171,1.171,2.056,38.307,0.611,
59,100,3,64.1,56.3,78.3,3.52,1e-06,0.1,120,0.60,0.45,True,144.4,3,3,0.08464185906061633,0.2909327397537382,1.3007964165914807,2.714157939888979,5.963,2.442,1.303,1.303,1.6,22.96,0.8134,
48,100,3,94.0,34.2,93.7,3.87,1e-06,0.1,25,0.45,0.55,True,178.20000000000002,3,3,0.011195794660337923,0.10581018221484133,3.290736792798562,6.839529447151162,11.197,7.323,3.291,3.291,1.838,29.914,0.6537,
46,100,3,83.9,32.0,83.4,1.46,1e-06,0.1,25,center,center,False,159.5,3,3,0.011510561584538465,0.10728728528832512,3.7847918660713216,5.676887180636228,8.162,6.703,3.785,3.785,1.654,23.181,0.8363,vittima non trovata entro 15 minuti (ellisse PF non contiene la vittima o troppo larga)
55,100,3,74.4,42.4,78.8,4.97,1e-06,0.1,60,0.60,0.58,True,153.60000000000002,3,3,0.04026921835073059,0.20067191719503402,1.3471097818604978,1.5420372796432624,5.82,0.85,1.359,1.359,1.989,34.757,0.8771,
53,100,3,5.0,60.4,55.4,3.12,1e-06,0.1,60,0.45,0.55,True,159.5,3,3,0.034481316441235865,0.18569145494942912,0.5462934164260653,1.2132268046591501,4.345,1.224,0.562,0.562,1.514,21.719,0.4957,
49,100,3,75.8,90.7,111.2,3.25,1e-06,0.1,25,0.60,0.45,True,168.5,3,3,0.10588382160623244,0.32539794345728806,1.7618704972759895,3.0088347330089604,6.804,3.553,1.784,1.784,1.827,30.754,0.7615,
58,100,3,32.0,82.0,81.6,2.92,1e-06,0.1,120,0.45,0.55,True,161.60000000000002,3,3,0.024277582516719576,0.15581265197896985,1.2153049731502121,2.4939033277012506,5.393,2.474,1.221,1.221,1.579,22.861,0.6696,
69,100,3,46.8,70.8,77.9,1.91,1e-05,0.05,60,0.60,0.45,True,121.80000000000001,3,3,2.513684319873329,1.5854602864383986,1.0545805656520582,1.9588493763326584,3.897,1.984,1.196,1.196,1.781,29.583,0.4293,
66,100,3,13.6,81.6,77.1,2.51,1e-05,0.05,60,center,center,True,133.4,3,3,0.02303090156883891,0.15175935413950242,0.5360927984227043,0.7987244283621122,3.464,0.949,0.538,0.538,1.203,11.14,0.8513,
63,100,3,82.2,70.4,101.2,1.94,1e-05,0.05,25,0.45,0.55,True,147.8,3,3,0.03994986514158935,0.1998746235558415,0.5721262287492604,1.6663942797316946,3.804,1.861,0.578,0.578,1.809,30.083,0.525,
47,100,3,90.9,34.7,90.9,4.77,1e-06,0.1,25,0.35,0.40,True,177.3,3,3,0.01980681328339734,0.1407366806607195,0.3722983447931267,0.6777440967326013,5.448,0.675,0.385,0.385,1.23,13.412,0.7686,
74,100,3,25.2,41.1,41.3,3.36,1e-05,0.05,120,0.60,0.45,True,81.0,3,3,0.7118448862701682,0.8437090056827462,0.743028704483102,1.399286680775464,4.781,1.423,0.761,0.761,1.194,11.725,0.5052,
67,100,3,67.3,89.0,104.6,3.48,1e-05,0.05,60,0.35,0.40,True,135.3,3,3,0.007021360366005654,0.0837935580221156,0.12781601573392648,0.1393311121991213,3.589,0.106,0.15,0.15,1.703,26.477,0.9063,
64,100,3,92.5,55.8,101.2,3.9,1e-05,0.05,25,0.60,0.45,True,157.3,3,3,0.018618698734009044,0.13645035263424218,0.07530351472528155,0.5561622634730656,4.437,0.533,0.15,0.15,1.592,23.725,0.492,
65,100,3,88.6,49.3,94.7,1.78,1e-05,0.05,25,0.60,0.58,True,150.9,3,3,0.011346596455570476,0.10652040394013945,1.9683768616195068,3.87058828635706,5.889,4.109,1.969,1.969,1.679,24.879,0.5587,
68,100,3,94.0,58.9,104.1,2.66,1e-05,0.05,60,0.45,0.55,True,152.3,3,3,0.12277244961569812,0.35038899756655906,0.49690346010745534,0.7701832076798117,3.453,0.797,0.498,0.498,1.544,22.499,0.5102,
70,100,3,44.8,87.2,91.3,1.08,1e-05,0.05,60,0.60,0.58,True,132.1,3,3,0.01940149902689003,0.13928926386082321,1.772310560626222,5.431814417796201,6.647,5.569,1.774,1.774,1.409,18.053,0.5852,
73,100,3,73.6,27.3,72.2,3.07,1e-05,0.05,120,0.45,0.55,True,125.0,3,3,0.00589222811070007,0.07676085011710117,0.5804489760652873,1.0132883458257391,4.13,1.064,0.582,0.582,1.579,22.212,0.5866,
95,100,3,7.6,4.4,2.7,2.52,1e-07,0.05,25,0.60,0.58,True,23.400000000000002,3,2,0.005187431535554858,0.07202382616575474,0.21820338549885285,0.5235365498085389,2.01,0.515,0.22,0.22,1.675,26.162,0.9169,
75,100,3,4.8,47.4,42.4,3.28,1e-05,0.05,120,0.60,0.58,True,108.30000000000001,2,2,0.33654027733911607,0.5801209161365551,2.7248328850468675,3.384546019578949,4.609,1.334,2.725,2.725,2.804,58.772,0.7622,
71,100,3,64.3,67.3,86.0,3.2,1e-05,0.05,120,center,center,True,135.70000000000002,3,3,0.03530639219723684,0.18789995262702128,1.0777054293320396,1.3258619710905528,4.695,1.495,1.079,1.079,1.594,22.569,0.5622,
72,100,3,17.9,90.1,86.0,4.57,1e-05,0.05,120,0.35,0.40,True,126.7,3,3,0.002914521505453918,0.05398630849996986,0.4804224420984875,0.4811083476266739,4.84,0.274,0.482,0.482,1.748,28.209,0.9417,
51,100,3,98.0,23.2,94.8,3.98,1e-06,0.1,60,center,center,False,226.4,3,3,0.028595299356261802,0.1691014469372211,5.241962410993164,6.95993589871525,9.55,5.574,5.242,5.242,1.628,24.09,0.5949,vittima non trovata entro 15 minuti (ellisse PF non contiene la vittima o troppo larga)
83,100,3,25.5,4.7,20.5,4.68,1e-05,0.1,60,0.45,0.55,True,66.7,3,3,0.010791086662381716,0.10388015528666539,0.22496798709485055,0.4480205313043766,5.108,0.424,0.237,0.237,1.745,28.027,0.8986,
77,100,3,32.8,51.7,54.4,2.39,1e-05,0.1,25,0.35,0.40,True,108.4,3,3,0.006451209240036568,0.08031942006785513,0.261559302826809,0.44773193888604673,1.918,0.47,0.274,0.274,1.878,30.507,0.9222,
84,100,3,70.3,12.3,65.7,3.55,1e-05,0.1,60,0.60,0.45,True,124.80000000000001,3,1,0.14523682857740058,0.3810994995764237,2.0447014079257886,3.90408196057046,7.722,4.174,2.048,2.048,2.038,36.989,0.8418,
93,100,3,24.1,28.4,30.2,1.83,1e-07,0.05,25,0.45,0.55,True,90.2,3,3,0.004333306114682015,0.06582785211961587,0.5159899834018707,1.6957178923246947,3.612,1.783,0.517,0.517,1.761,28.411,0.9049,
76,100,3,19.4,88.5,84.7,3.53,1e-05,0.1,25,center,center,True,161.5,3,3,0.7246169709616168,0.8512443661849497,1.1159018024445315,3.6365039855683086,-0.048,3.58,1.385,1.385,2.079,34.031,0.543,
81,100,3,52.4,70.4,80.8,3.79,1e-05,0.1,60,center,center,True,126.30000000000001,3,3,0.02243689663946278,0.14978950777495326,1.4050480973037418,2.142166175762267,6.367,2.574,1.408,1.408,1.893,29.973,0.8174,
105,100,3,19.6,15.3,17.8,4.49,1e-07,0.05,120,0.60,0.58,True,68.8,3,3,0.011728062297560364,0.10829617859167684,0.2485332794087146,0.5801350812591242,5.034,0.54,0.268,0.268,1.26,15.856,0.4943,
82,100,3,68.8,77.3,96.5,3.08,1e-05,0.1,60,0.35,0.40,True,132.8,3,3,0.1827877379702601,0.4275368264492079,0.9690004689706359,4.800578488832051,7.842,4.757,0.972,0.972,1.587,23.629,0.5089,
91,100,3,24.5,33.2,34.3,4.68,1e-07,0.05,25,center,center,True,112.9,3,3,0.03799091722524111,0.1949125886782101,1.053223006202434,1.2243541193274243,6.0,1.323,1.061,1.061,1.762,26.597,0.5706,
87,100,3,33.3,48.8,52.1,1.31,1e-05,0.1,120,0.35,0.40,True,122.7,3,3,0.10630346150026235,0.32604211614492745,1.1615640572466632,7.080275696839396,8.484,7.171,1.163,1.163,1.388,17.95,0.5653,
100,100,3,2.1,42.3,37.4,3.96,1e-07,0.05,60,0.60,0.58,True,98.4,3,3,0.031068386805233217,0.17626226710567755,1.1218005066159713,2.2417766915401383,6.099,2.136,1.124,1.124,1.614,23.917,0.6104,
108,100,3,10.1,22.9,18.6,2.49,1e-07,0.1,25,0.45,0.55,True,62.900000000000006,3,3,0.01825714328104006,0.13511899674375938,0.941825277782142,1.6964710661174227,4.123,1.629,0.943,0.943,1.496,21.835,0.5551,
90,100,3,65.2,1.9,60.3,4.06,1e-05,0.1,120,0.60,0.58,True,127.9,3,1,0.08320839335603712,0.28845865103344903,2.203427900428486,3.3855246323744743,7.802,3.746,2.205,2.205,1.88,28.123,0.6819,
85,100,3,35.1,82.1,82.7,3.7,1e-05,0.1,60,0.60,0.58,True,126.80000000000001,3,3,0.0055426908241718205,0.07444924999066022,0.49186688811827456,0.747064848282974,4.358,0.66,0.494,0.494,1.273,14.697,0.5049,
88,100,3,52.4,99.2,105.5,4.54,1e-05,0.1,120,0.45,0.55,True,134.3,3,3,0.02003799909907772,0.141555639587682,0.7315696274750285,1.0437850110384506,5.379,0.836,0.739,0.739,1.745,27.718,0.8906,
104,100,3,29.6,8.3,24.8,1.24,1e-07,0.05,120,0.60,0.45,True,83.7,3,3,0.25084567286653053,0.5008449589109694,0.4452470097000615,1.9065702749981353,3.403,2.161,0.503,0.503,1.816,30.852,0.6875,
80,100,3,72.7,69.4,93.4,2.48,1e-05,0.1,25,0.60,0.58,True,154.8,3,3,0.09219522968312487,0.3036366738111931,0.7288485634831839,1.0060378361250575,1.607,0.872,0.78,0.78,1.888,31.346,0.8162,
86,100,3,87.9,7.4,82.9,2.31,1e-05,0.1,120,center,center,True,172.9,3,3,0.017661119208151888,0.13289514365902122,3.463468564362451,7.0592336902003865,10.502,8.19,3.464,3.464,1.955,28.486,0.863,
96,100,3,85.4,36.6,86.4,3.29,1e-07,0.05,60,center,center,True,159.8,3,3,0.00435968447638563,0.0660279067999708,2.8345376084017397,4.013735228741055,8.069,4.777,2.835,2.835,1.466,17.352,0.7295,
94,100,3,24.7,68.3,66.3,3.63,1e-07,0.05,25,0.60,0.45,True,143.1,3,3,0.03262243918104658,0.18061682972814735,1.135045212038364,1.8505724163312236,5.285,1.65,1.137,1.137,1.801,27.601,0.5692,
98,100,3,37.2,41.5,48.6,3.01,1e-07,0.05,60,0.45,0.55,True,141.1,3,3,0.009207260057279587,0.0959544686675904,0.8652054650360801,1.3442379376096125,4.332,1.325,0.87,0.87,1.572,23.436,0.4918,
99,100,3,37.0,84.0,85.2,4.54,1e-07,0.05,60,0.60,0.45,True,146.8,3,3,0.8417657615544222,0.9174779351866845,1.0901765853173324,1.7527317995794254,6.295,1.751,1.094,1.094,1.488,18.414,0.4083,
102,100,3,39.9,44.2,52.5,4.34,1e-07,0.05,120,0.35,0.40,True,132.1,3,3,0.009084377561817044,0.09531200114265277,0.12137555121153316,0.17082039490525788,4.512,0.171,0.132,0.132,1.727,27.407,0.898,
92,100,3,17.6,71.0,67.2,1.86,1e-07,0.05,25,0.35,0.40,True,172.60000000000002,3,3,0.020477463623355376,0.14309948855029278,0.19729929735696056,0.901772389404121,2.847,0.99,0.236,0.236,1.769,28.917,0.883,
101,100,3,50.6,66.3,76.4,5.0,1e-07,0.05,120,center,center,True,152.9,3,3,0.004487367467687949,0.06698781581517604,1.2746187897058747,1.6132660108702963,6.841,1.841,1.275,1.275,1.48,16.398,0.8857,
103,100,3,21.6,72.4,69.4,4.59,1e-07,0.05,120,0.45,0.55,True,154.60000000000002,3,3,0.008003633357001388,0.08946302787744996,0.3681070570966684,0.542695023932064,5.072,0.484,0.372,0.372,1.762,28.539,0.8891,
112,100,3,19.1,26.9,26.0,4.12,1e-07,0.1,60,0.35,0.40,True,89.7,3,3,0.0029000447235217478,0.05385206331721885,0.30291605325682985,0.6225133913800934,4.769,0.651,0.307,0.307,1.701,27.198,0.8411,
97,100,3,96.6,39.3,97.8,3.92,1e-07,0.05,60,0.35,0.40,True,194.0,3,3,0.005558721824311045,0.07455683620105566,0.5366318440054874,0.5709433638179604,4.237,0.315,0.54,0.54,1.929,33.176,0.8439,
110,100,3,16.0,86.5,82.3,3.57,1e-07,0.1,25,0.60,0.58,True,148.5,3,3,0.012183354017188383,0.11037823162738378,3.1108728631739204,6.432874147520251,10.121,6.55,3.112,3.112,1.654,21.668,0.7902,
132,100,3,19.4,12.5,16.2,1.73,1e-06,0.05,120,0.35,0.40,True,56.900000000000006,3,3,0.009181871732170062,0.09582208373944945,0.061135727813428284,0.17413965957470626,1.922,0.188,0.093,0.093,1.711,27.197,0.8458,
128,100,3,7.7,29.3,24.5,2.1,1e-06,0.05,60,0.45,0.55,True,75.5,3,3,0.006118068002381134,0.07821807976664433,0.40798003866411486,0.43911019095786585,2.367,0.264,0.409,0.409,1.64,25.157,0.9266,
107,100,3,76.5,3.7,71.5,2.39,1e-07,0.1,25,0.35,0.40,True,157.3,3,3,0.024966579775928838,0.15800816363697426,0.2625021134064512,1.9294924523558852,4.311,1.925,0.266,0.266,1.398,19.338,0.5153,
111,100,3,99.8,56.7,107.9,4.58,1e-07,0.1,60,center,center,True,158.5,3,3,0.07168299581330334,0.2677368032477107,1.5840255347114103,3.5662612733810404,8.079,3.498,1.586,1.586,1.554,21.198,0.6591,
114,100,3,59.6,44.8,67.6,1.95,1e-07,0.1,60,0.60,0.45,True,143.5,3,3,0.03528935522822633,0.18785461194292338,2.74301360067994,4.528817557863733,7.043,5.088,2.743,2.743,1.805,24.889,0.7523,
133,100,3,11.3,27.3,23.2,4.69,1e-06,0.05,120,0.45,0.55,True,74.2,3,3,0.036345672178963714,0.19064540954075898,0.4667056286417926,0.5905000374724173,5.18,0.49,0.47,0.47,1.842,30.911,0.8593,
125,100,3,81.9,46.6,87.4,4.96,1e-06,0.05,25,0.60,0.58,True,145.1,3,3,0.010032315019210212,0.10016144477397584,0.8926001252598226,1.3483492991904107,6.268,1.304,0.893,0.893,1.708,24.699,0.6171,
123,100,3,55.6,38.4,60.6,1.49,1e-06,0.05,25,0.45,0.55,True,138.1,3,3,0.042251607420959306,0.20555195795943978,2.196801536336926,3.6316082904222236,5.19,3.702,2.201,2.201,1.51,21.545,0.6655,
113,100,3,92.1,13.8,87.6,4.05,1e-07,0.1,60,0.45,0.55,True,170.4,3,3,0.09466764408333123,0.3076810752765454,2.199908121721794,3.8390677068962535,8.02,3.971,2.2,2.2,1.607,19.06,0.736,
117,100,3,88.1,70.5,105.8,3.94,1e-07,0.1,120,0.35,0.40,True,150.5,3,3,0.06252056376624604,0.25004112415010066,0.9029038041820411,2.4177588104334236,6.356,2.413,0.908,0.908,1.325,16.352,0.5171,
118,100,3,79.3,76.0,102.8,4.76,1e-07,0.1,120,0.45,0.55,True,152.0,3,3,0.03586581454366734,0.1893827197599278,0.4435480086770353,0.6408305642433187,5.411,0.655,0.46,0.46,1.668,24.865,0.6203,
