run_id,area_size_m,n_drones,victim_x_m,victim_y_m,victim_dist_m,victim_depth_m,artva_noise_std,comm_radius_m,workspace_frac_r,workspace_frac_c,found,time_found_s,n_drones_stopped,pos_variance_m2,pos_std_m,est_error_2d_m,note,noise_detect_factor
16,100,3,37.9,34.9,44.4,2.39,1e-08,120,center,center,True,0.2,3,6.00358106662145e-06,0.0024502206159081777,12.064064113785838,,
17,100,3,48.9,18.9,46.1,1.02,1e-08,120,0.35,0.45,True,0.2,3,6.0055270853217635e-06,0.0024506176946479767,26.258230444502193,,
5,100,3,49.6,30.2,51.2,1.91,1e-08,25,0.60,0.58,True,41.400000000000006,3,0.0005955879868079763,0.024404671413644895,13.745843901642068,,
34,100,3,35.2,14.1,31.6,2.24,1e-07,80,0.60,0.45,True,38.6,3,0.021667007221852656,0.14719717124269968,14.075719732285028,,
35,100,3,13.9,19.6,17.1,3.4,1e-07,80,0.60,0.58,True,0.2,3,5.995633793217613e-06,0.00244859833235621,39.84407834647882,,
7,100,3,24.8,54.6,53.4,1.37,1e-08,50,0.35,0.45,True,65.10000000000001,3,0.0,0.0,22.352894730850824,,
22,100,3,31.9,36.4,41.3,4.74,1e-07,25,0.35,0.45,True,67.4,3,0.004608719370154744,0.06788754944873725,2.470155220002709,,
20,100,3,68.5,24.1,66.3,3.98,1e-08,120,0.60,0.58,True,69.0,3,0.006836246892251945,0.08268159947806976,31.463015194826575,,
24,100,3,57.8,26.9,57.1,2.37,1e-07,25,0.60,0.45,True,71.9,3,0.02035268188464525,0.14266282586800688,5.716364336727781,,
26,100,3,13.4,44.6,40.5,3.24,1e-07,50,center,center,True,69.60000000000001,3,0.02819434629766082,0.16791172173990956,17.130692436651934,,
3,100,3,47.2,40.4,55.1,4.36,1e-08,25,0.45,0.55,True,73.5,3,0.0,0.0,5.1162900226168855,,
10,100,3,54.9,30.1,55.8,1.78,1e-08,50,0.60,0.58,True,76.9,3,0.0,0.0,17.846414661397375,,
4,100,3,64.0,31.8,64.8,2.19,1e-08,25,0.60,0.45,True,70.7,3,0.008077868311878336,0.0898769620752634,23.002552673332275,,
12,100,3,42.6,52.7,60.8,1.83,1e-08,80,0.35,0.45,True,78.5,3,0.0005935364690028211,0.02436260390440277,6.886372084635278,,
25,100,3,46.0,32.7,49.5,3.38,1e-07,25,0.60,0.58,True,80.2,3,0.026038180601133783,0.16136350455147466,3.4727372593816628,,
13,100,3,49.9,47.4,61.8,4.56,1e-08,80,0.45,0.55,True,81.60000000000001,3,0.0007271382755662018,0.026965501581950997,2.632192921127141,,
18,100,3,70.3,35.5,72.1,1.29,1e-08,120,0.45,0.55,True,86.4,3,0.0032426620848134084,0.056944377113226974,24.939931361620843,,
28,100,3,26.5,67.7,66.3,1.42,1e-07,50,0.45,0.55,True,89.80000000000001,3,0.004451846554870894,0.06672215939903994,0.7797996811095869,,
23,100,3,15.5,55.8,51.9,1.63,1e-07,25,0.45,0.55,True,90.0,3,0.00012179114391897202,0.011035902496804329,0.6664839307862175,,
14,100,3,27.8,71.5,70.3,1.4,1e-08,80,0.60,0.45,True,92.7,3,2.7565955472043037e-26,1.660299836536854e-13,31.044694226927973,,
32,100,3,49.2,30.1,50.8,2.52,1e-07,80,0.35,0.45,True,92.5,3,0.02817135538414013,0.16784324646568335,4.323754030303238,,
29,100,3,15.3,63.7,59.6,1.7,1e-07,50,0.60,0.45,True,97.2,3,0.00013686408170626477,0.011698892328176407,0.5638337504810571,,
21,100,3,46.7,60.2,69.2,3.62,1e-07,25,center,center,True,96.9,3,0.004125222616867913,0.06422789593991005,1.4373408812993755,,
1,100,3,60.1,39.6,65.1,4.74,1e-08,25,center,center,True,101.0,3,1.0097419586828951e-28,1.0048591735576161e-14,14.844072152179605,,
27,100,3,68.4,54.2,80.3,1.42,1e-07,50,0.35,0.45,True,102.60000000000001,3,0.0016326652043519747,0.04040625204534534,0.031612785514371626,,
33,100,3,52.5,57.1,70.4,3.04,1e-07,80,0.45,0.55,True,100.0,3,0.0020800665631405296,0.04560774674482976,0.23976706819183,,
30,100,3,19.6,80.0,76.5,3.88,1e-07,50,0.60,0.58,True,107.30000000000001,3,0.00540108904348237,0.07349210191226245,7.418714292146813,,
15,100,3,61.3,55.0,75.3,3.14,1e-08,80,0.60,0.58,True,107.10000000000001,3,0.0006885073153071813,0.02623942292252597,5.6200939892258095,,
31,100,3,64.2,44.1,70.9,2.42,1e-07,80,center,center,True,106.60000000000001,3,0.001727773530520061,0.041566495287912605,0.9911585376315112,,
2,100,3,11.4,78.3,73.5,4.05,1e-08,25,0.35,0.45,True,106.0,3,5.480820916280703e-20,2.341115314605563e-10,48.83806798513417,,
8,100,3,66.5,47.6,74.8,1.77,1e-08,50,0.45,0.55,True,112.4,3,5.048709793414476e-29,7.105427357601002e-15,14.215338093523961,,
40,100,3,26.2,22.1,27.2,2.53,1e-07,120,0.60,0.58,True,41.1,3,0.0003362551383267645,0.0183372609275967,3.815468847299583,,
63,100,3,36.6,27.0,38.5,1.38,1e-08,25,0.45,0.55,True,0.2,3,6.005524684446782e-06,0.002450617204796943,19.617612713173468,,
64,100,3,14.2,24.9,21.9,2.88,1e-08,25,0.60,0.45,True,0.2,3,5.839421427182257e-06,0.0024164894841861525,36.5233508641083,,
9,100,3,50.7,70.6,79.9,4.21,1e-08,50,0.60,0.45,True,118.10000000000001,3,1.5975556984437744e-05,0.003996943455246489,13.464784044339712,,
19,100,3,69.9,51.4,79.8,2.52,1e-08,120,0.60,0.45,True,126.10000000000001,3,5.048709793414476e-29,7.105427357601002e-15,14.27873879112447,,
46,100,3,26.2,12.1,22.4,1.57,1e-06,50,center,center,True,45.2,3,0.02814859627787088,0.1677754340714721,6.387651745177241,,
48,100,3,23.0,33.4,33.6,3.84,1e-06,50,0.45,0.55,True,53.5,3,0.0006669832820255789,0.025826019476984426,1.6378197978273201,,
36,100,3,22.6,67.3,64.8,4.62,1e-07,120,center,center,True,91.0,3,0.027912421105941547,0.16707010835556893,3.774883398138108,,
6,100,3,68.5,64.9,87.3,1.05,1e-08,50,center,center,True,137.1,3,2.0194839173657902e-28,1.4210854715202004e-14,4.106849856383513,,
72,100,3,32.0,24.9,33.5,3.94,1e-08,80,0.35,0.45,True,0.2,3,6.0055270853217635e-06,0.0024506176946479767,23.63024319586786,,
45,100,3,35.4,33.8,41.8,2.0,1e-06,25,0.60,0.58,True,62.5,3,nan,nan,4.1017334202341,,
73,100,3,18.7,29.0,27.6,1.5,1e-08,80,0.45,0.55,True,0.2,3,6.005524684446782e-06,0.002450617204796943,30.46630691003205,,
42,100,3,41.2,52.2,59.4,2.82,1e-06,25,0.35,0.45,True,67.0,3,0.00040526809116848213,0.020131271474213498,0.17684072321637276,,
37,100,3,73.6,53.5,84.0,4.79,1e-07,120,0.35,0.45,True,102.30000000000001,3,0.0006250074577182556,0.025000149153920175,0.14023209789201999,,
49,100,3,21.3,60.8,58.1,4.62,1e-06,50,0.60,0.45,True,59.6,3,0.001126360587977418,0.033561295981791556,21.784972591811258,,
41,100,3,29.9,53.1,54.1,1.73,1e-06,25,center,center,True,73.7,3,5.6935060743009373e-05,0.007545532502283014,3.0142041035068146,,
78,100,3,21.6,35.4,34.6,4.17,1e-08,120,0.45,0.55,True,0.2,3,6.005524684446782e-06,0.002450617204796943,25.022353681137673,,
47,100,3,35.8,54.8,58.6,3.65,1e-06,50,0.35,0.45,True,71.7,3,9.293600269423602e-05,0.009640332084230088,0.6084443175941039,,
44,100,3,32.5,12.9,28.7,2.03,1e-06,25,0.60,0.45,True,68.7,3,196.9595941008732,14.03422937324573,8.843070718164324,,
43,100,3,45.8,39.3,53.3,3.33,1e-06,25,0.45,0.55,True,73.7,3,nan,nan,1.740895925552702,,
50,100,3,38.1,51.7,57.2,3.47,1e-06,50,0.60,0.58,True,67.8,3,0.0002637955230148674,0.016241783246148417,0.4279857301117562,,
59,100,3,52.6,31.9,54.7,3.75,1e-06,120,0.60,0.45,True,56.0,3,0.0012231795228133452,0.03497398351365405,1.7620746852610036,,
11,100,3,64.2,77.4,93.5,2.55,1e-08,80,center,center,True,149.8,3,0.0039953856422194865,0.06320906297533199,8.641966843798661,,
56,100,3,37.3,13.9,33.5,1.9,1e-06,120,center,center,True,60.0,3,0.0034493299647376037,0.05873099662646296,7.772444015777209,,
38,100,3,42.1,80.2,83.9,2.68,1e-07,120,0.45,0.55,True,103.7,3,0.001109624045172286,0.033311019875895215,0.5633246011537127,,
54,100,3,11.1,77.1,72.4,2.19,1e-06,80,0.60,0.45,True,82.80000000000001,3,nan,nan,19.942644101941294,,
39,100,3,76.4,69.4,96.2,3.58,1e-07,120,0.60,0.45,True,117.60000000000001,3,0.0007804890635168621,0.027937234356980686,0.9590917269169229,,
68,100,3,19.7,52.6,49.8,4.78,1e-08,50,0.45,0.55,True,58.900000000000006,3,6.005524684446782e-06,0.002450617204796943,26.30445276292331,,
60,100,3,53.9,61.5,74.7,4.98,1e-06,120,0.60,0.58,True,86.0,3,0.0008425628867384332,0.0290269338156553,20.945311338014328,,
51,100,3,64.4,52.0,75.8,3.28,1e-06,80,center,center,True,98.60000000000001,3,0.0021205846046939425,0.04604980569659271,13.979997233614633,,
52,100,3,72.7,29.0,71.9,1.37,1e-06,80,0.35,0.45,True,103.80000000000001,3,0.0023475469243566444,0.04845149042451269,20.530026403337466,,
65,100,3,48.5,37.9,54.5,2.92,1e-08,25,0.60,0.58,True,72.9,3,0.004861717450702389,0.0697260170288135,7.807895443416704,,
55,100,3,46.2,70.5,77.4,4.75,1e-06,80,0.60,0.58,True,95.4,3,0.0024372034401089057,0.04936804067520713,23.874424415494165,,
57,100,3,60.6,51.7,72.6,4.21,1e-06,120,0.35,0.45,True,98.30000000000001,3,0.005612915908866759,0.0749193960791647,0.23510139546319198,,
58,100,3,75.1,63.5,91.3,3.06,1e-06,120,0.45,0.55,True,101.80000000000001,3,nan,nan,27.490449997149685,,
67,100,3,17.4,66.0,62.2,2.79,1e-08,50,0.35,0.45,True,75.8,3,1.5214813711176301e-21,3.900617093637403e-11,35.33810594661393,,
99,100,3,11.0,14.9,11.6,4.16,1e-07,120,0.60,0.45,True,0.2,3,5.839421427182257e-06,0.0024164894841861525,45.084834733146984,,
61,100,3,36.9,70.4,72.8,3.7,1e-08,25,center,center,True,103.30000000000001,3,5.669352373456252e-08,0.00023810401872829135,23.318167596136902,,
74,100,3,58.3,43.0,65.5,3.34,1e-08,80,0.60,0.45,True,73.2,3,0.0,0.0,11.25453120139981,,
90,100,3,27.5,24.3,29.7,1.57,1e-07,50,0.60,0.58,True,42.7,3,0.0012820577050009505,0.035805833393470266,3.1217846650699115,,
84,100,3,21.4,44.6,42.9,4.12,1e-07,25,0.60,0.45,True,67.3,3,0.016114823145719357,0.126944173342928,12.927400238595515,,
83,100,3,43.7,23.9,43.1,2.72,1e-07,25,0.45,0.55,True,71.4,3,0.03543124660136148,0.18823189581301433,11.998118309606594,,
94,100,3,35.2,13.9,31.5,4.53,1e-07,80,0.60,0.45,True,38.5,3,0.021994598983373373,0.14830576180099467,14.322085867910214,,
93,100,3,28.0,10.6,23.7,2.36,1e-07,80,0.45,0.55,True,41.800000000000004,3,0.03177233927462749,0.1782479713057837,12.877278660071477,,
66,100,3,62.9,68.1,85.6,4.68,1e-08,50,center,center,True,119.10000000000001,3,0.0005405915708261099,0.023250625170651,2.8451653459990305,,
75,100,3,39.1,75.0,77.9,3.58,1e-08,80,0.60,0.58,True,102.30000000000001,3,1.4638734046005272e-24,1.2099063619142299e-12,24.90438658431118,,
87,100,3,30.1,60.8,61.2,3.95,1e-07,50,0.35,0.45,True,86.30000000000001,3,0.0016326882928713008,0.040406537749122985,0.1219089625639932,,
89,100,3,43.7,20.2,41.6,1.33,1e-07,50,0.60,0.45,True,69.0,3,0.029083517368375306,0.17053890280043232,14.70381573368416,,
69,100,3,65.8,65.0,85.5,3.29,1e-08,50,0.60,0.45,True,117.4,3,0.0045231787098258605,0.0672545813296452,1.8544873056583988,,
85,100,3,44.8,77.6,82.7,3.3,1e-07,25,0.60,0.58,True,99.7,3,0.0016322681646074365,0.04040133864870614,0.01645756546639651,,
88,100,3,37.0,69.9,72.3,2.46,1e-07,50,0.45,0.55,True,93.2,3,0.0016325253824978577,0.04040452180756329,0.8337948464969852,,
76,100,3,72.0,24.1,69.7,1.77,1e-08,120,center,center,True,104.80000000000001,3,0.005123087994871581,0.07157575004756556,34.38900085533432,,
81,100,3,28.5,65.3,64.8,3.92,1e-07,25,center,center,True,106.5,3,0.001698331911368367,0.04121082274558914,4.504045770235471,,
98,100,3,28.0,27.9,32.5,2.85,1e-07,120,0.45,0.55,True,55.5,3,6.833489244925666e-06,0.002614094345069754,0.8658574712672531,,
71,100,3,70.4,42.3,75.3,4.6,1e-08,80,center,center,True,116.10000000000001,3,1.0097419586828951e-28,1.0048591735576161e-14,20.84069131270963,,
82,100,3,55.9,34.6,58.9,2.81,1e-07,25,0.35,0.45,True,102.7,3,0.002408583275190786,0.04907731935620349,0.14360228964859104,,
86,100,3,44.0,64.9,71.5,1.96,1e-07,50,center,center,True,98.2,3,0.00739562471510529,0.08599781808339843,1.2818338709654409,,
70,100,3,72.2,36.4,74.1,4.38,1e-08,50,0.60,0.58,True,116.9,3,0.0024693398798529805,0.04969245294662943,26.00898815392973,,
79,100,3,77.1,34.0,77.7,2.75,1e-08,120,0.60,0.45,True,117.7,3,1.0097419586828951e-28,1.0048591735576161e-14,31.773792618195017,,
122,100,3,10.0,30.9,26.4,2.19,1e-08,25,0.35,0.45,True,0.2,3,6.0055270853217635e-06,0.0024506176946479767,37.42625001535177,,
100,100,3,30.7,31.3,36.8,2.74,1e-07,120,0.60,0.58,True,66.4,3,0.0004975208746315499,0.02230517596056014,0.8351988031270215,,
62,100,3,67.8,80.6,98.3,3.41,1e-08,25,0.35,0.45,True,145.8,3,0.00011613720133576887,0.010776697144105372,8.691053165848013,,
96,100,3,30.4,49.5,51.3,2.88,1e-07,120,center,center,True,83.10000000000001,3,0.02610887998742981,0.16158242474795892,3.038862502121639,,
97,100,3,59.7,11.0,55.0,2.34,1e-07,120,0.35,0.45,True,92.4,3,0.0072761349439768854,0.08530026344611653,20.537819110212553,,
102,100,3,62.0,44.4,69.3,1.07,1e-06,25,0.35,0.45,True,60.5,3,nan,nan,9.828676828219638,,
80,100,3,79.7,59.4,92.4,1.81,1e-08,120,0.60,0.58,True,135.1,3,0.008840350109987181,0.09402313603569698,16.066741817924836,,
77,100,3,48.5,80.1,86.8,3.63,1e-08,120,0.35,0.45,True,130.0,3,2.395354903752684e-06,0.0015476934140044288,22.09965300880219,,
117,100,3,18.1,16.9,17.7,2.06,1e-06,120,0.35,0.45,True,29.700000000000003,3,0.012478155853683587,0.11170566616641962,1.5690470244701435,,
103,100,3,39.7,20.4,38.0,1.87,1e-06,25,0.45,0.55,True,63.0,3,148.18533565918864,12.173139926049837,7.97654915852779,,
132,100,3,29.5,29.7,34.8,1.64,1e-08,80,0.35,0.45,True,0.2,3,6.0055270853217635e-06,0.0024506176946479767,21.509748845744987,,
95,100,3,72.8,55.4,84.5,4.22,1e-07,80,0.60,0.58,True,101.5,3,0.000624995099343751,0.02499990198668289,0.3331952534024583,,
91,100,3,40.3,47.1,55.0,4.54,1e-07,80,center,center,True,105.9,3,0.02360191163942085,0.15362913668774178,2.231650278314245,,
108,100,3,25.6,27.9,30.8,4.45,1e-06,50,0.45,0.55,True,51.2,3,0.0005659740611196344,0.023790209354262404,1.452554650902778,,
105,100,3,28.5,52.4,52.9,2.49,1e-06,25,0.60,0.58,True,64.5,3,0.0006424845369538219,0.025347278689315387,0.11116041806507673,,
101,100,3,39.9,75.5,78.7,2.05,1e-06,25,center,center,True,77.2,3,0.0032903812651905754,0.05736184502951919,5.8716762069001165,,
107,100,3,46.5,65.7,73.5,2.05,1e-06,50,0.35,0.45,True,70.3,3,0.0037853333202648247,0.06152506253767504,6.064913186256134,,
92,100,3,68.4,59.3,83.4,1.84,1e-07,80,0.35,0.45,True,116.2,3,0.0023672103395389454,0.0486539858545931,0.047896611986690873,,
109,100,3,35.9,49.8,54.4,3.92,1e-06,50,0.60,0.45,True,67.7,3,0.0004422219529023641,0.02102907399060558,1.669361598257447,,
110,100,3,46.2,20.0,43.9,3.67,1e-06,50,0.60,0.58,True,60.2,3,2.05658799267354e-07,0.00045349619542765074,4.666515648088886,,
115,100,3,25.5,44.6,44.6,1.74,1e-06,80,0.60,0.58,True,55.400000000000006,3,0.00035888125588538566,0.018944161525002515,0.33663989623852786,,
106,100,3,70.5,38.1,73.4,2.82,1e-06,50,center,center,True,85.60000000000001,3,nan,nan,12.822834753221489,,
118,100,3,16.3,45.4,41.9,2.3,1e-06,120,0.45,0.55,True,58.0,3,0.00116876961408899,0.034187272691587875,0.7438734457617501,,
113,100,3,72.4,24.2,70.1,3.07,1e-06,80,0.45,0.55,True,68.7,3,nan,nan,11.857750054143679,,
120,100,3,22.1,52.1,50.1,4.32,1e-06,120,0.60,0.58,True,58.300000000000004,3,0.0018831942079996443,0.04339578560182595,0.191366335540951,,
111,100,3,46.3,65.1,72.9,2.56,1e-06,80,center,center,True,73.3,3,0.001711145234814345,0.04136599128286841,13.685373337515484,,
116,100,3,32.1,57.6,59.2,3.53,1e-06,120,center,center,True,71.3,3,0.004888693827551107,0.06991919498643492,2.2787083816715974,,
114,100,3,22.5,78.4,75.5,4.53,1e-06,80,0.60,0.45,True,72.8,3,0.0009017003640967862,0.030028326028881235,23.1223335976461,,
104,100,3,68.4,67.8,89.2,2.59,1e-06,25,0.60,0.45,True,105.0,3,0.0034093708552430505,0.05838981807852334,11.55754606089348,,
140,100,3,33.4,42.4,47.0,1.64,1e-08,120,0.60,0.58,True,44.300000000000004,3,5.995633793217613e-06,0.00244859833235621,11.621724152619596,,
133,100,3,14.3,51.0,47.0,2.79,1e-08,80,0.45,0.55,True,53.300000000000004,3,6.005524684446782e-06,0.002450617204796943,31.14537453473653,,
143,100,3,10.4,34.4,29.9,1.7,1e-07,25,0.45,0.55,True,40.1,3,0.018815696998499026,0.1371703211285117,15.86572199944423,,
127,100,3,70.4,21.9,67.5,4.66,1e-08,50,0.35,0.45,True,68.4,3,0.00854777090747065,0.09245415570687264,34.463022479647954,,
130,100,3,44.3,38.7,51.8,4.38,1e-08,50,0.60,0.58,True,73.60000000000001,3,0.0070826520029360004,0.08415849334996439,4.5517206179423475,,
149,100,3,25.9,18.2,24.7,2.83,1e-07,50,0.60,0.45,True,37.9,3,0.021566415452951803,0.14685508317028662,6.518052899907746,,
129,100,3,79.2,17.4,75.2,1.21,1e-08,50,0.60,0.45,True,81.9,3,3.0294871750154737e-06,0.0017405422071916192,43.96675078954101,,
124,100,3,63.0,45.0,70.5,2.6,1e-08,25,0.60,0.45,True,96.2,3,0.008709930661363609,0.09332700928114866,13.401966192020144,,
139,100,3,59.3,42.7,66.1,2.99,1e-08,120,0.60,0.45,True,73.2,3,1.0097419586828951e-28,1.0048591735576161e-14,12.144464474981188,,
141,100,3,32.7,36.2,41.7,3.4,1e-07,25,center,center,True,69.5,3,4.388273707112681e-06,0.002094820686147786,1.5348031189968956,,
123,100,3,70.8,41.3,75.2,2.94,1e-08,25,0.45,0.55,True,114.9,3,5.048709793414476e-29,7.105427357601002e-15,21.80341821373004,,
135,100,3,65.9,14.8,61.7,4.19,1e-08,80,0.60,0.58,True,92.2,3,0.008830631435294474,0.0939714394659062,36.76125376167926,,
136,100,3,46.1,61.1,69.5,4.25,1e-08,120,center,center,True,91.60000000000001,3,5.7007058275132515e-08,0.00023876150919931066,9.911426068087719,,
142,100,3,33.2,41.4,46.0,3.14,1e-07,25,0.35,0.45,True,80.0,3,0.004608139588708144,0.06788327915406078,4.248777630519846,,
126,100,3,44.2,72.2,77.8,4.05,1e-08,50,center,center,True,103.30000000000001,3,1.3383730151672054e-16,1.1568807264222209e-08,19.10838810887557,,
125,100,3,64.1,51.5,75.2,3.07,1e-08,25,0.60,0.58,True,107.9,3,5.048709793414476e-29,7.105427357601002e-15,9.854417462611023,,
144,100,3,39.2,47.4,54.5,2.9,1e-07,25,0.60,0.45,True,86.7,3,0.0015676894295768497,0.03959405800845437,0.565390959143477,,
121,100,3,79.8,42.1,83.5,1.68,1e-08,25,center,center,True,130.6,3,0.006732961397279224,0.08205462447223327,27.849197968942622,,
150,100,3,40.5,34.1,45.9,2.5,1e-07,50,0.60,0.58,True,81.4,3,0.0005354979425860403,0.023140828476656584,3.4261158611786673,,
148,100,3,43.3,47.9,57.5,2.18,1e-07,50,0.45,0.55,True,89.2,3,0.0016305188621543692,0.040379683779771844,0.3518245019691658,,
134,100,3,51.7,73.2,82.6,1.59,1e-08,80,0.60,0.45,True,116.7,3,9.776553322511044e-09,9.8876454843967e-05,14.72186937632611,,
157,100,3,21.6,36.1,35.3,4.62,1e-07,120,0.35,0.45,True,52.7,3,0.013317203810685928,0.1154001898208401,7.702803875489981,,
146,100,3,46.8,66.8,74.6,2.64,1e-07,50,center,center,True,100.60000000000001,3,0.010680262366070668,0.10334535483547709,1.399634077357896,,
145,100,3,75.3,69.7,95.6,2.8,1e-07,25,0.60,0.58,True,109.0,3,0.001266977864248804,0.035594632520210175,0.41770213123807676,,
155,100,3,44.4,15.2,40.7,4.7,1e-07,80,0.60,0.58,True,69.10000000000001,3,0.02666601381764047,0.1632973172395691,17.93551718365178,,
159,100,3,35.3,22.6,35.0,1.6,1e-07,120,0.60,0.45,True,55.2,3,0.030266645081181417,0.1739731159725014,8.454396235430794,,
152,100,3,47.1,21.0,45.0,2.73,1e-07,80,0.35,0.45,True,83.10000000000001,3,0.022043066370250865,0.14846907546775814,14.910658466213444,,
153,100,3,77.7,17.6,73.8,3.95,1e-07,80,0.45,0.55,True,88.9,3,1.4860518278602538e-06,0.0012190372545005561,29.606972791409937,,
137,100,3,75.9,49.2,83.6,1.78,1e-08,120,0.35,0.45,True,126.0,3,5.048709793414476e-29,7.105427357601002e-15,20.306317193701556,,
156,100,3,50.1,11.8,45.6,1.08,1e-07,120,center,center,True,69.4,3,0.027872905878603554,0.1669518070540225,22.514048703657128,,
128,100,3,74.2,57.3,86.8,1.87,1e-08,50,0.45,0.55,True,141.3,3,0.0,0.0,13.530278089342977,,
131,100,3,71.7,60.0,86.5,3.35,1e-08,80,center,center,True,140.6,3,0.0,0.0,9.761749882846923,,
151,100,3,14.1,71.0,66.6,2.04,1e-07,80,center,center,True,108.10000000000001,3,0.005043742192256698,0.07101930858757144,12.311390126583348,,
147,100,3,67.9,76.2,95.0,1.34,1e-07,50,0.35,0.45,True,120.7,3,0.0016327864236293148,0.040407752023953455,0.08980015775683728,,
154,100,3,34.4,57.7,60.4,1.8,1e-07,80,0.60,0.45,True,88.5,3,0.0016124740696372205,0.040155623138449996,0.2355292380485425,,
186,100,3,32.0,42.8,46.5,3.93,1e-08,50,center,center,True,0.2,3,6.00358106662145e-06,0.0024502206159081777,12.934582674806297,,
138,100,3,73.4,76.0,98.6,1.42,1e-08,120,0.45,0.55,True,145.9,3,0.00078649331196194,0.0280444880852181,1.7904664107877017,,
188,100,3,22.2,20.2,23.0,2.76,1e-08,50,0.45,0.55,True,0.2,3,6.005524684446782e-06,0.002450617204796943,33.376376059731086,,
189,100,3,20.9,30.0,29.6,2.65,1e-08,50,0.60,0.45,True,0.2,3,5.839421427182257e-06,0.0024164894841861525,28.08268967910484,,
190,100,3,44.1,15.5,40.5,2.86,1e-08,50,0.60,0.58,True,0.2,3,5.995633793217613e-06,0.00244859833235621,29.25804884561219,,
166,100,3,33.5,13.9,29.9,2.29,1e-06,50,center,center,True,60.0,3,7.553399266028803e-07,0.0008691029436165087,5.162438243421913,,
170,100,3,16.5,38.6,35.5,4.65,1e-06,50,0.60,0.58,True,56.6,3,0.0011453746346527546,0.033843383912557486,0.7687359510381718,,
181,100,3,64.3,13.5,59.9,1.74,1e-08,25,center,center,True,25.6,3,0.008881295089322255,0.09424062334960574,36.50290241654235,,
164,100,3,34.6,58.7,61.3,3.68,1e-06,25,0.60,0.45,True,72.5,3,0.00015173789754913998,0.012318193761633235,1.580379286606875,,
158,100,3,69.0,40.1,73.0,1.17,1e-07,120,0.45,0.55,True,98.9,3,0.022868696344834277,0.1512239939455187,1.5152187635315715,,
163,100,3,32.7,56.1,58.1,3.01,1e-06,25,0.45,0.55,True,83.80000000000001,3,0.005182210208680988,0.07198756982063631,0.9250448043628539,,
174,100,3,27.5,26.9,31.4,1.7,1e-06,80,0.60,0.45,True,52.2,3,0.0005394441655982309,0.02322593734595508,1.9506202758436473,,
119,100,3,71.9,68.3,92.1,3.34,1e-06,120,0.60,0.45,True,210.20000000000002,3,0.0016530717250787608,0.04065798476411197,23.494064766159685,,
199,100,3,34.4,21.1,33.5,3.48,1e-08,120,0.60,0.45,True,0.2,3,5.839421427182257e-06,0.0024164894841861525,25.857530921464633,,
162,100,3,73.1,63.2,89.5,1.61,1e-06,25,0.35,0.45,True,98.7,3,0.0025342532695527267,0.05034136737865517,16.740433909071537,,
168,100,3,58.9,59.2,76.4,4.29,1e-06,50,0.45,0.55,True,86.10000000000001,3,0.003467883859647194,0.05888874136579244,22.500987686506175,,
175,100,3,61.3,24.6,59.6,1.77,1e-06,80,0.60,0.58,True,66.8,3,nan,nan,4.81347118732126,,
177,100,3,13.9,38.1,34.2,4.89,1e-06,120,0.35,0.45,True,57.300000000000004,3,nan,nan,8.808302560951125,,
176,100,3,46.1,17.8,43.1,1.26,1e-06,120,center,center,True,60.400000000000006,3,1.3049503615084947e-08,0.00011423442394954748,6.272767222019936,,
203,100,3,17.1,20.0,19.2,3.86,1e-07,25,0.45,0.55,True,0.2,3,6.005524684446782e-06,0.002450617204796943,37.18987005703594,,
165,100,3,47.3,67.7,75.6,3.66,1e-06,25,0.60,0.58,True,95.0,3,0.0017812969871557837,0.042205414192444356,22.959268703651155,,
167,100,3,69.6,67.6,90.0,4.48,1e-06,50,0.35,0.45,True,95.30000000000001,3,0.00472232040012996,0.0687191414391213,11.674202151896916,,
178,100,3,37.1,44.3,50.8,3.58,1e-06,120,0.45,0.55,True,64.10000000000001,3,0.004700559623030581,0.06856062735295368,2.6456187967205493,,
172,100,3,47.0,54.5,64.9,1.53,1e-06,80,0.35,0.45,True,78.60000000000001,3,0.001644483684219097,0.040552234022543036,0.1386112550020321,,
169,100,3,28.8,78.4,77.2,4.12,1e-06,50,0.60,0.45,True,82.5,3,0.0011166578956101657,0.033416431521186785,19.92385664112019,,
160,100,3,74.6,70.3,95.4,1.5,1e-07,120,0.60,0.58,True,110.4,3,0.004174171529497924,0.06460782870131083,0.2954030924539612,,
179,100,3,52.4,54.6,68.6,1.77,1e-06,120,0.60,0.45,True,69.60000000000001,3,0.0018042600320757104,0.042476582160947345,0.10200977499072818,,
191,100,3,47.8,34.0,51.7,1.98,1e-08,80,center,center,True,44.400000000000006,3,0.0070011342397640584,0.08367278075792664,9.771910978262271,,
173,100,3,57.7,80.4,92.0,4.51,1e-06,80,0.45,0.55,True,98.2,3,0.005162306269151421,0.07184919115168535,22.344046669628586,,
171,100,3,75.4,52.2,84.7,4.82,1e-06,80,center,center,True,100.0,3,nan,nan,22.776980493472482,,
187,100,3,60.1,24.4,58.5,2.54,1e-08,50,0.35,0.45,True,54.0,3,0.006714842612151066,0.08194414324496331,25.438563521735773,,
217,100,3,16.4,9.2,12.1,1.05,1e-07,120,0.35,0.45,True,0.2,3,6.0055270853217635e-06,0.0024506176946479767,45.541041636986634,,
180,100,3,71.1,16.5,67.1,2.04,1e-06,120,0.60,0.58,True,89.30000000000001,3,nan,nan,14.233290071874682,,
196,100,3,19.3,53.0,50.1,3.93,1e-08,120,center,center,True,57.6,3,0.008883656833975743,0.0942531529126519,25.968736326123377,,
