run_id,area_size_m,n_drones,victim_x_m,victim_y_m,victim_depth_m,artva_noise_std,noise_detect_factor,comm_radius_m,workspace_frac_r,workspace_frac_c,found,time_found_s,n_drones_stopped,pos_variance_m2,pos_std_m,est_error_2d_m,note
1270,100,4,62.6,14.1,3.0,1e-07,100.0,50,0.60,0.58,True,74.9,3,7.400942008986043e-05,0.008602872781220261,27.471824032750234,
1272,100,4,62.6,14.1,3.0,1e-07,100.0,80,0.35,0.45,True,75.10000000000001,3,5.8172427109132477e-05,0.007627085099114371,24.26922309239885,
1193,100,4,62.6,14.1,1.0,1e-06,100.0,80,0.45,0.55,False,900.0,2,4.542189296533384e-07,0.000673957661617804,13.051764980560616,vittima non trovata entro 15 minuti
1194,100,4,62.6,14.1,1.0,1e-06,100.0,80,0.60,0.45,False,900.0,2,1.0224661560236454e-07,0.00031976024706389716,14.205808384578603,vittima non trovata entro 15 minuti
1274,100,4,62.6,14.1,3.0,1e-07,100.0,80,0.60,0.45,True,83.30000000000001,3,0.02081743452151384,0.1442824816861487,26.2833594261189,
1278,100,4,62.6,14.1,3.0,1e-07,100.0,120,0.45,0.55,True,75.7,3,0.002024947149016724,0.04499941276302085,25.759799120753563,
1195,100,4,62.6,14.1,1.0,1e-06,100.0,80,0.60,0.58,False,900.0,2,6.461134303183519e-07,0.0008038118127511886,13.247155290285995,vittima non trovata entro 15 minuti
1275,100,4,62.6,14.1,3.0,1e-07,100.0,80,0.60,0.58,True,84.30000000000001,3,0.0044993278159963295,0.0670770289741304,26.43076355944683,
1279,100,4,62.6,14.1,3.0,1e-07,100.0,120,0.60,0.45,True,82.4,3,0.002183865835295994,0.04673185033032604,24.94877933064544,
1296,100,4,62.6,14.1,3.0,1e-06,50.0,120,center,center,True,80.30000000000001,3,7.716503522157756e-06,0.002777859521674513,14.711880588789453,
1297,100,4,62.6,14.1,3.0,1e-06,50.0,120,0.35,0.45,True,79.5,3,2.675121258801404e-06,0.001635579792856773,13.686439935350947,
1298,100,4,62.6,14.1,3.0,1e-06,50.0,120,0.45,0.55,True,80.80000000000001,3,0.002844052714588716,0.05332966073948639,14.895686378741482,
1299,100,4,62.6,14.1,3.0,1e-06,50.0,120,0.60,0.45,True,80.30000000000001,3,1.034578265128432e-05,0.003216486071986683,16.023973493806672,
1300,100,4,62.6,14.1,3.0,1e-06,50.0,120,0.60,0.58,True,96.80000000000001,3,0.00015224332985417743,0.01233869238834397,15.062082536811483,
1316,100,4,62.6,14.1,3.0,1e-06,100.0,120,center,center,True,69.2,3,0.00011981173682755789,0.010945854778296571,13.289155000035251,
1317,100,4,62.6,14.1,3.0,1e-06,100.0,120,0.35,0.45,True,68.5,3,7.38603158142648e-07,0.0008594202453646575,13.19413041459265,
1318,100,4,62.6,14.1,3.0,1e-06,100.0,120,0.45,0.55,True,70.0,3,0.0037957408073619144,0.06160958372982173,12.840887064136496,
1304,100,4,62.6,14.1,3.0,1e-06,100.0,25,0.60,0.45,True,216.3,3,149.72525650719405,12.236227217046684,12.304067023712049,
1319,100,4,62.6,14.1,3.0,1e-06,100.0,120,0.60,0.45,True,80.30000000000001,3,3.390866462833652e-07,0.0005823114684456809,14.910514671156323,
1321,100,4,62.6,14.1,5.0,1e-08,50.0,25,center,center,True,24.900000000000002,3,0.09989254893576466,0.3160578253037957,34.39142875979134,
1322,100,4,62.6,14.1,5.0,1e-08,50.0,25,0.35,0.45,True,24.900000000000002,3,0.19390480557731204,0.440346233749435,34.30357427287909,
1323,100,4,62.6,14.1,5.0,1e-08,50.0,25,0.45,0.55,True,24.900000000000002,3,0.1939045891983438,0.4403459880575089,34.302451333361056,
1320,100,4,62.6,14.1,3.0,1e-06,100.0,120,0.60,0.58,True,69.8,3,0.003588593391227241,0.05990486951181215,13.667038556472546,
1324,100,4,62.6,14.1,5.0,1e-08,50.0,25,0.60,0.45,True,24.900000000000002,3,0.16871856393707316,0.4107536535894394,33.87704964684686,
1325,100,4,62.6,14.1,5.0,1e-08,50.0,25,0.60,0.58,True,24.900000000000002,3,0.19333996907232687,0.4397044110221398,34.29970864276078,
1326,100,4,62.6,14.1,5.0,1e-08,50.0,50,center,center,True,24.900000000000002,3,0.09989254893576466,0.3160578253037957,34.39142875979134,
1327,100,4,62.6,14.1,5.0,1e-08,50.0,50,0.35,0.45,True,24.900000000000002,3,0.19390480557731204,0.440346233749435,34.30357427287909,
1301,100,4,62.6,14.1,3.0,1e-06,100.0,25,center,center,True,326.0,3,229.28589214964973,15.142189146541847,13.418070055886773,
1328,100,4,62.6,14.1,5.0,1e-08,50.0,50,0.45,0.55,True,24.900000000000002,3,0.1939045891983438,0.4403459880575089,34.302451333361056,
1329,100,4,62.6,14.1,5.0,1e-08,50.0,50,0.60,0.45,True,24.900000000000002,3,0.16871856393707316,0.4107536535894394,33.87704964684686,
1330,100,4,62.6,14.1,5.0,1e-08,50.0,50,0.60,0.58,True,24.900000000000002,3,0.19333996907232687,0.4397044110221398,34.29970864276078,
1331,100,4,62.6,14.1,5.0,1e-08,50.0,80,center,center,True,24.900000000000002,3,0.09989254893576466,0.3160578253037957,34.39142875979134,
1332,100,4,62.6,14.1,5.0,1e-08,50.0,80,0.35,0.45,True,24.900000000000002,3,0.19390480557731204,0.440346233749435,34.30357427287909,
1333,100,4,62.6,14.1,5.0,1e-08,50.0,80,0.45,0.55,True,24.900000000000002,3,0.1939045891983438,0.4403459880575089,34.302451333361056,
1334,100,4,62.6,14.1,5.0,1e-08,50.0,80,0.60,0.45,True,24.900000000000002,3,0.16871856393707316,0.4107536535894394,33.87704964684686,
1335,100,4,62.6,14.1,5.0,1e-08,50.0,80,0.60,0.58,True,24.900000000000002,3,0.19333996907232687,0.4397044110221398,34.29970864276078,
1336,100,4,62.6,14.1,5.0,1e-08,50.0,120,center,center,True,24.900000000000002,3,0.09989254893576466,0.3160578253037957,34.39142875979134,
1337,100,4,62.6,14.1,5.0,1e-08,50.0,120,0.35,0.45,True,24.900000000000002,3,0.19390480557731204,0.440346233749435,34.30357427287909,
1338,100,4,62.6,14.1,5.0,1e-08,50.0,120,0.45,0.55,True,24.900000000000002,3,0.1939045891983438,0.4403459880575089,34.302451333361056,
1339,100,4,62.6,14.1,5.0,1e-08,50.0,120,0.60,0.45,True,24.900000000000002,3,0.16871856393707316,0.4107536535894394,33.87704964684686,
1340,100,4,62.6,14.1,5.0,1e-08,50.0,120,0.60,0.58,True,24.900000000000002,3,0.19333996907232687,0.4397044110221398,34.29970864276078,
1341,100,4,62.6,14.1,5.0,1e-08,100.0,25,center,center,True,24.900000000000002,3,0.09989254893576466,0.3160578253037957,34.39142875979134,
1342,100,4,62.6,14.1,5.0,1e-08,100.0,25,0.35,0.45,True,24.900000000000002,3,0.19390480557731204,0.440346233749435,34.30357427287909,
1343,100,4,62.6,14.1,5.0,1e-08,100.0,25,0.45,0.55,True,24.900000000000002,3,0.1939045891983438,0.4403459880575089,34.302451333361056,
1344,100,4,62.6,14.1,5.0,1e-08,100.0,25,0.60,0.45,True,24.900000000000002,3,0.16871856393707316,0.4107536535894394,33.87704964684686,
1345,100,4,62.6,14.1,5.0,1e-08,100.0,25,0.60,0.58,True,24.900000000000002,3,0.19333996907232687,0.4397044110221398,34.29970864276078,
1346,100,4,62.6,14.1,5.0,1e-08,100.0,50,center,center,True,24.900000000000002,3,0.09989254893576466,0.3160578253037957,34.39142875979134,
1347,100,4,62.6,14.1,5.0,1e-08,100.0,50,0.35,0.45,True,24.900000000000002,3,0.19390480557731204,0.440346233749435,34.30357427287909,
1348,100,4,62.6,14.1,5.0,1e-08,100.0,50,0.45,0.55,True,24.900000000000002,3,0.1939045891983438,0.4403459880575089,34.302451333361056,
1349,100,4,62.6,14.1,5.0,1e-08,100.0,50,0.60,0.45,True,24.900000000000002,3,0.16871856393707316,0.4107536535894394,33.87704964684686,
1350,100,4,62.6,14.1,5.0,1e-08,100.0,50,0.60,0.58,True,24.900000000000002,3,0.19333996907232687,0.4397044110221398,34.29970864276078,
1351,100,4,62.6,14.1,5.0,1e-08,100.0,80,center,center,True,24.900000000000002,3,0.09989254893576466,0.3160578253037957,34.39142875979134,
1352,100,4,62.6,14.1,5.0,1e-08,100.0,80,0.35,0.45,True,24.900000000000002,3,0.19390480557731204,0.440346233749435,34.30357427287909,
1353,100,4,62.6,14.1,5.0,1e-08,100.0,80,0.45,0.55,True,24.900000000000002,3,0.1939045891983438,0.4403459880575089,34.302451333361056,
1354,100,4,62.6,14.1,5.0,1e-08,100.0,80,0.60,0.45,True,24.900000000000002,3,0.16871856393707316,0.4107536535894394,33.87704964684686,
1355,100,4,62.6,14.1,5.0,1e-08,100.0,80,0.60,0.58,True,24.900000000000002,3,0.19333996907232687,0.4397044110221398,34.29970864276078,
1356,100,4,62.6,14.1,5.0,1e-08,100.0,120,center,center,True,24.900000000000002,3,0.09989254893576466,0.3160578253037957,34.39142875979134,
1357,100,4,62.6,14.1,5.0,1e-08,100.0,120,0.35,0.45,True,24.900000000000002,3,0.19390480557731204,0.440346233749435,34.30357427287909,
1358,100,4,62.6,14.1,5.0,1e-08,100.0,120,0.45,0.55,True,24.900000000000002,3,0.1939045891983438,0.4403459880575089,34.302451333361056,
1359,100,4,62.6,14.1,5.0,1e-08,100.0,120,0.60,0.45,True,24.900000000000002,3,0.16871856393707316,0.4107536535894394,33.87704964684686,
1360,100,4,62.6,14.1,5.0,1e-08,100.0,120,0.60,0.58,True,24.900000000000002,3,0.19333996907232687,0.4397044110221398,34.29970864276078,
1361,100,4,62.6,14.1,5.0,1e-07,50.0,25,center,center,True,83.80000000000001,3,1.2385912412457827,1.112920141450312,26.03108778335427,
1362,100,4,62.6,14.1,5.0,1e-07,50.0,25,0.35,0.45,True,83.5,3,4.850339152182352,2.2023485537449226,27.69919191054779,
1364,100,4,62.6,14.1,5.0,1e-07,50.0,25,0.60,0.45,True,82.5,3,3.0216954434122107,1.7383024602790536,27.363185849634863,
1363,100,4,62.6,14.1,5.0,1e-07,50.0,25,0.45,0.55,True,84.2,3,4.563069959561679,2.136134349604837,27.46235775393369,
1365,100,4,62.6,14.1,5.0,1e-07,50.0,25,0.60,0.58,True,83.9,3,4.6586369864513575,2.1583875894869666,27.549107174770466,
1366,100,4,62.6,14.1,5.0,1e-07,50.0,50,center,center,True,83.80000000000001,3,1.2385912412457827,1.112920141450312,26.03108778335427,
1367,100,4,62.6,14.1,5.0,1e-07,50.0,50,0.35,0.45,True,83.5,3,4.850339152182352,2.2023485537449226,27.69919191054779,
1368,100,4,62.6,14.1,5.0,1e-07,50.0,50,0.45,0.55,True,84.2,3,4.563069959561679,2.136134349604837,27.46235775393369,
1369,100,4,62.6,14.1,5.0,1e-07,50.0,50,0.60,0.45,True,82.5,3,3.0216954434122107,1.7383024602790536,27.363185849634863,
1370,100,4,62.6,14.1,5.0,1e-07,50.0,50,0.60,0.58,True,83.9,3,4.6586369864513575,2.1583875894869666,27.549107174770466,
1371,100,4,62.6,14.1,5.0,1e-07,50.0,80,center,center,True,83.80000000000001,3,1.2385912412457827,1.112920141450312,26.03108778335427,
1372,100,4,62.6,14.1,5.0,1e-07,50.0,80,0.35,0.45,True,83.5,3,4.850339152182352,2.2023485537449226,27.69919191054779,
1281,100,4,62.6,14.1,3.0,1e-06,50.0,25,center,center,False,900.0,2,0.0018025054468380217,0.04245592357772966,14.65430517764252,vittima non trovata entro 15 minuti
1282,100,4,62.6,14.1,3.0,1e-06,50.0,25,0.35,0.45,False,900.0,2,0.0001547462573060968,0.012439704872146155,15.03072312418005,vittima non trovata entro 15 minuti
1284,100,4,62.6,14.1,3.0,1e-06,50.0,25,0.60,0.45,False,900.0,2,1.5636764165649864e-06,0.0012504704780861428,15.7778809462168,vittima non trovata entro 15 minuti
1286,100,4,62.6,14.1,3.0,1e-06,50.0,50,center,center,False,900.0,2,2.9474200818130515e-06,0.001716805196233123,15.72067400319805,vittima non trovata entro 15 minuti
1373,100,4,62.6,14.1,5.0,1e-07,50.0,80,0.45,0.55,True,84.2,3,4.563069959561679,2.136134349604837,27.46235775393369,
1374,100,4,62.6,14.1,5.0,1e-07,50.0,80,0.60,0.45,True,82.5,3,3.0216954434122107,1.7383024602790536,27.363185849634863,
1283,100,4,62.6,14.1,3.0,1e-06,50.0,25,0.45,0.55,False,900.0,2,8.7826974236373e-05,0.00937160467776853,14.8095736556271,vittima non trovata entro 15 minuti
1285,100,4,62.6,14.1,3.0,1e-06,50.0,25,0.60,0.58,False,900.0,2,8.645011845265472e-07,0.0009297855583555529,16.916941692938245,vittima non trovata entro 15 minuti
1291,100,4,62.6,14.1,3.0,1e-06,50.0,80,center,center,False,900.0,2,7.478808416542697e-06,0.0027347410145281944,15.169917137791533,vittima non trovata entro 15 minuti
1375,100,4,62.6,14.1,5.0,1e-07,50.0,80,0.60,0.58,True,83.9,3,4.6586369864513575,2.1583875894869666,27.549107174770466,
1376,100,4,62.6,14.1,5.0,1e-07,50.0,120,center,center,True,83.80000000000001,3,1.2385912412457827,1.112920141450312,26.03108778335427,
1293,100,4,62.6,14.1,3.0,1e-06,50.0,80,0.45,0.55,False,900.0,2,0.003957629112820388,0.06290969013451257,14.536130764094347,vittima non trovata entro 15 minuti
1288,100,4,62.6,14.1,3.0,1e-06,50.0,50,0.45,0.55,False,900.0,2,0.0028466542475170495,0.053354046215043985,14.883506311577209,vittima non trovata entro 15 minuti
1287,100,4,62.6,14.1,3.0,1e-06,50.0,50,0.35,0.45,False,900.0,2,2.0422448252215152e-07,0.0004519120296276163,14.439732884184604,vittima non trovata entro 15 minuti
1289,100,4,62.6,14.1,3.0,1e-06,50.0,50,0.60,0.45,False,900.0,2,0.00289065282917131,0.05376479172442975,16.210390710592062,vittima non trovata entro 15 minuti
1290,100,4,62.6,14.1,3.0,1e-06,50.0,50,0.60,0.58,False,900.0,2,2.8011569902582193e-06,0.0016736657343263677,17.47814576907549,vittima non trovata entro 15 minuti
1294,100,4,62.6,14.1,3.0,1e-06,50.0,80,0.60,0.45,False,900.0,2,0.0031315332189902137,0.05596010381504142,17.06498601970877,vittima non trovata entro 15 minuti
1295,100,4,62.6,14.1,3.0,1e-06,50.0,80,0.60,0.58,False,900.0,2,0.00021919195607313883,0.014805132761077788,14.783411108740683,vittima non trovata entro 15 minuti
1292,100,4,62.6,14.1,3.0,1e-06,50.0,80,0.35,0.45,False,900.0,2,0.0036624253104041472,0.0605179751016518,14.009204766212179,vittima non trovata entro 15 minuti
1303,100,4,62.6,14.1,3.0,1e-06,100.0,25,0.45,0.55,False,900.0,2,7.974893080701207e-05,0.00893022568623056,11.090363254897177,vittima non trovata entro 15 minuti
1302,100,4,62.6,14.1,3.0,1e-06,100.0,25,0.35,0.45,False,900.0,2,8.012515274151813e-05,0.008951265426827545,12.738046807289992,vittima non trovata entro 15 minuti
1305,100,4,62.6,14.1,3.0,1e-06,100.0,25,0.60,0.58,False,900.0,2,0.005449613152982826,0.0738214951960662,13.266664625097391,vittima non trovata entro 15 minuti
1307,100,4,62.6,14.1,3.0,1e-06,100.0,50,0.35,0.45,False,900.0,2,0.003721617809041834,0.061005063798358856,12.724909371577887,vittima non trovata entro 15 minuti
1377,100,4,62.6,14.1,5.0,1e-07,50.0,120,0.35,0.45,True,83.5,3,4.850339152182352,2.2023485537449226,27.69919191054779,
1308,100,4,62.6,14.1,3.0,1e-06,100.0,50,0.45,0.55,False,900.0,2,2.5043401615540953e-06,0.0015825107145147849,12.299870168224388,vittima non trovata entro 15 minuti
1381,100,4,62.6,14.1,5.0,1e-07,100.0,25,center,center,True,61.2,3,0.015921087368774844,0.12617879127957615,24.821728578341396,
1306,100,4,62.6,14.1,3.0,1e-06,100.0,50,center,center,False,900.0,2,8.762357874998995e-08,0.0002960128016657218,13.70385735086738,vittima non trovata entro 15 minuti
1309,100,4,62.6,14.1,3.0,1e-06,100.0,50,0.60,0.45,False,900.0,2,8.254869307378789e-05,0.00908563113238634,13.717469227987277,vittima non trovata entro 15 minuti
1311,100,4,62.6,14.1,3.0,1e-06,100.0,80,center,center,False,900.0,2,0.0021908798583827787,0.04680683559463061,13.350585130040347,vittima non trovata entro 15 minuti
1383,100,4,62.6,14.1,5.0,1e-07,100.0,25,0.45,0.55,True,61.400000000000006,3,0.012327844922717896,0.11103082870409414,24.80872947087076,
1312,100,4,62.6,14.1,3.0,1e-06,100.0,80,0.35,0.45,False,900.0,2,0.005566516522382587,0.07460909141909307,12.660267222401401,vittima non trovata entro 15 minuti
1310,100,4,62.6,14.1,3.0,1e-06,100.0,50,0.60,0.58,False,900.0,2,0.0056219782258349164,0.07497985213265572,13.758361945114112,vittima non trovata entro 15 minuti
1378,100,4,62.6,14.1,5.0,1e-07,50.0,120,0.45,0.55,True,84.2,3,4.563069959561679,2.136134349604837,27.46235775393369,
1385,100,4,62.6,14.1,5.0,1e-07,100.0,25,0.60,0.58,True,61.400000000000006,3,0.028465428679051115,0.1687170076757264,25.20960230941551,
1379,100,4,62.6,14.1,5.0,1e-07,50.0,120,0.60,0.45,True,82.5,3,3.0216954434122107,1.7383024602790536,27.363185849634863,
1386,100,4,62.6,14.1,5.0,1e-07,100.0,50,center,center,True,61.300000000000004,3,0.002094333752428627,0.0457638913602048,23.161881846044533,
1388,100,4,62.6,14.1,5.0,1e-07,100.0,50,0.45,0.55,True,61.300000000000004,3,2.811979133506536e-07,0.0005302809758520982,25.54233776052581,
1390,100,4,62.6,14.1,5.0,1e-07,100.0,50,0.60,0.58,True,61.800000000000004,3,0.019934445760894953,0.1411893967721902,25.40038350052904,
1380,100,4,62.6,14.1,5.0,1e-07,50.0,120,0.60,0.58,True,83.9,3,4.6586369864513575,2.1583875894869666,27.549107174770466,
1384,100,4,62.6,14.1,5.0,1e-07,100.0,25,0.60,0.45,True,74.10000000000001,3,0.021115959120185126,0.1453133136370688,26.079195996425824,
1382,100,4,62.6,14.1,5.0,1e-07,100.0,25,0.35,0.45,True,89.5,3,0.013889358254433864,0.11785312153029237,25.599981272125653,
1393,100,4,62.6,14.1,5.0,1e-07,100.0,80,0.45,0.55,True,61.1,3,0.013059240206272067,0.11427703271555517,24.69776889408621,
1387,100,4,62.6,14.1,5.0,1e-07,100.0,50,0.35,0.45,True,74.60000000000001,3,0.0023961079843069512,0.048950056019446506,24.256257139809676,
1395,100,4,62.6,14.1,5.0,1e-07,100.0,80,0.60,0.58,True,61.0,3,0.026458303108701273,0.1626600845588778,26.24281242220101,
1391,100,4,62.6,14.1,5.0,1e-07,100.0,80,center,center,True,76.2,3,0.01990664001976725,0.14109089275983497,25.617595205409142,
1313,100,4,62.6,14.1,3.0,1e-06,100.0,80,0.45,0.55,False,900.0,2,6.516628293968669e-06,0.002552768750586051,13.008303501965251,vittima non trovata entro 15 minuti
1392,100,4,62.6,14.1,5.0,1e-07,100.0,80,0.35,0.45,True,75.4,3,0.001955319655574011,0.0442189965464393,24.281790211511222,
1389,100,4,62.6,14.1,5.0,1e-07,100.0,50,0.60,0.45,True,88.5,3,0.027595354895505127,0.16611849654841307,26.715831593761788,
1396,100,4,62.6,14.1,5.0,1e-07,100.0,120,center,center,True,60.900000000000006,3,0.015367817413935971,0.12396700131057446,24.06604845653094,
1397,100,4,62.6,14.1,5.0,1e-07,100.0,120,0.35,0.45,True,59.800000000000004,3,0.007871134738538727,0.08871941579236603,24.364075536227862,
1315,100,4,62.6,14.1,3.0,1e-06,100.0,80,0.60,0.58,False,900.0,2,0.0056017967161304544,0.07484515158733032,13.853017830068437,vittima non trovata entro 15 minuti
1400,100,4,62.6,14.1,5.0,1e-07,100.0,120,0.60,0.58,True,60.5,3,0.017312954295107062,0.13157870000538485,25.504684078342503,
1394,100,4,62.6,14.1,5.0,1e-07,100.0,80,0.60,0.45,True,86.7,3,4.6798681314601485e-06,0.0021633002869366398,25.221512698115742,
1314,100,4,62.6,14.1,3.0,1e-06,100.0,80,0.60,0.45,False,900.0,2,6.715960496737598e-06,0.0025915170261330716,14.676477295766112,vittima non trovata entro 15 minuti
1398,100,4,62.6,14.1,5.0,1e-07,100.0,120,0.45,0.55,True,74.5,3,0.00035853834493057503,0.01893510879109426,25.13434428511018,
1399,100,4,62.6,14.1,5.0,1e-07,100.0,120,0.60,0.45,True,81.30000000000001,3,0.0002651665207549881,0.016283934437198774,25.712283065413168,
1416,100,4,62.6,14.1,5.0,1e-06,50.0,120,center,center,True,80.5,3,7.899554240820272e-06,0.002810614566392957,14.556054736838444,
1417,100,4,62.6,14.1,5.0,1e-06,50.0,120,0.35,0.45,True,80.10000000000001,3,0.0036085510744583923,0.06007121668868038,14.684767068446796,
1418,100,4,62.6,14.1,5.0,1e-06,50.0,120,0.45,0.55,True,80.9,3,0.00284928968038235,0.053378738092824465,14.753419880594556,
1419,100,4,62.6,14.1,5.0,1e-06,50.0,120,0.60,0.45,True,82.0,3,0.00016756400245601454,0.012944651499983093,16.586112008077098,
1420,100,4,62.6,14.1,5.0,1e-06,50.0,120,0.60,0.58,True,97.4,3,0.005207837635381442,0.07216534927083386,15.194460647663904,
1436,100,4,62.6,14.1,5.0,1e-06,100.0,120,center,center,True,69.60000000000001,3,0.0014838560852009157,0.03852085260220645,13.486626114173077,
1437,100,4,62.6,14.1,5.0,1e-06,100.0,120,0.35,0.45,True,69.4,3,0.003953763335560276,0.06287895781229422,13.809416869082805,
1438,100,4,62.6,14.1,5.0,1e-06,100.0,120,0.45,0.55,True,70.60000000000001,3,0.0036842193902688874,0.06069777088385444,13.086841136571506,
1424,100,4,62.6,14.1,5.0,1e-06,100.0,25,0.60,0.45,True,218.9,3,136.29966976826643,11.67474495516996,11.74037484778536,
1441,100,5,39.5,15.0,1.0,1e-08,50.0,25,center,center,True,0.2,5,2.820488991464028e-05,0.005310827611082879,30.276526474983804,
1442,100,5,39.5,15.0,1.0,1e-08,50.0,25,0.35,0.45,True,0.2,5,2.821628122365497e-05,0.005311899963634008,30.276480336552925,
1443,100,5,39.5,15.0,1.0,1e-08,50.0,25,0.45,0.55,True,0.2,5,2.8216264413011494e-05,0.005311898381276838,30.276480397787452,
1444,100,5,39.5,15.0,1.0,1e-08,50.0,25,0.60,0.45,True,0.2,5,2.74311141987999e-05,0.005237472119142965,30.282248795692922,
1445,100,5,39.5,15.0,1.0,1e-08,50.0,25,0.60,0.58,True,0.2,5,2.817002532601125e-05,0.005307544189737025,30.27668283906107,
1439,100,4,62.6,14.1,5.0,1e-06,100.0,120,0.60,0.45,True,81.2,3,2.418479007932776e-06,0.0015551459764063232,14.803880381676938,
1446,100,5,39.5,15.0,1.0,1e-08,50.0,50,center,center,True,0.2,5,2.820488991464028e-05,0.005310827611082879,30.276526474983804,
1447,100,5,39.5,15.0,1.0,1e-08,50.0,50,0.35,0.45,True,0.2,5,2.821628122365497e-05,0.005311899963634008,30.276480336552925,
1448,100,5,39.5,15.0,1.0,1e-08,50.0,50,0.45,0.55,True,0.2,5,2.8216264413011494e-05,0.005311898381276838,30.276480397787452,
1449,100,5,39.5,15.0,1.0,1e-08,50.0,50,0.60,0.45,True,0.2,5,2.74311141987999e-05,0.005237472119142965,30.282248795692922,
1450,100,5,39.5,15.0,1.0,1e-08,50.0,50,0.60,0.58,True,0.2,5,2.817002532601125e-05,0.005307544189737025,30.27668283906107,
1451,100,5,39.5,15.0,1.0,1e-08,50.0,80,center,center,True,0.2,5,2.820488991464028e-05,0.005310827611082879,30.276526474983804,
1452,100,5,39.5,15.0,1.0,1e-08,50.0,80,0.35,0.45,True,0.2,5,2.821628122365497e-05,0.005311899963634008,30.276480336552925,
